Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4597,B08,23,4598.92,,0.3,0.34,0.34,5.4,0.07,1.05,0.11,30.06,0.01,214.68,0.92,0,86.77,12.24,6.41,15.68,16.42,24.85,4.25,8.57,9.82,,1.49,12.73,0,506.77,7.88,7.47,3.04,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,25,4599.08,,0.29,0.31,1.01,6.25,0.05,0.49,0.34,28.35,0.03,210.59,0.96,0,79.64,18.72,6.68,17.11,19.52,37.15,4.93,5.96,8.62,,1.66,14.12,0,549.86,8.24,8.57,3.46,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,27,4599.25,,0.28,0.33,1.19,6.52,0.05,0.38,0.41,26.46,0.03,211.04,0.94,0,69.74,19.99,5.66,22.07,23.71,47.96,5.6,5.6,12.86,,2.05,17.7,3.19,559.24,13.04,27.7,3.61,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,28,4599.33,,0.25,0.21,0.93,6.35,0.05,0.34,0.22,23.05,0.02,215.09,0.95,0,73.84,12.55,5.5,18.07,22.31,78.96,3.15,7.78,10.05,,2.62,27.08,1.77,550.39,11.29,26.09,3.63,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,29,4599.42,,0.27,0.23,0.48,5.6,0.04,0.35,0.12,29.37,0.01,215.31,0.92,0,88.12,8.68,5.39,17.14,21.76,42.4,7.85,4.99,10.74,,2.46,19.88,6.77,567.94,10.94,18.8,3.44,3.28,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,31,4599.58,,0.27,0.26,0.81,6.04,0.05,0.36,0.22,28.47,0.02,213.91,0.92,0,81.8,17.35,5.86,17.91,20.62,38.16,5.34,8.23,9.93,,1.71,20.95,0,538.56,9.42,15.69,2.92,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,33,4599.75,,0.26,0.23,0.59,5.24,0.04,0.35,0.15,28.83,0.01,216.5,0.94,0,81.28,6.84,7.24,11.37,16.59,29.98,6.1,5.4,9.3,,1.73,16.37,0,565.05,14.4,11.2,3.11,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,34,4599.83,,0.28,0.36,1.53,6.94,0.05,0.33,0.41,23.43,0.04,211.63,0.97,0,69.79,21.28,7.35,20.16,22.11,44.95,6.05,10.6,10.78,,2.33,30.32,0,598.36,13.45,31.6,4.22,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,35,4599.92,,0.28,0.4,1.74,7.29,0.05,0.39,0.51,23.73,0.05,209.69,1.03,0,65.36,21.7,4.6,22.31,20.72,62.37,6.28,13.47,11.88,,2.22,29.56,0,540.42,14.52,32.44,4.09,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,37,4600.08,,0.28,0.41,1.8,6.98,0.05,0.35,0.29,23.79,0.04,209.65,0.94,0,68.47,20.7,5.76,9.74,19.03,40.25,6.2,8.47,10.82,,2.04,20.91,0,533.67,11.14,39.52,3.74,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,39,4600.25,,0.3,0.58,2.09,7.56,0.05,0.38,0.36,23.8,0.04,206.32,1,0,68.32,29.11,5.68,17.54,20.62,60.3,7.38,6.36,11,,2.65,25.16,2.83,589.91,16.85,45.03,5.26,2.7,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,41,4600.42,,0.3,0.63,2.11,7.29,0.05,0.41,0.28,24.59,0.05,206.29,1.03,0,70.21,27.94,6.3,17.71,17.52,44.8,8.69,7.39,10.19,,1.44,22.6,0,503,10.88,48.89,4.38,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,43,4600.58,,0.26,0.29,1.02,6.33,0.08,0.38,0.14,24.56,0.02,212.52,0.97,0,80.64,16.61,7.42,17.41,19.69,29.2,5.17,9.37,11.11,,1.5,13.23,0,643.46,10.13,16.59,4.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,45,4600.75,,0.28,0.37,1.08,6.3,0.06,0.38,0.19,28.15,0.02,212,0.92,0,82.22,19.31,7.86,17.41,21.89,33.8,6.36,5.69,10.24,,2.13,16.17,5.29,680.59,14.34,17.66,3.81,0.79,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,47,4600.92,,0.29,0.47,1.4,6.54,0.06,0.37,0.38,26.12,0.03,210.87,1.03,0,76.62,20.16,7.8,21.14,17.95,31.37,7.2,12.5,11.28,,2.26,22.99,0,601.54,14.52,32.14,3.76,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,50,4601.17,,0.29,0.47,2.23,7.77,0.05,0.35,0.58,22.34,0.06,206.87,1.04,0,68.61,28.04,4.01,16.38,19.81,54.15,7.85,5.74,10.96,,3.7,32.42,13.73,528.36,10.63,59.29,4.82,3.45,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,51,4601.25,,0.26,0.26,0.91,6,0.04,0.39,0.21,27.1,0.02,213.02,0.96,0,81.37,13.83,5.72,14.87,20.27,47.88,5.06,6.84,9.38,,1.98,12.47,5.95,567.11,10.31,18.89,4.1,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,53,4601.42,,0.26,0.24,0.8,6.01,0.05,0.44,0.2,26.69,0.03,214.11,0.95,0,75.96,12.99,5.83,10.82,19.59,35.03,6.81,6.97,10.11,,2.02,24.02,0,587.25,14.18,23.91,4.12,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,55,4601.58,,0.28,0.27,0.6,5.83,0.06,0.61,0.14,29.18,0.01,213.02,0.92,0,81.53,14.51,4.93,19.48,19.1,35.6,3.67,11.21,10.64,,1.76,13.19,0.9,573.22,10.3,17.19,3.41,1.04,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,57,4601.75,,0.27,0.28,0.63,5.79,0.06,0.62,0.15,29.42,0.02,213.55,0.95,0,82.95,13.92,8.54,14.82,20.13,32.16,5.99,5.74,6.59,,1.75,16.44,0,556.01,9.55,13.21,3.37,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,59,4601.92,,0.3,0.42,1.14,6.3,0.07,0.56,0.32,27.88,0.04,208.76,0.98,0,73.58,17.92,6.46,21.89,21.55,61.2,6,12.57,12,,2.51,22.18,5.01,594.71,15.9,30.91,4.01,4.87,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,61,4602.08,,0.27,0.22,0.34,5.4,0.05,0.37,0.09,31.39,0.01,215,0.91,0,88.06,11.24,6.97,13.62,20.33,28.18,3.15,9.72,11.16,,1.43,7.45,4.13,553.8,8.06,3.53,2.6,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,63,4602.25,,0.27,0.23,0.43,5.62,0.05,0.37,0.11,29.62,0.01,214.31,0.92,0,81.92,13.4,6.55,18.03,17.34,25.61,3.36,10.39,9.87,,2.08,12.58,6.97,553.04,10.44,16.06,3.44,3.98,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,65,4602.42,,0.29,0.41,1.32,6.54,0.05,0.45,0.35,27.39,0.04,208.59,1.06,0,70.78,22.26,6.4,13.68,16.64,45.65,5.03,8.17,10.42,,2.05,23.48,0,565.75,14.48,32.39,5.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,67,4602.58,,0.27,0.36,1.4,6.75,0.06,0.37,0.22,24.27,0.03,210.98,0.96,0,75.37,17.49,6.57,13.39,18.38,43.97,6.14,8.75,9.96,,2.49,23.09,2.09,633.92,16.46,30.7,3.82,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,69,4602.75,,0.27,0.31,1.09,6.39,0.05,0.37,0.2,27.25,0.03,211.55,0.97,0,79.26,17.57,6.58,17.52,20.83,46.34,7.35,8.52,10.62,,1.76,17.81,0,638.63,14.05,20.81,3.8,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,71,4602.92,,0.28,0.38,1.23,6.48,0.05,0.37,0.2,26.69,0.03,210.95,0.94,0,77.25,16.73,4.82,19.32,21.26,74.66,6.01,13.16,12.4,,1.83,17.37,0,748.21,13.52,23.71,5.13,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,73,4603.08,,0.26,0.16,0.33,5.1,0.05,0.45,0.11,29.66,0.01,215.95,0.97,0,82.09,5.47,7.88,14.11,19.78,23.65,6.46,3.71,9.71,,1.78,11.8,3.5,647.28,8.31,2.45,2.57,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,75,4603.25,,0.27,0.19,0.33,5.14,0.06,0.53,0.12,29.94,0.01,216.14,0.93,0,82.2,5.95,6.08,19.19,19.87,25.86,3.46,10.23,10.09,,1.64,8.93,4.3,647.75,8.3,0,3.46,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,77,4603.42,,0.26,0.2,0.36,5.16,0.05,0.5,0.09,28.43,0.01,217.09,0.96,0,80.69,4.82,8.29,10.63,19.02,29.44,4.5,7.32,12.22,,1.4,13.36,0,636.02,11.28,2.21,2.69,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,79,4603.58,,0.24,0.11,0.33,5.08,0.05,0.43,0.03,25.53,0.01,218.5,0.92,0,78.24,2.81,6.3,13.19,15.35,25.78,5.73,7,11.11,,2.18,17.15,3.91,630.37,9.77,3.73,3.53,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,81,4603.75,,0.27,0.23,0.28,5.06,0.06,0.69,0.08,30.28,0.01,214.82,0.93,0,83.38,5.36,5.57,14.62,17.73,24.04,3.51,6.97,8.3,,1.48,6.82,5.88,630.81,6.56,3.62,2.26,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,85,4604.08,,0.26,0.1,0.31,5.12,0.05,0.36,0.04,26.94,0.01,216.65,0.92,0,79.53,3.45,7.04,12.32,18.25,27.08,2.85,7.36,7.87,,1.67,12.66,0,581.76,6.57,1.38,3.65,0.17,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,87,4604.25,,0.25,0.12,0.31,5.06,0.06,0.52,0.04,26.16,0.01,217,0.96,0,80.54,4.31,5.21,13.84,20.21,24.09,2.72,7.66,10,,1.62,11.49,0.22,614.79,7.53,0.52,3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,89,4604.42,,0.26,0.21,0.34,5.14,0.07,0.52,0.12,29.13,0.01,217.01,0.94,0,84.69,5.68,7.63,14.21,20.68,23.38,4.35,4.99,7.28,,1.8,14.57,0,653.41,10.69,7.05,2.59,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,91,4604.58,,0.26,0.15,0.42,5.2,0.05,0.44,0.08,26.04,0.01,217.44,0.93,0,78.3,6.09,6.59,19.01,20.77,26.93,3.5,9.26,9.88,,1.81,11.81,4.66,629.44,10.38,6.21,2.95,0.66,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,93,4604.75,,0.27,0.18,0.42,5.24,0.06,0.39,0.14,27.51,0.01,216.5,0.95,0,81.99,5.26,7.59,15.41,17.64,17.56,4.06,9.83,10.21,,1.91,11.99,5.8,624.03,8.93,1.89,3.52,1.63,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,95,4604.92,,0.28,0.14,0.58,5.49,0.04,0.35,0.19,26.35,0.01,216.44,0.97,0,81.17,7.83,7.16,15.79,20.21,15.97,5.02,7.58,10.31,,1.71,20.15,0,645.37,13.22,12.44,3.71,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,1,4606.08,,0.26,0.26,1.12,6.03,0.06,0.35,0.33,25.1,0.02,212.95,1.01,0,75.84,13.99,5.87,23.97,21.36,17.05,3.59,12.92,11.45,,2.53,24.57,2.42,593.64,12.29,25.89,2.89,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,3,4606.25,,0.29,0.54,2.03,7.51,0.14,0.53,0.62,21.47,0.08,202.1,1.4,0,53.44,21.54,2.95,34.08,19.37,15.52,9.87,21.28,12.39,,3.34,33.22,7.94,537.23,14.42,61.13,4.31,5.07,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,5,4606.42,,0.3,0.29,0.79,5.82,0.08,0.52,0.26,24.01,0.03,212.03,1.1,0,76.12,11.46,4.69,23.78,19.95,18.62,6.18,14.7,12.41,,3,31.94,3.59,596.82,13.06,26.99,3.8,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,7,4606.58,,0.25,0.14,0.25,4.95,0.09,0.4,0.07,28.44,0.01,218.01,0.94,0,79.2,4.51,6.34,12.03,21.37,31.26,3.07,5.76,8.17,,1.53,12.18,0,517.67,8.12,4.33,2.77,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,9,4606.75,,0.26,0.17,0.34,5.26,0.05,0.43,0.08,29.85,0.01,216.12,0.9,0,84.81,7.82,6.34,16.71,18.8,16.29,6.17,5.88,10.39,,1.92,15.59,0,532.71,14.03,8.65,3.24,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,11,4606.92,,0.28,0.32,0.82,6,0.09,0.61,0.25,24.3,0.03,211.05,1.03,0,69.66,12.31,7.43,21.76,23.06,16.87,6.51,10.63,11.43,,2.2,17.75,5.33,522.7,13.77,23.69,3.5,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,13,4607.08,,0.27,0.2,0.44,5.66,0.05,0.38,0.15,30.06,0.01,214.91,0.94,0,82.46,13.71,6.53,11.98,18.5,26.33,4.67,2.66,9.59,,2.06,15.96,3.34,584.27,8.14,18.11,3.26,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,15,4607.25,,0.27,0.18,0.48,5.5,0.04,0.36,0.11,27.33,0.01,216.69,0.94,0,83.44,9.79,6.81,13.91,16.81,16.31,2.94,4.44,11.01,,2.25,18.17,0,501.77,8.35,6.64,4.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,17,4607.42,,0.28,0.29,1.13,6.34,0.06,0.46,0.27,20.92,0.04,211.59,1.15,0,65.4,13.58,4.59,18.78,19.3,34.53,7.62,10.34,11.24,,3.19,34.15,4.93,602.29,14.91,46.59,4.41,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,19,4607.58,,0.26,0.2,0.33,5.05,0.06,0.59,0.08,28.19,0.01,215.98,0.96,0,82.9,2.91,6.91,13.65,19.75,26.35,3.9,8.18,11.1,,1.77,12,2.82,643.66,5.8,0,2.19,0.04,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,21,4607.75,,0.27,0.17,0.3,5.07,0.08,0.56,0.06,27.08,0.01,215.5,0.96,0,78.04,3.06,6.23,12.21,19.37,23.73,4.48,7.91,10.14,,1.65,14.15,0,626.93,14.2,5.06,2.79,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,25,4608.08,,0.27,0.18,0.39,5.11,0.05,0.41,0.11,28,0.01,217.64,0.94,0,81.84,5.43,6.85,17,19.97,26.89,4.94,8.32,10.24,,1.45,15.04,0,663.39,12.13,2.97,2.39,0.4,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,27,4608.25,,0.25,0.1,0.4,5.12,0.06,0.43,0.11,26.98,0.01,217.95,0.96,0,80.72,4.85,7.02,20.69,21.48,21.79,5.52,7.43,10.77,,2.34,12.65,14.54,669.42,6.04,0,2.22,0.73,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,29,4608.42,,0.27,0.17,0.53,5.24,0.05,0.39,0.15,27.84,0.02,218.02,0.97,0,77.13,6.81,5.27,13.34,19.81,34.97,5.65,5.67,8.64,,1.6,16.51,0,653.05,11.51,4.8,3.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,31,4608.58,,0.26,0.17,0.43,5.12,0.05,0.36,0.11,27.04,0.01,218.3,0.94,0,78.35,3.57,7.63,18.15,17.91,29.16,3.85,6.1,8.42,,2.02,23.06,0,626.75,15.16,6.2,3.07,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,33,4608.75,,0.25,0.11,0.32,5,0.06,0.38,0.08,27.88,0,217.64,0.96,0,83.28,4.6,6.7,13.62,22.29,28.19,4.15,7.36,10.17,,1.75,18.67,0,595.71,10.61,3.87,2.77,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,35,4608.92,,0.27,0.25,0.28,5.03,0.06,0.49,0.08,31.12,0.01,216.75,0.93,0,82.31,8.57,6.12,11.39,19.65,26.27,3.84,4.35,6.64,,1.9,13.81,0.51,590.86,9.33,1.46,2.67,0.35,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,37,4609.08,,0.26,0.18,0.31,5.07,0.05,0.44,0.09,29.28,0.01,217.03,0.93,0,80.41,4.9,6.84,18.28,20.31,22.95,4.69,6.62,9.41,,1.94,17,0,622.51,10.33,3.98,2.44,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,39,4609.25,,0.26,0.15,0.28,5.06,0.05,0.42,0.05,28.83,0,218.85,0.93,0,82.15,3.76,6.48,16.8,19.32,25.82,3.17,6.16,8.54,,2,16.65,0,543.45,10.26,0,4.37,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,41,4609.42,,0.26,0.09,0.29,5.03,0.05,0.57,0.02,26.95,0.01,218.68,0.94,0,78.77,3.95,6.29,12.34,19.2,33.95,3.69,4.52,7.59,,1.57,14.07,0,603.28,11.43,3.32,3.32,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,43,4609.58,,0.29,0.27,0.3,5.15,0.07,0.62,0.12,31.29,0.01,215.8,0.97,0,86.07,9.69,6.51,11.2,18.87,24.08,4.01,8.41,8.72,,1.51,13.56,0,608.77,8.68,2.33,2.87,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,45,4609.75,,0.28,0.24,0.29,5.11,0.07,1,0.05,27.02,0.01,215.85,0.93,0,83.7,5.4,7.64,16.27,19.81,25.31,3.6,9.57,11.02,,1.76,11.76,2.56,623.2,13.06,1.57,3.52,3.65,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,49,4610.08,,0.25,0.11,0.31,5.16,0.05,0.36,0.09,28.63,0.01,218.81,0.96,0,81.84,7.57,6.58,14.98,17.69,33.88,4.57,4.67,8.64,,1.57,15.26,0,577.45,10.84,4.72,3.02,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,51,4610.25,,0.24,0.07,0.29,5.11,0.05,0.34,0.05,27.3,0,219.23,0.94,0,82.91,3,6.95,10.41,20,35.31,2.89,8.38,10.65,,1.79,8.71,6.35,567.99,7.25,3.82,3.17,1.57,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,53,4610.42,,0.26,0.16,0.28,5.13,0.05,0.37,0.08,29.89,0.01,218.86,0.93,0,84.48,5.16,4.98,14.45,19.02,30.11,5.53,8.51,9.46,,1.76,11.29,2.97,586.05,11.83,1.85,2.75,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,55,4610.58,,0.27,0.17,0.27,5.09,0.07,0.62,0.11,30.98,0.01,216.11,0.93,0,81.45,5.54,6.23,9.75,18.86,24.03,4.05,6.16,9.05,,1.78,17.86,0,616.26,14.6,1.83,3.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,56,4610.67,,0.27,0.23,0.83,5.96,0.05,0.4,0.25,25.44,0.04,214.46,0.99,0,66.23,10.16,5.77,19.74,19.46,48.06,6.07,10.54,11.34,,2.6,26.57,0.84,524.3,11.22,22.51,3.24,0.64,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,57,4610.75,,0.27,0.2,0.39,5.26,0.05,0.74,0.11,28.53,0.01,215.35,0.94,0,83.66,5.72,7.8,15.9,18.39,25.08,3.29,5.16,9.84,,1.55,14.31,0,578.61,9.24,1.48,2.84,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,59,4610.92,,0.26,0.17,0.36,5.24,0.05,0.46,0.07,26.61,0.01,217.36,0.93,0,81.46,6.32,5.86,11.1,21.53,27.92,4.65,8.43,10.24,,1.69,12,0.76,572.91,8.57,7.23,2.48,0.3,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,61,4611.08,,0.29,0.3,0.29,4.91,0.05,0.83,0.06,28.42,0.01,217.31,0.95,0,84.2,3.93,6.71,15.42,21.93,29.75,3.75,6.84,9.13,,1.28,10.74,0,511.91,11.11,5.31,2.76,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,63,4611.25,,0.28,0.23,0.32,4.94,0.05,0.68,0.08,28.71,0.01,219.08,0.96,0,80.25,5.77,6.59,17.02,21.97,37.36,4.19,10.19,9.92,,1.61,9.9,3.4,532.52,7.47,2.74,2.79,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,65,4611.42,,0.27,0.23,0.42,5.1,0.05,0.55,0.12,27.99,0.01,216.96,0.95,0,80.6,4.69,6.15,22.54,21.88,36.4,4.49,7.96,10.97,,1.69,10.82,4.08,527.68,10.77,9.33,2.84,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,73,4612.08,,0.28,0.14,0.41,5.07,0.05,0.72,0.12,28.44,0.01,217.11,0.94,0,80.49,5.5,5.84,13.64,21.93,38.31,3.34,9.13,9.52,,2.31,16.66,5.86,551.72,10.63,7.51,2.99,1.6,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,74,4612.17,,0.3,0.36,1.05,6.03,0.06,0.58,0.34,24.02,0.05,213.13,1.07,0,58.5,10.19,5.87,22.43,22.4,50.25,6.09,7.89,11.09,,2.95,27.63,6.98,477.73,12.74,34.8,3.63,0.15,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,75,4612.25,,0.26,0.13,0.44,5.03,0.05,0.48,0.09,28.01,0.01,217.65,0.96,0,83.76,3.6,6.9,12.26,19.06,28.11,1.82,10.03,9.92,,1.61,6.89,7.28,503.79,7.15,9.08,2.5,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,76,4612.33,,0.39,1.09,1.27,6.16,0.15,4.29,0.4,23.98,0.06,200.55,1.02,0,56.87,17.9,6.43,22.03,23.03,53.66,7.64,10.54,11.5,,3.64,38.11,6.18,441.16,14.28,41.64,4.15,0.8,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,77,4612.42,,0.38,0.82,1.56,6.66,0.11,3.06,0.39,18.05,0.06,205.32,1.09,0,47.7,16.4,4.44,23.89,22.98,56.86,5.93,5.03,9.71,,2.64,35.94,0,404.83,15.65,50.09,3.96,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,79,4612.58,,0.31,0.48,2.57,7.82,0.06,0.84,0.64,19.5,0.11,205.95,1.13,25.48,37.6,20.4,5.65,28.65,19.18,48.64,9.09,13.97,12.39,,3.76,43.02,3.52,399.37,13.13,70.07,4.55,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,81,4612.75,,0.28,0.24,0.39,5.04,0.06,0.72,0.12,28.27,0.01,218.68,0.96,0,78.84,6.37,5.62,16.85,21.57,33.77,4.3,6.36,10.9,,1.18,6.86,0,566.21,5.47,1.64,2.79,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,83,4612.92,,0.29,0.24,0.61,5.45,0.08,0.42,0.25,27.7,0.03,215.02,1,0,73.93,10.36,7.13,18.79,23.32,45.62,5.14,8.42,10.7,,2.31,22.02,1.19,537.89,11.71,26.07,2.85,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,85,4613.08,,0.26,0.24,0.21,4.78,0.05,0.51,0.05,31.23,0.01,216.32,0.94,0,83.77,2.9,6.47,16.79,18.2,26.9,3.12,9.54,10.58,,1.23,8.8,0,478.85,7.36,3.7,3.03,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,87,4613.25,,0.25,0.14,0.31,4.91,0.05,0.38,0.06,28.82,0.01,218.51,0.93,0,82.93,1.44,6.47,10.49,19.05,24.83,4.12,3.63,12.24,,1.73,12.36,0,506.95,11.71,7.18,3.41,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,89,4613.42,,0.26,0.14,0.38,4.97,0.05,0.42,0.07,26.62,0.01,219.83,1,0,80.35,2.35,6.94,16.88,18.1,25.13,5.49,7.15,9.77,,1.71,16.17,0,541.15,9.99,3.26,3.33,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,91,4613.58,,0.26,0.14,0.19,4.89,0.06,0.53,0.02,29.8,0.01,218.49,0.92,0,84.01,3.95,5.58,11.21,18.51,21.43,3.87,3.39,9.71,,1.55,8.48,1.75,524.36,7.81,2.77,2.82,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,93,4613.75,,0.24,0.13,0.18,4.91,0.06,0.4,0,28.09,0.01,217.23,0.95,0,80.54,0,7.08,14.15,16.69,27.62,3.9,6.17,8.87,,1.47,14.45,0,500.4,8.39,1.64,3.19,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4606,B09,95,4613.92,,0.27,0.19,0.25,4.88,0.05,0.4,0.07,31.2,0.01,219.58,0.94,0,84.57,4.21,7.64,13.1,18.21,27.72,5.32,5.91,9.94,,1.72,10.89,4.02,626.05,10.92,6.57,2.76,0.68,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4614,B10,1,4614.08,,0.27,0.12,0.26,4.98,0.05,0.44,0.03,30.32,0.01,218.07,0.92,0,84.17,1.99,7.41,17.09,21.06,35.25,3.57,8.88,11.67,,1.56,10.87,0,555.68,9.63,0.52,2.77,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4614,B10,3,4614.25,,0.26,0.19,0.18,4.91,0.05,0.4,0,30.05,0,217.9,0.91,0,82.76,4.1,6.25,14.86,21.35,26.97,5.12,4.74,13.32,,1.63,8.35,4.04,630.5,5.78,1.28,2.67,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
