Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,Average_UCS_MPa
Public,4008,C04,B07,3,4008.25,572.33
Public,3498,C01,B01,85,3505.08,572
Public,3548,C01,B06,31,3550.58,572
Public,3548,C01,B06,117,3557.75,572
Public,3568,C01,B08,105,3576.75,572
Public,3588,C01,B10,57,3592.75,572
Public,3598,C01,B11,69,3603.75,572
Public,3628,C01,B14,95,3635.92,572
Public,3688,C02,B05,97,3696.08,572
Public,3718,C02,B08,83,3724.92,572
Public,3728,C02,B09,15,3729.25,572
Public,3728,C02,B09,91,3735.58,572
Public,3748,C02,B11,3,3748.25,572
Public,3758,C02,B12,91,3765.58,572
Public,3768,C02,B13,101,3776.42,572
Public,3798,C03,B01,73,3804.08,572
Public,3988,C04,B05,101,3996.42,572
Public,4028,C04,B09,41,4031.42,571.67
Public,3928,C03,B14,53,3932.42,571.33
Public,3548,C01,B06,37,3551.08,571
Public,3588,C01,B10,61,3593.08,571
Public,3588,C01,B10,97,3596.08,571
Public,3598,C01,B11,47,3601.92,571
Public,3608,C01,B12,111,3617.25,571
Public,3618,C01,B13,47,3621.92,571
Public,3638,C01,B15,65,3643.42,571
Public,3638,C01,B15,107,3646.92,571
Public,3648,C02,B01,75,3654.25,571
Public,3688,C02,B05,31,3690.58,571
Public,3718,C02,B08,1,3718.08,571
Public,3738,C02,B10,29,3740.42,571
Public,3808,C03,B02,43,3811.58,571
Public,3808,C03,B02,53,3812.42,571
Public,3808,C03,B02,89,3815.42,571
Public,3988,C04,B05,25,3990.08,570.67
Public,3978,C04,B04,89,3985.42,570.33
Public,3518,C01,B03,37,3521.08,570
Public,3538,C01,B05,29,3540.42,570
Public,3568,C01,B08,79,3574.58,570
Public,3578,C01,B09,5,3578.42,570
Public,3608,C01,B12,81,3614.75,570
Public,3608,C01,B12,113,3617.42,570
Public,3628,C01,B14,17,3629.42,570
Public,3628,C01,B14,29,3630.42,570
Public,3628,C01,B14,69,3633.75,570
Public,3628,C01,B14,101,3636.42,570
Public,3648,C02,B01,95,3655.92,570
Public,3648,C02,B01,97,3656.08,570
Public,3698,C02,B06,45,3701.75,570
Public,3788,C02,B15,29,3790.42,570
Public,3818,C03,B03,115,3827.58,570
Public,3998,C04,B06,47,4001.92,570
Public,3998,C04,B06,91,4005.58,570
Public,4008,C04,B07,35,4010.92,569.67
Public,4008,C04,B07,89,4015.42,569.67
Public,4078,C04,B14,17,4079.42,569.67
Public,3498,C01,B01,97,3506.08,569
Public,3508,C01,B02,37,3511.08,569
Public,3558,C01,B07,117,3567.75,569
Public,3568,C01,B08,107,3576.92,569
Public,3628,C01,B14,43,3631.58,569
Public,3648,C02,B01,33,3650.75,569
Public,3658,C02,B02,23,3659.92,569
Public,3688,C02,B05,57,3692.75,569
Public,3688,C02,B05,93,3695.75,569
Public,3718,C02,B08,85,3725.08,569
Public,3738,C02,B10,85,3745.08,569
Public,3768,C02,B13,51,3772.25,569
Public,3798,C03,B01,49,3802.08,569
Public,3518,C01,B03,33,3520.75,568
Public,3608,C01,B12,47,3611.92,568
Public,3618,C01,B13,11,3618.92,568
Public,3638,C01,B15,39,3641.25,568
Public,3678,C02,B04,3,3678.25,568
Public,3688,C02,B05,5,3688.42,568
Public,3738,C02,B10,11,3738.92,568
Public,3758,C02,B12,39,3761.25,568
Public,3788,C02,B15,63,3793.25,568
Public,3798,C03,B01,21,3799.75,568
Public,3808,C03,B02,21,3809.75,568
Public,3968,C04,B03,51,3972.25,567.67
Public,3998,C04,B06,61,4003.08,567.67
Public,4008,C04,B07,33,4010.75,567.67
Public,3518,C01,B03,85,3525.08,567
Public,3518,C01,B03,93,3525.75,567
Public,3528,C01,B04,57,3532.75,567
Public,3528,C01,B04,71,3533.92,567
Public,3568,C01,B08,91,3575.58,567
Public,3598,C01,B11,59,3602.92,567
Public,3598,C01,B11,71,3603.92,567
Public,3608,C01,B12,35,3610.92,567
Public,3628,C01,B14,11,3628.92,567
Public,3628,C01,B14,61,3633.08,567
Public,3648,C02,B01,11,3648.92,567
Public,3668,C02,B03,61,3673.08,567
Public,3758,C02,B12,31,3760.58,567
Public,3788,C02,B15,17,3789.42,567
Public,3788,C02,B15,83,3794.92,567
Public,3798,C03,B01,3,3798.25,567
Public,3798,C03,B01,95,3805.92,567
Public,3818,C03,B03,47,3821.92,567
Public,4058,C04,B12,103,4066.58,567
Public,3988,C04,B05,15,3989.25,566.33
Public,4048,C04,B11,9,4048.75,566.33
Public,3548,C01,B06,19,3549.58,566
Public,3588,C01,B10,31,3590.58,566
Public,3588,C01,B10,99,3596.25,566
Public,3618,C01,B13,115,3627.58,566
Public,3758,C02,B12,101,3766.42,566
Public,3908,C03,B12,53,3912.42,566
Public,3958,C04,B02,67,3963.58,566
Public,3898,C03,B11,21,3899.75,565.67
Public,4018,C04,B08,13,4019.08,565.67
Public,4018,C04,B08,65,4023.42,565.67
Public,3518,C01,B03,29,3520.42,565
Public,3528,C01,B04,47,3531.92,565
Public,3598,C01,B11,115,3607.58,565
Public,3668,C02,B03,7,3668.58,565
Public,3698,C02,B06,11,3698.92,565
Public,3698,C02,B06,29,3700.42,565
Public,3718,C02,B08,17,3719.42,565
Public,3728,C02,B09,9,3728.75,565
Public,3738,C02,B10,55,3742.58,565
Public,3768,C02,B13,99,3776.25,565
Public,3788,C02,B15,31,3790.58,565
Public,3788,C02,B15,59,3792.92,565
Public,3788,C02,B15,87,3795.25,565
Public,3998,C04,B06,9,3998.75,564.33
Public,4028,C04,B09,119,4037.92,564.33
Public,3568,C01,B08,111,3577.25,564
Public,3578,C01,B09,45,3581.75,564
Public,3578,C01,B09,53,3582.42,564
Public,3578,C01,B09,79,3584.58,564
Public,3668,C02,B03,59,3672.92,564
Public,3708,C02,B07,77,3714.42,564
Public,3508,C01,B02,99,3516.25,563
Public,3528,C01,B04,1,3528.08,563
Public,3558,C01,B07,25,3560.08,563
Public,3618,C01,B13,7,3618.58,563
Public,3618,C01,B13,13,3619.08,563
Public,3628,C01,B14,71,3633.92,563
Public,3668,C02,B03,85,3675.08,563
Public,3718,C02,B08,33,3720.75,563
Public,3718,C02,B08,113,3727.42,563
Public,3748,C02,B11,91,3755.58,563
Public,3768,C02,B13,89,3775.42,563
Public,3778,C02,B14,23,3779.92,563
Public,3788,C02,B15,21,3789.75,563
Public,3968,C04,B03,3,3968.25,563
Public,3908,C03,B12,67,3913.58,562.67
Public,3978,C04,B04,113,3987.42,562.67
Public,3498,C01,B01,95,3505.92,562
Public,3558,C01,B07,91,3565.58,562
Public,3568,C01,B08,77,3574.42,562
Public,3618,C01,B13,81,3624.75,562
Public,3638,C01,B15,55,3642.58,562
Public,3668,C02,B03,63,3673.25,562
Public,3738,C02,B10,1,3738.08,562
Public,3748,C02,B11,19,3749.58,562
Public,3768,C02,B13,103,3776.58,562
Public,3798,C03,B01,63,3803.25,562
Public,3898,C03,B11,41,3901.42,562
Public,4008,C04,B07,21,4009.75,562
Public,4008,C04,B07,39,4011.25,562
Public,4038,C04,B10,51,4042.25,562
Public,4038,C04,B10,9,4038.75,561.67
Public,3968,C04,B03,15,3969.25,561.33
Public,3538,C01,B05,71,3543.92,561
Public,3608,C01,B12,53,3612.42,561
Public,3628,C01,B14,31,3630.58,561
Public,3628,C01,B14,47,3631.92,561
Public,3688,C02,B05,85,3695.08,561
Public,3708,C02,B07,35,3710.92,561
Public,3738,C02,B10,35,3740.92,561
Public,3748,C02,B11,61,3753.08,561
Public,3768,C02,B13,35,3770.92,561
Public,3818,C03,B03,9,3818.75,561
Public,3818,C03,B03,113,3827.42,561
Public,3828,C03,B04,9,3828.75,561
Public,3848,C03,B06,3,3848.25,561
Public,3838,C03,B05,81,3844.75,560.67
Public,3988,C04,B05,43,3991.58,560.67
Public,3978,C04,B04,17,3979.42,560.33
Public,3528,C01,B04,105,3536.75,560
Public,3558,C01,B07,33,3560.75,560
Public,3568,C01,B08,35,3570.92,560
Public,3568,C01,B08,119,3577.92,560
Public,3588,C01,B10,83,3594.92,560
Public,3648,C02,B01,111,3657.25,560
Public,3668,C02,B03,73,3674.08,560
Public,3758,C02,B12,13,3759.08,560
Public,3768,C02,B13,17,3769.42,560
Public,3788,C02,B15,89,3795.42,560
Public,3788,C02,B15,105,3796.75,560
Public,3798,C03,B01,11,3798.92,560
Public,3908,C03,B12,25,3910.08,560
Public,3908,C03,B12,115,3917.58,560
Public,3908,C03,B12,11,3908.92,559.67
Public,3998,C04,B06,57,4002.75,559.33
Public,4038,C04,B10,59,4042.92,559.33
Public,3558,C01,B07,23,3559.92,559
Public,3568,C01,B08,83,3574.92,559
Public,3598,C01,B11,1,3598.08,559
Public,3598,C01,B11,101,3606.42,559
Public,3618,C01,B13,89,3625.42,559
Public,3678,C02,B04,5,3678.42,559
Public,3698,C02,B06,61,3703.08,559
Public,3808,C03,B02,27,3810.25,559
Public,4008,C04,B07,15,4009.25,559
Public,3908,C03,B12,105,3916.75,558.67
Public,4008,C04,B07,85,4015.08,558.33
Public,3538,C01,B05,79,3544.58,558
Public,3548,C01,B06,107,3556.92,558
Public,3628,C01,B14,45,3631.75,558
Public,3648,C02,B01,93,3655.75,558
Public,3678,C02,B04,43,3681.58,558
Public,3738,C02,B10,45,3741.75,558
Public,3738,C02,B10,75,3744.25,558
Public,3758,C02,B12,93,3765.75,558
Public,3768,C02,B13,117,3777.75,558
Public,3778,C02,B14,81,3784.75,558
Public,3808,C03,B02,33,3810.75,558
Public,3818,C03,B03,13,3819.08,558
Public,3838,C03,B05,25,3840.08,557.67
Public,3938,C03,B15,103,3946.58,557.67
Public,4018,C04,B08,39,4021.25,557.33
Public,3558,C01,B07,75,3564.25,557
Public,3578,C01,B09,21,3579.75,557
Public,3588,C01,B10,17,3589.42,557
Public,3678,C02,B04,113,3687.42,557
Public,3708,C02,B07,55,3712.58,557
Public,3718,C02,B08,21,3719.75,557
Public,3718,C02,B08,75,3724.25,557
Public,3718,C02,B08,115,3727.58,557
Public,3768,C02,B13,55,3772.58,557
Public,3778,C02,B14,19,3779.58,557
Public,3788,C02,B15,67,3793.58,557
Public,3798,C03,B01,15,3799.25,557
Public,3818,C03,B03,99,3826.25,557
Public,4008,C04,B07,87,4015.25,557
Public,4018,C04,B08,67,4023.58,556.67
Public,3938,C03,B15,109,3947.08,556.33
Public,3978,C04,B04,119,3987.92,556.33
Public,3998,C04,B06,19,3999.58,556.33
Public,4028,C04,B09,23,4029.92,556.33
Public,3498,C01,B01,73,3504.08,556
Public,3568,C01,B08,41,3571.42,556
Public,3578,C01,B09,69,3583.75,556
Public,3578,C01,B09,113,3587.42,556
Public,3608,C01,B12,13,3609.08,556
Public,3618,C01,B13,97,3626.08,556
Public,3638,C01,B15,71,3643.92,556
Public,3648,C02,B01,3,3648.25,556
Public,3658,C02,B02,115,3667.58,556
Public,3678,C02,B04,111,3687.25,556
Public,3718,C02,B08,35,3720.92,556
Public,3738,C02,B10,47,3741.92,556
Public,3748,C02,B11,77,3754.42,556
Public,3778,C02,B14,69,3783.75,556
Public,3798,C03,B01,115,3807.58,556
Public,3938,C03,B15,87,3945.25,556
Public,4048,C04,B11,7,4048.58,556
Public,3828,C03,B04,11,3828.92,555.67
Public,3948,C04,B01,7,3948.58,555.67
Public,4038,C04,B10,45,4041.75,555.67
Public,3548,C01,B06,25,3550.08,555
Public,3558,C01,B07,73,3564.08,555
Public,3598,C01,B11,67,3603.58,555
Public,3618,C01,B13,109,3627.08,555
Public,3628,C01,B14,83,3634.92,555
Public,3638,C01,B15,103,3646.58,555
Public,3648,C02,B01,59,3652.92,555
Public,3738,C02,B10,87,3745.25,555
Public,3748,C02,B11,67,3753.58,555
Public,3808,C03,B02,3,3808.25,555
Public,3818,C03,B03,29,3820.42,555
Public,3818,C03,B03,79,3824.58,555
Public,3828,C03,B04,29,3830.42,555
Public,3838,C03,B05,23,3839.92,554.67
Public,3918,C03,B13,45,3921.75,554.67
Public,3828,C03,B04,69,3833.75,554.33
Public,3918,C03,B13,21,3919.75,554.33
Public,3508,C01,B02,95,3515.92,554
Public,3538,C01,B05,117,3547.75,554
Public,3568,C01,B08,53,3572.42,554
Public,3578,C01,B09,87,3585.25,554
Public,3668,C02,B03,15,3669.25,554
Public,3668,C02,B03,83,3674.92,554
Public,3728,C02,B09,11,3728.92,554
Public,3748,C02,B11,63,3753.25,554
Public,3748,C02,B11,79,3754.58,554
Public,3758,C02,B12,97,3766.08,554
Public,3788,C02,B15,61,3793.08,554
Public,3798,C03,B01,97,3806.08,554
Public,3848,C03,B06,109,3857.08,554
Public,3848,C03,B06,7,3848.58,553.67
Public,3918,C03,B13,47,3921.92,553.33
Public,3568,C01,B08,9,3568.75,553
Public,3568,C01,B08,43,3571.58,553
Public,3588,C01,B10,115,3597.58,553
Public,3598,C01,B11,87,3605.25,553
Public,3608,C01,B12,5,3608.42,553
Public,3628,C01,B14,113,3637.42,553
Public,3638,C01,B15,83,3644.92,553
Public,3658,C02,B02,13,3659.08,553
Public,3688,C02,B05,25,3690.08,553
Public,3708,C02,B07,59,3712.92,553
Public,3748,C02,B11,53,3752.42,553
Public,3768,C02,B13,93,3775.75,553
Public,3788,C02,B15,19,3789.58,553
Public,3788,C02,B15,25,3790.08,553
Public,3808,C03,B02,115,3817.58,553
Public,3968,C04,B03,93,3975.75,553
Public,3978,C04,B04,47,3981.92,553
Public,4038,C04,B10,57,4042.75,553
Public,3828,C03,B04,97,3836.08,552.67
Public,3988,C04,B05,51,3992.25,552.67
Public,3498,C01,B01,63,3503.25,552
Public,3528,C01,B04,55,3532.58,552
Public,3558,C01,B07,45,3561.75,552
Public,3598,C01,B11,89,3605.42,552
Public,3688,C02,B05,105,3696.75,552
Public,3728,C02,B09,87,3735.25,552
Public,3768,C02,B13,81,3774.75,552
Public,3768,C02,B13,87,3775.25,552
Public,3798,C03,B01,19,3799.58,552
Public,3798,C03,B01,45,3801.75,552
Public,3798,C03,B01,65,3803.42,552
Public,3818,C03,B03,83,3824.92,552
Public,3828,C03,B04,5,3828.42,551.67
Public,4058,C04,B12,89,4065.42,551.67
Public,3888,C03,B10,25,3890.08,551.33
Public,3898,C03,B11,31,3900.58,551.33
Public,3528,C01,B04,75,3534.25,551
Public,3558,C01,B07,111,3567.25,551
Public,3608,C01,B12,85,3615.08,551
Public,3628,C01,B14,13,3629.08,551
Public,3648,C02,B01,87,3655.25,551
Public,3658,C02,B02,81,3664.75,551
Public,3668,C02,B03,9,3668.75,551
Public,3728,C02,B09,47,3731.92,551
Public,3728,C02,B09,51,3732.25,551
Public,3738,C02,B10,91,3745.58,551
Public,3748,C02,B11,39,3751.25,551
Public,3768,C02,B13,105,3776.75,551
Public,3778,C02,B14,117,3787.75,551
Public,3798,C03,B01,81,3804.75,551
Public,3818,C03,B03,51,3822.25,551
Public,3818,C03,B03,105,3826.75,551
Public,4078,C04,B14,7,4078.58,551
Public,3918,C03,B13,111,3927.25,550.67
Public,4018,C04,B08,37,4021.08,550.67
Public,4018,C04,B08,47,4021.92,550.67
Public,3858,C03,B07,47,3861.92,550.33
Public,3908,C03,B12,73,3914.08,550.33
Public,3968,C04,B03,87,3975.25,550.33
Public,3498,C01,B01,19,3499.58,550
Public,3538,C01,B05,3,3538.25,550
Public,3568,C01,B08,103,3576.58,550
Public,3598,C01,B11,83,3604.92,550
Public,3638,C01,B15,7,3638.58,550
Public,3638,C01,B15,79,3644.58,550
Public,3648,C02,B01,107,3656.92,550
Public,3698,C02,B06,37,3701.08,550
Public,3708,C02,B07,63,3713.25,550
Public,3718,C02,B08,87,3725.25,550
Public,3738,C02,B10,37,3741.08,550
Public,3738,C02,B10,119,3747.92,550
Public,3778,C02,B14,77,3784.42,550
Public,3828,C03,B04,45,3831.75,550
Public,3948,C04,B01,117,3957.75,550
Public,3888,C03,B10,29,3890.42,549.67
Public,3898,C03,B11,39,3901.25,549.67
Public,3908,C03,B12,51,3912.25,549.67
Public,3928,C03,B14,105,3936.75,549.67
Public,3988,C04,B05,37,3991.08,549.67
Public,3988,C04,B05,119,3997.92,549.67
Public,3998,C04,B06,59,4002.92,549.67
Public,3998,C04,B06,97,4006.08,549.67
Public,4008,C04,B07,77,4014.42,549.67
Public,4038,C04,B10,55,4042.58,549.67
Public,4048,C04,B11,47,4051.92,549.67
Public,3998,C04,B06,63,4003.25,549.33
Public,3518,C01,B03,97,3526.08,549
Public,3518,C01,B03,117,3527.75,549
Public,3538,C01,B05,23,3539.92,549
Public,3548,C01,B06,21,3549.75,549
Public,3548,C01,B06,115,3557.58,549
Public,3568,C01,B08,45,3571.75,549
Public,3648,C02,B01,23,3649.92,549
Public,3648,C02,B01,119,3657.92,549
Public,3688,C02,B05,27,3690.25,549
Public,3728,C02,B09,105,3736.75,549
Public,3728,C02,B09,111,3737.25,549
Public,3738,C02,B10,73,3744.08,549
Public,3748,C02,B11,105,3756.75,549
Public,3758,C02,B12,57,3762.75,549
Public,3758,C02,B12,109,3767.08,549
Public,3778,C02,B14,55,3782.58,549
Public,3928,C03,B14,93,3935.75,548.33
Public,3938,C03,B15,17,3939.42,548.33
Public,3558,C01,B07,21,3559.75,548
Public,3558,C01,B07,47,3561.92,548
Public,3588,C01,B10,75,3594.25,548
Public,3608,C01,B12,25,3610.08,548
Public,3668,C02,B03,35,3670.92,548
Public,3678,C02,B04,105,3686.75,548
Public,3688,C02,B05,79,3694.58,548
Public,3708,C02,B07,1,3708.08,548
Public,3738,C02,B10,61,3743.08,548
Public,3748,C02,B11,35,3750.92,548
Public,3768,C02,B13,57,3772.75,548
Public,4008,C04,B07,9,4008.75,548
Public,4028,C04,B09,13,4029.08,548
Public,4028,C04,B09,79,4034.58,548
Public,3908,C03,B12,41,3911.42,547.67
Public,3918,C03,B13,41,3921.42,547.67
Public,4008,C04,B07,59,4012.92,547.67
Public,4028,C04,B09,113,4037.42,547.67
Public,3988,C04,B05,71,3993.92,547.33
Public,3498,C01,B01,79,3504.58,547
Public,3528,C01,B04,43,3531.58,547
Public,3528,C01,B04,53,3532.42,547
Public,3598,C01,B11,77,3604.42,547
Public,3638,C01,B15,43,3641.58,547
Public,3688,C02,B05,13,3689.08,547
Public,3698,C02,B06,7,3698.58,547
Public,3718,C02,B08,67,3723.58,547
Public,3728,C02,B09,17,3729.42,547
Public,3758,C02,B12,51,3762.25,547
Public,3778,C02,B14,79,3784.58,547
Public,3838,C03,B05,109,3847.08,547
Public,3898,C03,B11,119,3907.92,547
Public,3988,C04,B05,45,3991.75,547
Public,4038,C04,B10,11,4038.92,547
Public,3838,C03,B05,113,3847.42,546.67
Public,3898,C03,B11,69,3903.75,546.67
Public,3988,C04,B05,47,3991.92,546.67
Public,3548,C01,B06,53,3552.42,546
Public,3548,C01,B06,65,3553.42,546
Public,3558,C01,B07,41,3561.42,546
Public,3588,C01,B10,43,3591.58,546
Public,3608,C01,B12,19,3609.58,546
Public,3668,C02,B03,5,3668.42,546
Public,3688,C02,B05,103,3696.58,546
Public,3698,C02,B06,23,3699.92,546
Public,3708,C02,B07,67,3713.58,546
Public,3708,C02,B07,83,3714.92,546
Public,3758,C02,B12,29,3760.42,546
Public,3758,C02,B12,35,3760.92,546
Public,3768,C02,B13,61,3773.08,546
Public,3918,C03,B13,75,3924.25,546
Public,3928,C03,B14,11,3928.92,546
Public,3978,C04,B04,99,3986.25,546
Public,3988,C04,B05,17,3989.42,546
Public,3988,C04,B05,79,3994.58,546
Public,4028,C04,B09,81,4034.75,546
Public,3918,C03,B13,115,3927.58,545.67
Public,3928,C03,B14,5,3928.42,545.33
Public,4028,C04,B09,35,4030.92,545.33
Public,4038,C04,B10,71,4043.92,545.33
Public,3498,C01,B01,59,3502.92,545
Public,3548,C01,B06,93,3555.75,545
Public,3568,C01,B08,87,3575.25,545
Public,3608,C01,B12,67,3613.58,545
Public,3668,C02,B03,47,3671.92,545
Public,3698,C02,B06,49,3702.08,545
Public,3698,C02,B06,101,3706.42,545
Public,3898,C03,B11,71,3903.92,545
Public,4028,C04,B09,117,4037.75,545
Public,3878,C03,B09,117,3887.75,544.67
Public,3968,C04,B03,39,3971.25,544.67
Public,3918,C03,B13,13,3919.08,544.33
Public,3958,C04,B02,99,3966.25,544.33
Public,3978,C04,B04,39,3981.25,544.33
Public,4038,C04,B10,41,4041.42,544.33
Public,3728,C02,B09,25,3730.08,544
Public,3748,C02,B11,43,3751.58,544
Public,3748,C02,B11,69,3753.75,544
Public,3798,C03,B01,5,3798.42,544
Public,3798,C03,B01,57,3802.75,544
Public,3968,C04,B03,11,3968.92,544
Public,4038,C04,B10,43,4041.58,544
Public,4078,C04,B14,13,4079.08,544
Public,3848,C03,B06,111,3857.25,543.67
Public,4008,C04,B07,69,4013.75,543.67
Public,4018,C04,B08,59,4022.92,543.67
Public,3968,C04,B03,113,3977.42,543.33
Public,3538,C01,B05,31,3540.58,543
Public,3568,C01,B08,57,3572.75,543
Public,3588,C01,B10,73,3594.08,543
Public,3608,C01,B12,107,3616.92,543
Public,3708,C02,B07,85,3715.08,543
Public,3718,C02,B08,23,3719.92,543
Public,3768,C02,B13,53,3772.42,543
Public,3778,C02,B14,11,3778.92,543
Public,3778,C02,B14,35,3780.92,543
Public,3788,C02,B15,65,3793.42,543
Public,3818,C03,B03,39,3821.25,543
Public,3898,C03,B11,57,3902.75,543
Public,3968,C04,B03,73,3974.08,542.67
Public,4018,C04,B08,101,4026.42,542.33
Public,3558,C01,B07,55,3562.58,542
Public,3558,C01,B07,113,3567.42,542
Public,3568,C01,B08,69,3573.75,542
Public,3618,C01,B13,31,3620.58,542
Public,3628,C01,B14,87,3635.25,542
Public,3708,C02,B07,49,3712.08,542
Public,3818,C03,B03,55,3822.58,542
Public,3898,C03,B11,115,3907.58,542
Public,4018,C04,B08,17,4019.42,542
Public,4018,C04,B08,92,4025.67,542
Public,3908,C03,B12,65,3913.42,541.67
Public,4028,C04,B09,99,4036.25,541.67
Public,4058,C04,B12,43,4061.58,541.67
Public,3908,C03,B12,97,3916.08,541.33
Public,3908,C03,B12,99,3916.25,541.33
Public,3938,C03,B15,119,3947.92,541.33
Public,3518,C01,B03,69,3523.75,541
Public,3558,C01,B07,59,3562.92,541
Public,3578,C01,B09,71,3583.92,541
Public,3658,C02,B02,119,3667.92,541
Public,3678,C02,B04,21,3679.75,541
Public,3708,C02,B07,19,3709.58,541
Public,3708,C02,B07,65,3713.42,541
Public,3748,C02,B11,23,3749.92,541
Public,3748,C02,B11,31,3750.58,541
Public,3778,C02,B14,5,3778.42,541
Public,3778,C02,B14,95,3785.92,541
Public,3808,C03,B02,59,3812.92,541
Public,3858,C03,B07,113,3867.42,541
Public,3908,C03,B12,31,3910.58,541
Public,3928,C03,B14,9,3928.75,541
Public,4008,C04,B07,17,4009.42,540.67
Public,4018,C04,B08,79,4024.58,540.67
Public,3828,C03,B04,17,3829.42,540.33
Public,3918,C03,B13,55,3922.58,540.33
Public,4018,C04,B08,7,4018.58,540.33
Public,3608,C01,B12,15,3609.25,540
Public,3628,C01,B14,65,3633.42,540
Public,3648,C02,B01,57,3652.75,540
Public,3698,C02,B06,109,3707.08,540
Public,3788,C02,B15,41,3791.42,540
Public,3798,C03,B01,55,3802.58,540
Public,3808,C03,B02,99,3816.25,540
Public,3998,C04,B06,45,4001.75,540
Public,3998,C04,B06,109,4007.08,539.67
Public,3828,C03,B04,95,3835.92,539.33
Public,4018,C04,B08,77,4024.42,539.33
Public,3588,C01,B10,79,3594.58,539
Public,3608,C01,B12,73,3614.08,539
Public,3708,C02,B07,53,3712.42,539
Public,3718,C02,B08,101,3726.42,539
Public,3768,C02,B13,113,3777.42,539
Public,3788,C02,B15,91,3795.58,539
Public,3788,C02,B15,115,3797.58,539
Public,3808,C03,B02,109,3817.08,539
Public,3918,C03,B13,77,3924.42,539
Public,3908,C03,B12,71,3913.92,538.67
Public,3918,C03,B13,15,3919.25,538.67
Public,3498,C01,B01,5,3498.42,538
Public,3548,C01,B06,99,3556.25,538
Public,3838,C03,B05,115,3847.58,538
Public,4008,C04,B07,79,4014.58,538
Public,3568,C01,B08,39,3571.25,537
Public,3618,C01,B13,55,3622.58,537
Public,3678,C02,B04,97,3686.08,537
Public,3698,C02,B06,33,3700.75,537
Public,3698,C02,B06,47,3701.92,537
Public,3738,C02,B10,113,3747.42,537
Public,3818,C03,B03,33,3820.75,537
Public,3968,C04,B03,23,3969.92,537
Public,3908,C03,B12,27,3910.25,536.67
Public,3908,C03,B12,63,3913.25,536.67
Public,3968,C04,B03,37,3971.08,536.67
Public,3988,C04,B05,19,3989.58,536.67
Public,3988,C04,B05,33,3990.75,536.67
Public,3938,C03,B15,95,3945.92,536.33
Public,3978,C04,B04,35,3980.92,536.33
Public,3498,C01,B01,61,3503.08,536
Public,3558,C01,B07,65,3563.42,536
Public,3618,C01,B13,87,3625.25,536
Public,3638,C01,B15,29,3640.42,536
Public,3658,C02,B02,9,3658.75,536
Public,3688,C02,B05,45,3691.75,536
Public,3708,C02,B07,69,3713.75,536
Public,3718,C02,B08,41,3721.42,536
Public,3718,C02,B08,49,3722.08,536
Public,3728,C02,B09,1,3728.08,536
Public,3758,C02,B12,41,3761.42,536
Public,3758,C02,B12,45,3761.75,536
Public,3778,C02,B14,59,3782.92,536
Public,3918,C03,B13,119,3927.92,536
Public,3998,C04,B06,79,4004.58,535.67
Public,3528,C01,B04,69,3533.75,535
Public,3588,C01,B10,71,3593.92,535
Public,3598,C01,B11,31,3600.58,535
Public,3628,C01,B14,41,3631.42,535
Public,3758,C02,B12,5,3758.42,535
Public,3758,C02,B12,33,3760.75,535
Public,3768,C02,B13,75,3774.25,535
Public,3778,C02,B14,75,3784.25,535
Public,3788,C02,B15,81,3794.75,535
Public,3788,C02,B15,97,3796.08,535
Public,3838,C03,B05,103,3846.58,535
Public,3858,C03,B07,49,3862.08,535
Public,3908,C03,B12,37,3911.08,534.67
Public,4018,C04,B08,29,4020.42,534.67
Public,4028,C04,B09,29,4030.42,534.67
Public,4038,C04,B10,17,4039.42,534.33
Public,3498,C01,B01,87,3505.25,534
Public,3788,C02,B15,57,3792.75,534
Public,3798,C03,B01,23,3799.92,534
Public,3798,C03,B01,85,3805.08,534
Public,3848,C03,B06,51,3852.25,534
Public,3888,C03,B10,73,3894.08,534
Public,3988,C04,B05,99,3996.25,534
Public,4018,C04,B08,63,4023.25,534
Public,3908,C03,B12,79,3914.58,533.67
Public,3978,C04,B04,73,3984.08,533.67
Public,3998,C04,B06,85,4005.08,533.33
Public,4008,C04,B07,19,4009.58,533.33
Public,4018,C04,B08,119,4027.92,533.33
Public,3498,C01,B01,103,3506.58,533
Public,3558,C01,B07,49,3562.08,533
Public,3608,C01,B12,83,3614.92,533
Public,3648,C02,B01,15,3649.25,533
Public,3718,C02,B08,103,3726.58,533
Public,3798,C03,B01,7,3798.58,533
Public,3798,C03,B01,9,3798.75,533
Public,3798,C03,B01,67,3803.58,533
Public,3838,C03,B05,107,3846.92,532.67
Public,3958,C04,B02,89,3965.42,532.67
Public,3968,C04,B03,25,3970.08,532.67
Public,3978,C04,B04,71,3983.92,532.67
Public,3988,C04,B05,95,3995.92,532.67
Public,3998,C04,B06,1,3998.08,532.67
Public,4028,C04,B09,5,4028.42,532.67
Public,4018,C04,B08,35,4020.92,532.33
Public,3518,C01,B03,111,3527.25,532
Public,3568,C01,B08,3,3568.25,532
Public,3638,C01,B15,105,3646.75,532
Public,3748,C02,B11,45,3751.75,532
Public,3998,C04,B06,21,3999.75,532
Public,4028,C04,B09,105,4036.75,531.67
Public,3928,C03,B14,31,3930.58,531.33
Public,3558,C01,B07,103,3566.58,531
Public,3638,C01,B15,77,3644.42,531
Public,3688,C02,B05,3,3688.25,531
Public,3708,C02,B07,43,3711.58,531
Public,3738,C02,B10,27,3740.25,531
