Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,Average_UCS_MPa
Public,3748,C02,B11,25,3750.08,531
Public,3778,C02,B14,73,3784.08,531
Public,3798,C03,B01,61,3803.08,531
Public,3818,C03,B03,1,3818.08,531
Public,3918,C03,B13,1,3918.08,531
Public,3988,C04,B05,77,3994.42,531
Public,3978,C04,B04,55,3982.58,530.67
Public,4018,C04,B08,55,4022.58,530.67
Public,3898,C03,B11,23,3899.92,530.33
Public,3528,C01,B04,103,3536.58,530
Public,3668,C02,B03,17,3669.42,530
Public,3668,C02,B03,25,3670.08,530
Public,3698,C02,B06,15,3699.25,530
Public,3748,C02,B11,59,3752.92,530
Public,3748,C02,B11,65,3753.42,530
Public,3748,C02,B11,71,3753.92,530
Public,3758,C02,B12,105,3766.75,530
Public,3778,C02,B14,7,3778.58,530
Public,3778,C02,B14,63,3783.25,530
Public,3778,C02,B14,111,3787.25,530
Public,3808,C03,B02,25,3810.08,530
Public,3808,C03,B02,35,3810.92,530
Public,3818,C03,B03,109,3827.08,530
Public,3978,C04,B04,33,3980.75,530
Public,3998,C04,B06,11,3998.92,529.67
Public,3628,C01,B14,35,3630.92,529
Public,3658,C02,B02,83,3664.92,529
Public,3688,C02,B05,63,3693.25,529
Public,3758,C02,B12,3,3758.25,529
Public,3768,C02,B13,91,3775.58,529
Public,3798,C03,B01,59,3802.92,529
Public,3978,C04,B04,27,3980.25,529
Public,3868,C03,B08,31,3870.58,528.67
Public,3988,C04,B05,21,3989.75,528.67
Public,3858,C03,B07,101,3866.42,528.33
Public,3888,C03,B10,79,3894.58,528.33
Public,3898,C03,B11,83,3904.92,528.33
Public,3508,C01,B02,43,3511.58,528
Public,3528,C01,B04,87,3535.25,528
Public,3548,C01,B06,67,3553.58,528
Public,3638,C01,B15,81,3644.75,528
Public,3668,C02,B03,81,3674.75,528
Public,3698,C02,B06,13,3699.08,528
Public,3718,C02,B08,105,3726.75,528
Public,3758,C02,B12,43,3761.58,528
Public,3758,C02,B12,63,3763.25,528
Public,3768,C02,B13,19,3769.58,528
Public,3768,C02,B13,49,3772.08,528
Public,3778,C02,B14,37,3781.08,528
Public,3778,C02,B14,99,3786.25,528
Public,3778,C02,B14,109,3787.08,528
Public,3808,C03,B02,23,3809.92,528
Public,3818,C03,B03,23,3819.92,528
Public,3898,C03,B11,93,3905.75,528
Public,3908,C03,B12,69,3913.75,528
Public,3958,C04,B02,61,3963.08,528
Public,3958,C04,B02,59,3962.92,527.67
Public,3928,C03,B14,113,3937.42,527.33
Public,3978,C04,B04,45,3981.75,527.33
Public,3988,C04,B05,41,3991.42,527.33
Public,3518,C01,B03,25,3520.08,527
Public,3558,C01,B07,81,3564.75,527
Public,3568,C01,B08,55,3572.58,527
Public,3618,C01,B13,39,3621.25,527
Public,3628,C01,B14,7,3628.58,527
Public,3628,C01,B14,37,3631.08,527
Public,3698,C02,B06,55,3702.58,527
Public,3778,C02,B14,21,3779.75,527
Public,3778,C02,B14,107,3786.92,527
Public,3808,C03,B02,1,3808.08,527
Public,3848,C03,B06,5,3848.42,527
Public,3858,C03,B07,103,3866.58,527
Public,3988,C04,B05,53,3992.42,527
Public,4028,C04,B09,33,4030.75,527
Public,3858,C03,B07,51,3862.25,526.67
Public,3878,C03,B09,67,3883.58,526.67
Public,3518,C01,B03,113,3527.42,526
Public,3578,C01,B09,91,3585.58,526
Public,3678,C02,B04,59,3682.92,526
Public,3718,C02,B08,97,3726.08,526
Public,3728,C02,B09,3,3728.25,526
Public,3758,C02,B12,99,3766.25,526
Public,3778,C02,B14,43,3781.58,526
Public,3918,C03,B13,7,3918.58,526
Public,3918,C03,B13,85,3925.08,525.67
Public,3898,C03,B11,75,3904.25,525.33
Public,3918,C03,B13,89,3925.42,525.33
Public,3958,C04,B02,53,3962.42,525.33
Public,3988,C04,B05,55,3992.58,525.33
Public,3548,C01,B06,23,3549.92,525
Public,3598,C01,B11,7,3598.58,525
Public,3748,C02,B11,51,3752.25,525
Public,3758,C02,B12,23,3759.92,525
Public,3808,C03,B02,45,3811.75,525
Public,3818,C03,B03,27,3820.25,525
Public,3818,C03,B03,45,3821.75,525
Public,3888,C03,B10,101,3896.42,525
Public,3878,C03,B09,119,3887.92,524.33
Public,3998,C04,B06,89,4005.42,524.33
Public,3608,C01,B12,9,3608.75,524
Public,3608,C01,B12,31,3610.58,524
Public,3608,C01,B12,75,3614.25,524
Public,3648,C02,B01,71,3653.92,524
Public,3668,C02,B03,79,3674.58,524
Public,3768,C02,B13,69,3773.75,524
Public,3768,C02,B13,79,3774.58,524
Public,3818,C03,B03,15,3819.25,524
Public,3908,C03,B12,75,3914.25,524
Public,3928,C03,B14,55,3932.58,524
Public,3978,C04,B04,15,3979.25,524
Public,3998,C04,B06,55,4002.58,524
Public,3848,C03,B06,59,3852.92,523.67
Public,3908,C03,B12,107,3916.92,523.33
Public,3948,C04,B01,27,3950.25,523.33
Public,3978,C04,B04,19,3979.58,523.33
Public,3648,C02,B01,9,3648.75,523
Public,3658,C02,B02,65,3663.42,523
Public,3668,C02,B03,1,3668.08,523
Public,3698,C02,B06,51,3702.25,523
Public,3708,C02,B07,41,3711.42,523
Public,3788,C02,B15,107,3796.92,523
Public,3798,C03,B01,89,3805.42,523
Public,3808,C03,B02,75,3814.25,523
Public,3808,C03,B02,87,3815.25,523
Public,3848,C03,B06,55,3852.58,523
Public,3918,C03,B13,25,3920.08,523
Public,3948,C04,B01,37,3951.08,523
Public,3848,C03,B06,63,3853.25,522.67
Public,3908,C03,B12,113,3917.42,522.67
Public,3958,C04,B02,81,3964.75,522.67
Public,3998,C04,B06,67,4003.58,522.67
Public,4028,C04,B09,107,4036.92,522.33
Public,3518,C01,B03,95,3525.92,522
Public,3558,C01,B07,53,3562.42,522
Public,3688,C02,B05,9,3688.75,522
Public,3688,C02,B05,61,3693.08,522
Public,3688,C02,B05,75,3694.25,522
Public,3748,C02,B11,9,3748.75,522
Public,3858,C03,B07,31,3860.58,522
Public,3918,C03,B13,57,3922.75,522
Public,3938,C03,B15,39,3941.25,522
Public,3918,C03,B13,49,3922.08,521.67
Public,3868,C03,B08,45,3871.75,521.33
Public,3908,C03,B12,61,3913.08,521.33
Public,3528,C01,B04,77,3534.42,521
Public,3598,C01,B11,81,3604.75,521
Public,3668,C02,B03,91,3675.58,521
Public,3698,C02,B06,57,3702.75,521
Public,3718,C02,B08,99,3726.25,521
Public,3738,C02,B10,103,3746.58,521
Public,3748,C02,B11,7,3748.58,521
Public,3778,C02,B14,33,3780.75,521
Public,4028,C04,B09,109,4037.08,521
Public,3888,C03,B10,89,3895.42,520.67
Public,3888,C03,B10,105,3896.75,520.67
Public,3978,C04,B04,85,3985.08,520.67
Public,3848,C03,B06,61,3853.08,520.33
Public,3898,C03,B11,49,3902.08,520.33
Public,3908,C03,B12,7,3908.58,520.33
Public,3998,C04,B06,25,4000.08,520.33
Public,3568,C01,B08,15,3569.25,520
Public,3688,C02,B05,15,3689.25,520
Public,3688,C02,B05,99,3696.25,520
Public,3698,C02,B06,17,3699.42,520
Public,3738,C02,B10,31,3740.58,520
Public,3758,C02,B12,37,3761.08,520
Public,3778,C02,B14,89,3785.42,520
Public,3798,C03,B01,91,3805.58,520
Public,3858,C03,B07,9,3858.75,520
Public,3898,C03,B11,97,3906.08,520
Public,3928,C03,B14,49,3932.08,520
Public,3908,C03,B12,59,3912.92,519.67
Public,3918,C03,B13,97,3926.08,519.67
Public,3978,C04,B04,69,3983.75,519.67
Public,3938,C03,B15,15,3939.25,519.33
Public,3968,C04,B03,105,3976.75,519.33
Public,3988,C04,B05,103,3996.58,519.33
Public,3658,C02,B02,59,3662.92,519
Public,3658,C02,B02,91,3665.58,519
Public,3718,C02,B08,37,3721.08,519
Public,3728,C02,B09,57,3732.75,519
Public,3758,C02,B12,21,3759.75,519
Public,3778,C02,B14,25,3780.08,519
Public,3798,C03,B01,1,3798.08,519
Public,3808,C03,B02,11,3808.92,519
Public,3918,C03,B13,91,3925.58,519
Public,4008,C04,B07,13,4009.08,519
Public,4028,C04,B09,87,4035.25,519
Public,3858,C03,B07,7,3858.58,518.67
Public,3908,C03,B12,93,3915.75,518.67
Public,3968,C04,B03,17,3969.42,518.67
Public,4038,C04,B10,47,4041.92,518.33
Public,3518,C01,B03,39,3521.25,518
Public,3548,C01,B06,63,3553.25,518
Public,3688,C02,B05,87,3695.25,518
Public,3708,C02,B07,33,3710.75,518
Public,3758,C02,B12,95,3765.92,518
Public,3768,C02,B13,115,3777.58,518
Public,3888,C03,B10,45,3891.75,518
Public,3928,C03,B14,7,3928.58,518
Public,3978,C04,B04,21,3979.75,517.67
Public,3988,C04,B05,31,3990.58,517.67
Public,3988,C04,B05,113,3997.42,517.67
Public,3858,C03,B07,65,3863.42,517.33
Public,3918,C03,B13,105,3926.75,517.33
Public,3578,C01,B09,67,3583.58,517
Public,3708,C02,B07,117,3717.75,517
Public,3778,C02,B14,9,3778.75,517
Public,3778,C02,B14,101,3786.42,517
Public,3918,C03,B13,93,3925.75,517
Public,3978,C04,B04,91,3985.58,517
Public,4008,C04,B07,37,4011.08,517
Public,3938,C03,B15,77,3944.42,516.67
Public,3958,C04,B02,43,3961.58,516.67
Public,3978,C04,B04,57,3982.75,516.67
Public,3968,C04,B03,71,3973.92,516.33
Public,3548,C01,B06,97,3556.08,516
Public,3708,C02,B07,51,3712.25,516
Public,3718,C02,B08,79,3724.58,516
Public,3718,C02,B08,93,3725.75,516
Public,3798,C03,B01,37,3801.08,516
Public,3838,C03,B05,1,3838.08,516
Public,3968,C04,B03,1,3968.08,516
Public,4028,C04,B09,1,4028.08,516
Public,3898,C03,B11,1,3898.08,515.67
Public,3908,C03,B12,1,3908.08,515.67
Public,3968,C04,B03,115,3977.58,515.67
Public,3988,C04,B05,49,3992.08,515.67
Public,4018,C04,B08,45,4021.75,515.67
Public,4048,C04,B11,67,4053.58,515.67
Public,3998,C04,B06,53,4002.42,515.33
Public,3508,C01,B02,41,3511.42,515
Public,3558,C01,B07,85,3565.08,515
Public,3568,C01,B08,59,3572.92,515
Public,3618,C01,B13,101,3626.42,515
Public,3648,C02,B01,113,3657.42,515
Public,3658,C02,B02,1,3658.08,515
Public,3748,C02,B11,83,3754.92,515
Public,3788,C02,B15,9,3788.75,515
Public,3788,C02,B15,43,3791.58,515
Public,3798,C03,B01,43,3801.58,515
Public,3818,C03,B03,17,3819.42,515
Public,3998,C04,B06,41,4001.42,515
Public,3898,C03,B11,11,3898.92,514.67
Public,3838,C03,B05,53,3842.42,514.33
Public,3908,C03,B12,9,3908.75,514.33
Public,3648,C02,B01,25,3650.08,514
Public,3668,C02,B03,49,3672.08,514
Public,3708,C02,B07,23,3709.92,514
Public,3728,C02,B09,75,3734.25,514
Public,3758,C02,B12,19,3759.58,514
Public,3778,C02,B14,87,3785.25,514
Public,3968,C04,B03,99,3976.25,513.67
Public,3888,C03,B10,117,3897.75,513.33
Public,4018,C04,B08,61,4023.08,513.33
Public,3558,C01,B07,51,3562.25,513
Public,3588,C01,B10,93,3595.75,513
Public,3598,C01,B11,113,3607.42,513
Public,3688,C02,B05,101,3696.42,513
Public,3778,C02,B14,45,3781.75,513
Public,3788,C02,B15,93,3795.75,513
Public,3798,C03,B01,33,3800.75,513
Public,3818,C03,B03,101,3826.42,513
Public,3968,C04,B03,57,3972.75,513
Public,3998,C04,B06,15,3999.25,513
Public,4028,C04,B09,21,4029.75,513
Public,4038,C04,B10,111,4047.25,513
Public,3858,C03,B07,45,3861.75,512.67
Public,3958,C04,B02,97,3966.08,512.67
Public,4018,C04,B08,31,4020.58,512.67
Public,3848,C03,B06,45,3851.75,512.33
Public,3978,C04,B04,83,3984.92,512.33
Public,3568,C01,B08,71,3573.92,512
Public,3588,C01,B10,91,3595.58,512
Public,3598,C01,B11,39,3601.25,512
Public,3688,C02,B05,1,3688.08,512
Public,3798,C03,B01,31,3800.58,512
Public,3798,C03,B01,101,3806.42,512
Public,3928,C03,B14,45,3931.75,511.67
Public,3888,C03,B10,7,3888.58,511.33
Public,3928,C03,B14,33,3930.75,511.33
Public,3958,C04,B02,41,3961.42,511.33
Public,3508,C01,B02,75,3514.25,511
Public,3528,C01,B04,51,3532.25,511
Public,3678,C02,B04,91,3685.58,511
Public,3718,C02,B08,117,3727.75,511
Public,3748,C02,B11,75,3754.25,511
Public,3808,C03,B02,9,3808.75,511
Public,3938,C03,B15,55,3942.58,511
Public,3958,C04,B02,57,3962.75,511
Public,3888,C03,B10,59,3892.92,510.67
Public,3888,C03,B10,61,3893.08,510.67
Public,3908,C03,B12,43,3911.58,510.67
Public,3858,C03,B07,21,3859.75,510.33
Public,3878,C03,B09,31,3880.58,510.33
Public,3938,C03,B15,71,3943.92,510.33
Public,3568,C01,B08,37,3571.08,510
Public,3668,C02,B03,41,3671.42,510
Public,3718,C02,B08,53,3722.42,510
Public,3738,C02,B10,99,3746.25,510
Public,3758,C02,B12,85,3765.08,510
Public,3768,C02,B13,83,3774.92,510
Public,3768,C02,B13,111,3777.25,510
Public,3818,C03,B03,91,3825.58,510
Public,3978,C04,B04,77,3984.42,510
Public,3908,C03,B12,13,3909.08,509.67
Public,3948,C04,B01,55,3952.58,509.67
Public,3528,C01,B04,107,3536.92,509
Public,3608,C01,B12,119,3617.92,509
Public,3648,C02,B01,43,3651.58,509
Public,3798,C03,B01,75,3804.25,509
Public,3908,C03,B12,45,3911.75,509
Public,3918,C03,B13,29,3920.42,509
Public,4028,C04,B09,97,4036.08,509
Public,3848,C03,B06,65,3853.42,508.67
Public,3848,C03,B06,41,3851.42,508.33
Public,3888,C03,B10,57,3892.75,508.33
Public,3948,C04,B01,33,3950.75,508.33
Public,3988,C04,B05,81,3994.75,508.33
Public,3508,C01,B02,25,3510.08,508
Public,3778,C02,B14,3,3778.25,508
Public,3788,C02,B15,95,3795.92,508
Public,3818,C03,B03,49,3822.08,508
Public,3898,C03,B11,7,3898.58,508
Public,3948,C04,B01,39,3951.25,507.67
Public,3948,C04,B01,43,3951.58,507.67
Public,3648,C02,B01,105,3656.75,507
Public,3658,C02,B02,47,3661.92,507
Public,3708,C02,B07,101,3716.42,507
Public,3758,C02,B12,1,3758.08,507
Public,3818,C03,B03,67,3823.58,507
Public,3818,C03,B03,107,3826.92,507
Public,3848,C03,B06,67,3853.58,507
Public,3908,C03,B12,39,3911.25,507
Public,3898,C03,B11,37,3901.08,506.67
Public,3998,C04,B06,17,3999.42,506.67
Public,3928,C03,B14,111,3937.25,506.33
Public,3988,C04,B05,83,3994.92,506.33
Public,4078,C04,B14,5,4078.42,506.33
Public,3528,C01,B04,3,3528.25,506
Public,3568,C01,B08,81,3574.75,506
Public,3708,C02,B07,17,3709.42,506
Public,3738,C02,B10,39,3741.25,506
Public,3788,C02,B15,39,3791.25,506
Public,3808,C03,B02,29,3810.42,506
Public,3848,C03,B06,71,3853.92,506
Public,3918,C03,B13,35,3920.92,506
Public,3918,C03,B13,65,3923.42,506
Public,3938,C03,B15,79,3944.58,506
Public,3958,C04,B02,103,3966.58,506
Public,3978,C04,B04,79,3984.58,506
Public,4058,C04,B12,91,4065.58,506
Public,3898,C03,B11,101,3906.42,505.67
Public,4008,C04,B07,81,4014.75,505.67
Public,3898,C03,B11,85,3905.08,505.33
Public,3908,C03,B12,29,3910.42,505.33
Public,3498,C01,B01,23,3499.92,505
Public,3598,C01,B11,41,3601.42,505
Public,3638,C01,B15,99,3646.25,505
Public,3678,C02,B04,31,3680.58,505
Public,3688,C02,B05,89,3695.42,505
Public,3718,C02,B08,13,3719.08,505
Public,3718,C02,B08,65,3723.42,505
Public,3728,C02,B09,55,3732.58,505
Public,3808,C03,B02,79,3814.58,505
Public,3858,C03,B07,53,3862.42,505
Public,3878,C03,B09,9,3878.75,505
Public,3858,C03,B07,115,3867.58,504.67
Public,3838,C03,B05,37,3841.08,504.33
Public,3868,C03,B08,101,3876.42,504.33
Public,3888,C03,B10,87,3895.25,504.33
Public,3928,C03,B14,41,3931.42,504.33
Public,3958,C04,B02,7,3958.58,504.33
Public,3968,C04,B03,41,3971.42,504.33
Public,3968,C04,B03,79,3974.58,504.33
Public,4008,C04,B07,63,4013.25,504.33
Public,3518,C01,B03,67,3523.58,504
Public,3528,C01,B04,49,3532.08,504
Public,3608,C01,B12,61,3613.08,504
Public,3668,C02,B03,111,3677.25,504
Public,3748,C02,B11,11,3748.92,504
Public,3758,C02,B12,119,3767.92,504
Public,3778,C02,B14,93,3785.75,504
Public,3788,C02,B15,75,3794.25,504
Public,3918,C03,B13,73,3924.08,504
Public,3938,C03,B15,45,3941.75,504
Public,3938,C03,B15,51,3942.25,504
Public,3948,C04,B01,113,3957.42,504
Public,3998,C04,B06,3,3998.25,504
Public,3848,C03,B06,35,3850.92,503.67
Public,3858,C03,B07,63,3863.25,503.67
Public,3898,C03,B11,3,3898.25,503.67
Public,4008,C04,B07,109,4017.08,503.33
Public,3538,C01,B05,13,3539.08,503
Public,3598,C01,B11,91,3605.58,503
Public,3638,C01,B15,57,3642.75,503
Public,3648,C02,B01,69,3653.75,503
Public,3648,C02,B01,101,3656.42,503
Public,3678,C02,B04,35,3680.92,503
Public,3718,C02,B08,51,3722.25,503
Public,3758,C02,B12,67,3763.58,503
Public,3798,C03,B01,29,3800.42,503
Public,3948,C04,B01,73,3954.08,503
Public,3938,C03,B15,57,3942.75,502.67
Public,3968,C04,B03,111,3977.25,502.67
Public,3958,C04,B02,117,3967.75,502.33
Public,3618,C01,B13,19,3619.58,502
Public,3618,C01,B13,79,3624.58,502
Public,3678,C02,B04,53,3682.42,502
Public,3698,C02,B06,1,3698.08,502
Public,3788,C02,B15,13,3789.08,502
Public,3818,C03,B03,61,3823.08,502
Public,3878,C03,B09,47,3881.92,502
Public,3898,C03,B11,99,3906.25,502
Public,3938,C03,B15,43,3941.58,502
Public,3898,C03,B11,61,3903.08,501.67
Public,3938,C03,B15,63,3943.25,501.67
Public,3858,C03,B07,29,3860.42,501.33
Public,3908,C03,B12,57,3912.75,501.33
Public,3978,C04,B04,43,3981.58,501.33
Public,3498,C01,B01,71,3503.92,501
Public,3578,C01,B09,39,3581.25,501
Public,3658,C02,B02,15,3659.25,501
Public,3678,C02,B04,107,3686.92,501
Public,3698,C02,B06,3,3698.25,501
Public,3708,C02,B07,7,3708.58,501
Public,3718,C02,B08,55,3722.58,501
Public,3728,C02,B09,37,3731.08,501
Public,3748,C02,B11,99,3756.25,501
Public,3758,C02,B12,77,3764.42,501
Public,3828,C03,B04,15,3829.25,501
Public,3858,C03,B07,35,3860.92,501
Public,3888,C03,B10,21,3889.75,500.67
Public,3978,C04,B04,107,3986.92,500.67
Public,3878,C03,B09,11,3878.92,500.33
Public,3928,C03,B14,59,3932.92,500.33
Public,3978,C04,B04,13,3979.08,500.33
Public,3978,C04,B04,41,3981.42,500.33
Public,3518,C01,B03,115,3527.58,500
Public,3628,C01,B14,63,3633.25,500
Public,3688,C02,B05,71,3693.92,500
Public,3688,C02,B05,77,3694.42,500
Public,3718,C02,B08,43,3721.58,500
Public,3728,C02,B09,45,3731.75,500
Public,3748,C02,B11,41,3751.42,500
Public,3798,C03,B01,103,3806.58,500
Public,3808,C03,B02,77,3814.42,500
Public,3848,C03,B06,33,3850.75,500
Public,3858,C03,B07,1,3858.08,500
Public,3888,C03,B10,9,3888.75,500
Public,3918,C03,B13,95,3925.92,500
Public,3978,C04,B04,81,3984.75,500
Public,3988,C04,B05,117,3997.75,500
Public,3998,C04,B06,43,4001.58,500
Public,3838,C03,B05,7,3838.58,499.67
Public,3938,C03,B15,53,3942.42,499.67
Public,3958,C04,B02,101,3966.42,499.67
Public,3878,C03,B09,101,3886.42,499.33
Public,3908,C03,B12,21,3909.75,499.33
Public,3928,C03,B14,99,3936.25,499.33
Public,3608,C01,B12,97,3616.08,499
Public,3658,C02,B02,39,3661.25,499
Public,3718,C02,B08,29,3720.42,499
Public,3718,C02,B08,31,3720.58,499
Public,3758,C02,B12,69,3763.75,499
Public,3828,C03,B04,19,3829.58,499
Public,4038,C04,B10,7,4038.58,499
Public,4038,C04,B10,23,4039.92,499
Public,3848,C03,B06,9,3848.75,498.67
Public,3858,C03,B07,27,3860.25,498.67
Public,3878,C03,B09,115,3887.58,498.67
Public,3918,C03,B13,81,3924.75,498.67
Public,3938,C03,B15,73,3944.08,498.67
Public,3998,C04,B06,65,4003.42,498.67
Public,3838,C03,B05,99,3846.25,498.33
Public,3858,C03,B07,57,3862.75,498.33
Public,3858,C03,B07,119,3867.92,498.33
Public,3928,C03,B14,107,3936.92,498.33
Public,3958,C04,B02,33,3960.75,498.33
Public,3968,C04,B03,63,3973.25,498.33
Public,3568,C01,B08,33,3570.75,498
Public,3628,C01,B14,27,3630.25,498
Public,3628,C01,B14,39,3631.25,498
Public,3718,C02,B08,45,3721.75,498
Public,3718,C02,B08,73,3724.08,498
Public,3718,C02,B08,111,3727.25,498
Public,3728,C02,B09,53,3732.42,498
Public,3738,C02,B10,93,3745.75,498
Public,3748,C02,B11,81,3754.75,498
Public,3788,C02,B15,77,3794.42,498
Public,3798,C03,B01,13,3799.08,498
Public,3798,C03,B01,79,3804.58,498
Public,3848,C03,B06,15,3849.25,498
Public,3848,C03,B06,43,3851.58,498
Public,3878,C03,B09,39,3881.25,498
Public,3878,C03,B09,107,3886.92,498
Public,3898,C03,B11,109,3907.08,498
Public,3988,C04,B05,39,3991.25,498
Public,4008,C04,B07,113,4017.42,498
Public,3918,C03,B13,83,3924.92,497.67
Public,3918,C03,B13,17,3919.42,497.33
Public,3518,C01,B03,27,3520.25,497
Public,3568,C01,B08,25,3570.08,497
Public,3708,C02,B07,45,3711.75,497
Public,3708,C02,B07,57,3712.75,497
Public,3798,C03,B01,105,3806.75,497
Public,3808,C03,B02,55,3812.58,497
Public,3848,C03,B06,25,3850.08,497
Public,3928,C03,B14,57,3932.75,497
Public,3938,C03,B15,9,3938.75,496.67
Public,3968,C04,B03,19,3969.58,496.67
Public,3838,C03,B05,105,3846.75,496.33
Public,3858,C03,B07,67,3863.58,496.33
Public,3958,C04,B02,83,3964.92,496.33
Public,3598,C01,B11,37,3601.08,496
Public,3668,C02,B03,29,3670.42,496
Public,3708,C02,B07,89,3715.42,496
Public,3808,C03,B02,7,3808.58,496
Public,3818,C03,B03,19,3819.58,496
Public,3818,C03,B03,59,3822.92,496
Public,3868,C03,B08,49,3872.08,496
Public,3888,C03,B10,97,3896.08,496
Public,3888,C03,B10,115,3897.58,496
Public,3928,C03,B14,109,3937.08,496
Public,3988,C04,B05,57,3992.75,496
Public,4008,C04,B07,67,4013.58,496
Public,3888,C03,B10,63,3893.25,495.67
Public,3958,C04,B02,11,3958.92,495.67
Public,4028,C04,B09,101,4036.42,495.67
Public,3968,C04,B03,29,3970.42,495.33
Public,3968,C04,B03,33,3970.75,495.33
Public,3628,C01,B14,85,3635.08,495
Public,3638,C01,B15,59,3642.92,495
Public,3718,C02,B08,27,3720.25,495
Public,3748,C02,B11,21,3749.75,495
Public,3768,C02,B13,15,3769.25,495
Public,3768,C02,B13,59,3772.92,495
Public,3918,C03,B13,87,3925.25,495
Public,3898,C03,B11,45,3901.75,494.67
Public,3938,C03,B15,91,3945.58,494.67
Public,3878,C03,B09,77,3884.42,494.33
Public,3878,C03,B09,81,3884.75,494.33
Public,3898,C03,B11,117,3907.75,494.33
Public,3938,C03,B15,35,3940.92,494.33
Public,3558,C01,B07,107,3566.92,494
Public,3668,C02,B03,87,3675.25,494
Public,3718,C02,B08,15,3719.25,494
Public,3758,C02,B12,17,3759.42,494
Public,3768,C02,B13,33,3770.75,494
Public,3788,C02,B15,33,3790.75,494
Public,3798,C03,B01,93,3805.75,494
Public,3908,C03,B12,17,3909.42,493.67
Public,3928,C03,B14,25,3930.08,493.67
Public,3498,C01,B01,67,3503.58,493
Public,3638,C01,B15,3,3638.25,493
Public,3748,C02,B11,85,3755.08,493
Public,3748,C02,B11,101,3756.42,493
Public,3798,C03,B01,109,3807.08,493
Public,3818,C03,B03,103,3826.58,493
Public,3838,C03,B05,101,3846.42,492.67
Public,3918,C03,B13,27,3920.25,492.67
Public,3868,C03,B08,33,3870.75,492.33
Public,3928,C03,B14,39,3931.25,492.33
Public,3948,C04,B01,29,3950.42,492.33
Public,3498,C01,B01,75,3504.25,492
Public,3708,C02,B07,107,3716.92,492
Public,3798,C03,B01,111,3807.25,492
Public,3868,C03,B08,1,3868.08,492
Public,3878,C03,B09,85,3885.08,492
Public,3958,C04,B02,63,3963.25,492
Public,3968,C04,B03,77,3974.42,492
Public,4028,C04,B09,3,4028.25,492
Public,4058,C04,B12,1,4058.08,492
Public,3948,C04,B01,105,3956.75,491.67
Public,3968,C04,B03,21,3969.75,491.67
Public,3968,C04,B03,103,3976.58,491.67
Public,3838,C03,B05,97,3846.08,491.33
Public,3898,C03,B11,19,3899.58,491.33
Public,3908,C03,B12,3,3908.25,491.33
Public,3908,C03,B12,15,3909.25,491.33
Public,3928,C03,B14,37,3931.08,491.33
Public,3708,C02,B07,99,3716.25,491
Public,3718,C02,B08,9,3718.75,491
Public,3718,C02,B08,61,3723.08,491
Public,3728,C02,B09,31,3730.58,491
Public,3798,C03,B01,83,3804.92,491
Public,3928,C03,B14,43,3931.58,491
Public,3968,C04,B03,75,3974.25,491
Public,3948,C04,B01,107,3956.92,490.67
Public,3848,C03,B06,81,3854.75,490.33
Public,3888,C03,B10,71,3893.92,490.33
Public,3918,C03,B13,79,3924.58,490.33
Public,3968,C04,B03,59,3972.92,490.33
Public,3678,C02,B04,11,3678.92,490
Public,3698,C02,B06,43,3701.58,490
Public,3708,C02,B07,15,3709.25,490
Public,3708,C02,B07,79,3714.58,490
Public,3718,C02,B08,47,3721.92,490
Public,3718,C02,B08,107,3726.92,490
Public,3728,C02,B09,49,3732.08,490
Public,3728,C02,B09,71,3733.92,490
Public,3808,C03,B02,31,3810.58,490
Public,3848,C03,B06,53,3852.42,490
Public,3848,C03,B06,69,3853.75,490
Public,3938,C03,B15,19,3939.58,489.67
Public,3938,C03,B15,61,3943.08,489.67
Public,3958,C04,B02,25,3960.08,489.67
Public,3968,C04,B03,89,3975.42,489.33
Public,3518,C01,B03,35,3520.92,489
Public,3638,C01,B15,101,3646.42,489
Public,3768,C02,B13,43,3771.58,489
Public,3768,C02,B13,71,3773.92,489
Public,3798,C03,B01,39,3801.25,489
Public,3798,C03,B01,51,3802.25,489
Public,3818,C03,B03,53,3822.42,489
Public,3898,C03,B11,15,3899.25,489
Public,3858,C03,B07,99,3866.25,488.67
Public,3868,C03,B08,37,3871.08,488.67
Public,3878,C03,B09,87,3885.25,488.67
Public,3918,C03,B13,113,3927.42,488.67
Public,3948,C04,B01,71,3953.92,488.67
Public,3948,C04,B01,77,3954.42,488.67
Public,3848,C03,B06,75,3854.25,488.33
Public,3608,C01,B12,69,3613.75,488
Public,3718,C02,B08,81,3724.75,488
Public,3758,C02,B12,75,3764.25,488
Public,3768,C02,B13,77,3774.42,488
Public,3788,C02,B15,71,3793.92,488
Public,4028,C04,B09,95,4035.92,488
Public,3898,C03,B11,73,3904.08,487.67
Public,3908,C03,B12,49,3912.08,487.67
Public,3908,C03,B12,117,3917.75,487.67
Public,3918,C03,B13,61,3923.08,487.67
Public,3918,C03,B13,99,3926.25,487.67
Public,3988,C04,B05,75,3994.25,487.67
Public,4038,C04,B10,27,4040.25,487.67
Public,3888,C03,B10,109,3897.08,487.33
Public,3928,C03,B14,47,3931.92,487.33
Public,3938,C03,B15,89,3945.42,487.33
Public,3538,C01,B05,69,3543.75,487
Public,3548,C01,B06,9,3548.75,487
Public,3718,C02,B08,71,3723.92,487
Public,3728,C02,B09,59,3732.92,487
Public,3728,C02,B09,61,3733.08,487
