Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth_corrected,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,Concretion,VolcanicAsh,Chemofacies_train
Public core,3978,C04,B04,25,3980.08,,3969.58,0.42,0.4,1.73,8.15,0.25,1.22,0.25,26.64,0.08,171.08,1.02,329.49,522.72,58.82,3.44,132.73,85.84,254.25,10.63,27.16,25,6,3.11,17.67,16.46,1269.24,,13.94,37.13,5.34,48.35,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3978,C04,B04,85,3985.08,,3974.58,0.56,0.3,3.91,11.52,0.36,1.42,0.24,14.65,0.17,201.43,1.46,1038.61,431.66,74.47,3.92,134.12,58.99,124.69,8.37,29.04,25,6,3.24,19.57,18.5,996.72,,9.72,47.85,6.96,62.85,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3978,C04,B04,93,3985.75,,3975.25,0.44,0.53,1.95,7.27,0.31,1.12,0.32,25.91,0.09,175.28,1.07,111,548.64,51.93,6.11,109.44,66.24,222.4,11.38,29.29,25,6,3.53,21.17,22.82,1302.58,,17.48,46.78,8.02,49.01,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3978,C04,B04,97,3986.08,,3975.58,0.45,0.81,2.14,10.46,0.33,1.54,0.27,23.36,0.11,194.91,1.25,226.05,698.21,61.56,5.85,108.79,67.13,245.58,7.8,28.08,25,6,2.82,14.01,17.92,1040.94,,6.76,47.06,5.31,49.22,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,33,3990.75,,3980.25,0.56,0.47,1.55,9.81,0.29,1.75,0.22,15.69,0.09,170.9,1.73,111,216.29,81.42,7.56,95.73,61.88,131.99,8.95,37.04,25,6,3.08,13.8,27.44,831.24,,11.96,55.93,8.92,45.25,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,59,3992.92,,3982.42,0.5,0.04,1.08,7.38,0.23,0.98,0.19,23.75,0.07,165.56,1.06,111,568.52,50.32,3.36,130.54,74.22,179.71,9.19,31.66,25,6,3.12,14.18,24.8,1347.84,,5,15.53,6.31,87.75,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,69,3993.75,,3983.25,0.44,0.8,1.99,11.88,0.3,1.69,0.26,21.96,0.09,176.58,1.04,387.32,879.47,69.75,5.46,122.92,71.77,224.64,8.76,22.69,25,6,3.18,13.47,28.01,1063.19,,5.37,26.61,6.7,90.92,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,79,3994.58,,3984.08,0.34,0.45,1.8,9.97,0.39,1.7,0.25,22.76,0.11,172.3,1.41,217.49,686.12,63.72,4.7,120.73,67.38,110.57,7.91,32.36,25,6,3.1,8.4,34.59,1133.66,,5.91,29.97,7.52,97.39,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,91,3995.58,,3985.08,0.44,1.67,2.63,9.9,0.46,1.91,0.37,20.89,0.13,163.42,1.61,717.86,731.33,62.74,5.25,234.01,109.09,268.37,12.82,43.29,28.7,6,3.92,22.59,28.98,911.01,,9.84,80.34,8.84,170.18,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,99,3996.25,,3985.75,0.44,0.95,1.23,9.47,0.23,1.09,0.22,26.19,0.06,160.1,0.95,111,811.83,53.8,4.51,119.91,71.6,184.87,10.19,25.58,25,6,2.83,5.79,30.98,1266.38,,7.14,18.94,7.77,90.72,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3988,C04,B05,113,3997.42,,3986.92,0.38,0.77,1.67,7.42,0.3,1.53,0.35,27.46,0.09,153.74,1.1,111,1064.09,62.95,5.01,169.57,106.08,240.18,10.49,41.56,25,6,3.61,17.49,29.64,1132.35,,9.52,36.27,6.55,124.94,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,11,3998.92,,3988.42,0.49,0.4,0.94,9.04,0.74,0.81,0.2,25.79,0.05,174.83,0.8,111,689.79,54.54,6.26,122.89,66.7,162.61,8.96,25.79,25,6,2.96,5,45.29,1232.09,,5.54,12.77,5.93,82.45,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,21,3999.75,,3989.25,0.48,0.42,1.56,7.04,0.21,1.34,0.17,24.94,0.08,152.28,1.26,111,756.89,59.31,3.04,107.11,68.49,162.69,8.9,37.97,25,6,2.61,5,26.72,1309.41,,8.8,20.5,6.32,63.22,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,23,3999.92,,3989.42,0.37,0.89,1.4,11.11,0.3,1.68,0.23,23.33,0.07,159.91,1.37,111,883.92,72.13,3.48,170.13,94.65,228.92,9.37,48.16,26.94,6,3.07,10.95,30.1,1095.34,,6.52,24.82,5.05,119.43,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,25,4000.08,,3989.58,0.37,1.47,1.55,12.42,0.28,1.94,0.24,21.86,0.08,158.43,1.57,216.64,909.89,74.34,4.56,162.27,85.03,233.43,8.37,48.46,27.26,6,2.81,8.9,27.54,1058.65,,5,27.87,6.81,105.6,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,33,4000.75,,3990.25,0.53,0.37,1.14,11.89,0.22,1.19,0.18,20.91,0.06,160.31,1.05,111,784.2,76.57,4.72,125.97,66.25,124.56,7.07,27.48,25,6,2.66,7.21,28.71,1032.25,,6.65,21.8,5,70.16,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,35,4000.92,,3990.42,0.46,0.65,1.48,9.57,0.36,1.41,0.22,23.31,0.07,177.66,1.02,111,556.84,73.35,5.3,110.42,69.29,178.53,9.24,25.43,25,6,3.44,19.96,24.9,1048.57,,13.98,35.92,6.78,58.1,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,115,4007.58,,3997.08,0.5,0.64,2.44,8.91,0.35,1.65,0.24,22.88,0.11,149.42,1.39,425.25,1379.4,41.7,5.42,179.29,87.5,201.9,11.15,44.17,25,6,3.24,8.13,38.17,1042.94,,7.16,41.21,7.14,213.4,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3998,C04,B06,117,4007.75,,3997.25,0.42,0.66,2.03,7.62,1.01,1.35,0.23,25.14,0.11,158.17,1.26,555.28,1239.64,46.14,4.32,163.4,90.97,208.4,10.99,43.53,25,6,3.05,5,38.87,1102.18,,14.83,38.94,10.88,195.69,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,15,4009.25,,3998.75,0.42,0.88,1.47,9.99,0.39,0.94,0.15,24.36,0.07,192.05,0.93,325.24,597.84,62.75,3.89,114.94,58.28,155.04,9.94,32.99,25,6,2.89,11.31,24.85,1068.34,,5,24.6,5.28,127.47,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,17,4009.42,,3998.92,0.49,0.4,2.3,11.83,0.31,1.54,0.21,18.29,0.12,163.86,1.4,506.7,1099.21,64.11,3.13,154.69,76.85,179.78,9.36,49.26,27.17,6,2.87,12.86,22.44,984.42,,7.56,36.41,5.78,173.24,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,21,4009.75,,3999.25,0.46,0.69,1.08,10.41,0.18,1.3,0.14,23.39,0.06,179.5,0.96,111,704.7,56.1,7,170.59,76.08,244.29,9.18,34.1,25,6,2.78,8.31,28.72,1071.19,,7.7,18.5,5.63,178.42,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,35,4010.92,,4000.42,0.38,0.62,1.34,9.51,0.3,1.33,0.18,24.36,0.08,165.46,1.08,111,807.8,54.23,6.43,124.61,77.87,161.24,8.62,42.85,26.37,6,2.72,9.37,23.87,1069.34,,7.78,36.84,7.97,99.17,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,37,4011.08,,4000.58,0.52,0.33,1.05,12.48,0.21,1.14,0.14,19.93,0.05,176.41,0.89,111,746.14,66.91,3.38,163.66,62.21,166.19,7.81,26.5,25,6,2.9,11.89,27.56,1046.32,,6.66,14.5,6.62,145.54,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,39,4011.25,,4000.75,0.49,0.54,1.5,11.34,0.29,1.49,0.21,20.43,0.07,132.94,1.25,241.49,985.72,59.21,4.7,214.06,86.96,265.31,10.19,32.05,25,6,3,9.2,32.36,985.09,,6.42,33.95,7.37,190.98,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,63,4013.25,,4002.75,0.51,0.28,1.67,6.98,0.14,0.74,0.11,25.09,0.06,176.61,0.93,111,388.9,57.46,5.42,181.21,87.04,246.82,12.63,44.67,25,6,3.05,10.74,28.63,1044.84,,12.34,62.85,10.88,141.92,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,65,4013.42,,4002.92,0.49,0.44,2.24,15.05,0.38,1.46,0.23,15.89,0.09,180.98,1.18,526.91,1122.37,73.67,5.37,232.38,92.56,258.68,10.25,36.96,25,6,3.14,18.12,21.92,770.71,,11.37,53.52,8.33,193.84,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,67,4013.58,,4003.08,0.45,0.84,1.98,12.06,0.28,1.68,0.26,20.35,0.08,139.68,1.29,123.51,1193.05,57.53,4.46,248.83,103.14,233.15,10.23,37.85,25,6,3.45,10.59,40.35,921.96,,15.05,44.26,10.26,203.24,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,69,4013.75,,4003.25,0.54,0.48,1.13,8,0.45,1.07,0.2,23.01,0.06,151.53,0.98,111,820.45,53.56,6.13,150.12,56.22,134.23,8.14,23.65,25,6,2.69,10.02,24.63,1046.35,,8.22,18.51,5.17,123.8,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,79,4014.58,,4004.08,0.44,0.44,1.36,11.09,0.19,1.1,0.17,22.93,0.06,171.89,0.98,111,672.29,59.53,5.63,148.99,74.31,160.87,7.83,23.41,25,6,2.74,10.34,22.88,1105.09,,8.12,11.02,5.44,117.22,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,85,4015.08,,4004.58,0.64,0.15,1.18,15.03,0.23,0.83,0.16,14.13,0.06,189.25,0.72,111,738.25,90.02,5.71,125,47.54,162.18,9.92,18.84,25,6,2.64,13.3,16.71,821.88,,7.95,16.32,5.37,111.13,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,95,4015.92,,4005.42,0.5,0.59,2.43,12.41,0.25,1.32,0.3,20.48,0.1,160.87,1.25,121.99,869.84,66.37,3.77,153.51,79.89,173.47,10.23,33.48,25,6,3.32,24.5,11.11,842.26,,14.24,43.26,8.85,155.59,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,97,4016.08,,4005.58,0.43,0.64,1.81,13.51,0.5,1.11,0.25,20.54,0.08,188.12,0.96,111,689.07,73.73,3.91,109.85,56.48,128.66,9.84,22.79,25,6,3.57,17.41,32.56,969.53,,13.43,27.16,7.24,95.6,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,109,4017.08,,4006.58,0.48,0.83,2.09,12.41,0.35,1.58,0.36,21.63,0.1,150.14,1.36,491.23,1097.22,58.1,5.28,199.31,95.93,232.24,9.84,39.78,26.28,6,3.68,23.13,24.33,987.29,,10.48,39.64,6.96,193.47,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,111,4017.25,,4006.75,0.44,0.89,1.6,11.73,0.41,1.48,0.25,22.22,0.08,160.78,1.18,111,758.93,63.28,5.45,171.01,79.41,162.3,7.96,39.91,25.49,6,3.15,13.94,25.88,1005.13,,8,27.09,8.43,181.31,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,113,4017.42,,4006.92,0.43,0.89,2.04,12.59,0.23,1.23,0.29,21.01,0.07,164.62,1.03,286.24,762.16,65.02,4.5,130.54,55.02,116.27,9.9,26.04,25,6,3.74,25.44,23.44,926.52,,9.07,40.56,5.91,136.98,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4008,C04,B07,115,4017.58,,4007.08,0.48,1.05,2.9,15.49,0.24,1.4,0.43,17.08,0.12,181.46,1.35,642.99,866.05,74.01,5.35,127.96,67.33,142.75,11.46,30.04,25,6,4.86,42.23,23.3,734.66,,14.1,60.81,6.48,134.03,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,15,4019.25,,4008.75,0.45,0.79,2.03,13.08,0.26,1.31,0.2,20.3,0.07,170.68,1.13,111,951.3,69.82,4.99,116.9,61.11,109.77,8.04,32.07,25,6,2.66,10.03,22,919.2,,8.83,39.56,8.33,106.24,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,17,4019.42,,4008.92,0.48,1.23,1.93,17.82,0.28,1.26,0.33,16.42,0.09,182.13,0.97,111,1307.27,83.47,4.95,167.55,81.49,271.92,9.24,29.78,25,6,3.68,27.7,21.37,608.27,,14.46,56.66,7,184.89,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,19,4019.58,,4009.08,0.48,0.81,1.36,15.82,0.32,1.13,0.18,18.03,0.06,171.54,0.87,319,896.21,82.9,5.04,130.93,66.47,187.87,7.75,26.22,25,6,2.94,20.27,15.78,705.83,,9.81,37.91,6.98,144.47,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,31,4020.58,,4010.08,0.53,0.92,1.5,19.73,0.27,1.48,0.19,13.63,0.07,198.22,0.92,111,1145.51,84,4.99,186.39,69.48,210.35,8.67,25.75,25,6,2.99,16.25,26.43,560.75,,7.61,49.36,5.65,192.19,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,33,4020.75,,4010.25,0.46,0.55,1.31,10.71,0.41,1.31,0.2,21.13,0.06,166.04,1.12,111,991.38,53.19,5.2,170.55,83.03,197.14,9.22,30.94,25,6,2.81,10.51,26.83,922.7,,14.94,35.2,7.82,185.01,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,35,4020.92,,4010.42,0.54,0.09,1.3,10.2,0.27,1.17,0.17,21.01,0.07,170.17,1.04,111,829.19,51.39,5.7,152.63,70.79,150.87,7.3,29.35,25,6,2.67,14.86,15.51,816.36,,8.91,34.86,5.66,139.26,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,39,4021.25,,4010.75,0.51,0.77,1.83,16.07,0.24,1.06,0.23,16.83,0.07,193.68,0.9,111,1016.77,68.11,5.5,153.35,63.87,122.66,7.36,25.77,25,6,2.89,15.4,21.32,683.24,,10.34,46.75,5.04,149.49,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,41,4021.42,,4010.92,0.44,0.81,1.7,15.55,0.31,1.15,0.2,17.86,0.05,183.26,0.88,111,955.57,76.99,5.51,156.39,66.09,163.8,6,30.15,25,6,2.72,16.86,14.72,674.34,,11.06,36.24,6.76,174.89,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,53,4022.42,,4011.92,0.42,1.2,2.2,12.12,0.25,1.38,0.28,21.21,0.09,194.75,1.23,111,746.67,66.62,5,151.08,66.18,130.01,10.52,32.24,25,6,3.15,19.23,19.38,707.98,,12.84,66.14,6.17,156.33,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,55,4022.58,,4012.08,0.41,0.89,2.01,14.89,0.37,1.64,0.34,17.43,0.1,174.67,1.26,111,790.53,84.15,3.94,144.82,65.18,116.63,10.34,35.01,25,6,3.27,19.26,24.46,703.6,,12.6,59.75,8.96,152.56,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,57,4022.75,,4012.25,0.51,0.65,2.19,17.74,0.26,1.33,0.25,15.74,0.08,193.23,1.12,111,748.83,86.49,3.49,115.91,49.92,113.38,10.03,24.39,25,6,3.19,21.49,18.83,597.27,,12.29,67.36,5.39,135.28,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,59,4022.92,,4012.42,0.46,0.7,2.23,15.27,0.24,1.47,0.23,17.68,0.08,199.3,1.01,111,723.89,79.15,5.08,106.45,52.52,149.78,9.13,22.83,25,6,2.5,13.46,14.06,753.08,,14.23,56.33,7.35,108.86,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,63,4023.25,,4012.75,0.55,0.63,1.94,17.22,0.42,0.94,0.19,16.71,0.06,216.85,0.75,111,631.83,95.49,5.69,106.22,43.52,106.28,10.13,23.31,25,6,2.79,14.39,22.29,698.43,,19.6,84.44,7.44,116.51,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,65,4023.42,,4012.92,0.51,0.91,3,20.99,0.28,1.27,0.25,12.07,0.1,226.4,1.02,111,732.18,104.53,5.41,90.37,43.53,120.86,11.67,23.27,25,6,2.83,20.98,11.61,474.43,,13.45,124.78,7.92,98.03,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,69,4023.75,,4013.25,0.55,0.63,4.64,17.48,0.29,1.31,0.44,12.34,0.14,186.48,1.33,600.84,945.71,85.39,6.41,130.19,59.32,124.4,15.19,36.92,26.35,6,3.53,29.45,10,504.02,,19.67,140.74,9.61,139.1,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,91,4025.58,,4015.08,0.58,0.53,4.22,17.12,0.22,1.27,0.33,13.44,0.11,194.9,1.05,274.11,735.59,91.82,5.76,108.66,46.08,119.69,11.87,28.67,25,6,3.26,25.09,14.24,526.23,,10.07,111.05,7.43,124.63,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,93,4025.75,,4015.25,0.52,0.68,1.68,19.78,0.28,1.27,0.22,13.48,0.07,195.92,1.01,111,865.31,112.14,5.91,121.03,52.47,117.07,7.97,24.07,25,6,3.18,23.11,18.94,519.42,,10.11,48.06,6.16,140.6,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,97,4026.08,,4015.58,0.53,0.64,1.5,13.66,0.23,1.15,0.23,19.91,0.07,179.39,1.02,111,874.57,75.79,4.97,140.77,63.28,158.3,9.43,21.87,25,6,3.04,17.15,21.17,738.26,,12.92,43.31,6.44,141.13,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,101,4026.42,,4015.92,0.41,0.97,1.92,12.27,0.34,1.29,0.24,21.67,0.09,203.58,1.13,111,958.07,53.38,4.76,109.83,54.15,113.1,9.41,27.96,25,6,2.63,10.53,21.96,777.04,,9.75,39.74,5.96,113.61,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4018,C04,B08,115,4027.58,,4017.08,0.5,0.59,2.26,17.24,0.29,1.15,0.23,16.31,0.08,192.38,1.03,111,753.08,92.57,5.77,111.63,48.04,99.95,9.77,24.66,25,6,2.68,17.68,11.89,659.31,,17.1,89.84,6.98,105.5,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,3,4028.25,,4017.75,0.55,0.66,1.62,14.62,0.23,0.93,0.23,18.64,0.06,196.17,0.9,111,688.5,92.06,4.24,90.04,44.56,87.15,8.8,25.62,25,6,2.88,17.38,17.06,727.89,,11.27,55.28,6.19,92.38,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,5,4028.42,,4017.92,0.43,0.58,1.58,14.11,0.21,1.13,0.21,19.57,0.07,192.74,0.97,111,836.59,75.8,6.42,111.7,51.63,113.85,8.45,28.58,25,6,2.46,10.76,17.53,776.79,,11.69,49.89,5.13,91.04,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,11,4028.92,,4018.42,0.61,0.06,3.08,12.56,0.28,1.45,0.27,16.48,0.11,169.02,1.5,199.36,980.47,56.75,4.01,124.32,56.51,115.74,11.34,33.37,25,6,2.95,17.76,17.75,591.69,,13.83,87.98,7.27,110.02,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,13,4029.08,,4018.58,0.49,0.58,1.94,13.09,0.28,1.27,0.2,19.8,0.08,175.11,1.11,111,903.21,58.16,5.07,130.07,56.33,121.04,6.42,28.87,25,6,2.84,13.97,22.14,696.93,,11.59,61.6,6.96,119.83,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,15,4029.25,,4018.75,0.56,0.5,1.6,10.74,0.24,1.17,0.26,20.84,0.07,189.67,1.04,111,900.3,53.26,4.68,136.95,60.44,125.07,8.75,28.78,25,6,3.18,19.33,20.9,781.6,,13.56,77.94,7.4,124.73,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,23,4029.92,,4019.42,0.52,0.54,1.75,13.17,0.42,1.2,0.25,19.66,0.07,175.14,1.03,297.18,1081.85,66.92,6.06,173.37,76.42,188.63,7.51,32.98,25.69,6,3.21,15.64,26.23,754.7,,17.87,71.34,10.41,167.28,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,31,4030.58,,4020.08,0.49,0.67,1.91,12.2,0.41,1.41,0.25,20.72,0.1,170.41,1.26,111,1193.61,54.9,5.6,188.06,81.69,169.11,10.3,31.82,25,6,3.15,13.21,30.47,815.2,,16.73,44.06,9.37,162.96,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,33,4030.75,,4020.25,0.47,0.73,2.15,13.77,0.4,1.71,0.27,18.29,0.11,155.02,1.46,383.08,1279.54,60.91,5.02,193.54,75.74,175.45,8.78,34.72,25,6,3.13,15.35,27.87,687.14,,10.9,48.7,9.42,179.16,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,35,4030.92,,4020.42,0.47,0.88,1.73,10.52,0.41,1.47,0.24,23.28,0.1,186.94,1.21,392.76,1143.48,40,4.64,172.5,72.27,159.18,7.86,40.09,27.74,6,2.85,8.47,28.08,833.63,,8.67,37.66,7.53,165.09,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,37,4031.08,,4020.58,0.54,0.12,1.51,6.6,0.18,1.15,0.2,24.22,0.08,162.33,1.19,111,836.32,40,4.3,153.56,70.67,154.41,6.85,36.76,25,6,3.07,10.57,31.81,950.57,,9.17,33.95,6.7,143.82,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,4028,C04,B09,45,4031.75,,4021.25,0.45,0.39,2.56,10.92,0.31,1.59,0.32,21,0.12,159.82,1.4,713.96,1219.05,52,4.43,177.96,73.65,150.33,11.08,39.94,25,6,3.34,17.94,24.2,692.48,,14.43,68.57,9.42,181.11,Public Formation,,FALSE,4,FALSE,FALSE,2
Public core,3978,C04,B04,19,3979.58,,3969.08,0.51,0.35,1.06,8,0.2,1.02,0.19,24.58,0.07,180.96,1.01,111,349.26,64.42,4.75,86.33,53.33,166.58,9.06,21.63,25,6,2.64,7.75,23.65,1343.33,,8.99,23.08,5,27.04,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,27,3980.25,,3969.75,0.45,0.69,1.5,8.89,0.29,1.24,0.19,27.06,0.06,196,1.01,111,321.71,56.46,5.89,93.48,57.94,133.27,6.94,22.16,25,6,2.94,14.93,19.37,1375.4,,15.28,21.38,5,28.53,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,31,3980.58,,3970.08,0.43,0.43,1.5,10.8,0.2,0.92,0.24,24.96,0.07,204.12,0.8,111,196.7,82.27,5.77,62.36,41.85,84.54,8.63,15.82,25,6,3.22,21.75,14.29,1104.11,,11,30.77,6.83,7.82,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,33,3980.75,,3970.25,0.43,0.54,1.11,9.11,0.21,0.93,0.2,26.95,0.06,194.34,0.86,111,236.7,71.94,4.98,64.09,42.93,67.67,7.05,16.15,25,6,2.84,13.76,17.31,1376.91,,9.09,13.09,7.28,9.25,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,37,3981.08,,3970.58,0.48,0.5,1.47,10.1,0.19,1.15,0.23,25.2,0.06,184.81,0.99,111,280.54,74.4,3.88,100.35,58.27,102.33,7.75,20.46,25,6,2.88,15.31,17.16,1298.09,,11.04,14.07,6.77,28.09,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,39,3981.25,,3970.75,0.49,0.76,2.17,10.9,0.22,1.13,0.32,23.41,0.08,197.8,1.04,167.83,246.83,73.81,6.76,58.55,49.14,98.8,9.4,20.57,25,6,3.24,21.72,13.12,1091.98,,12.46,38.02,6.15,10.89,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,41,3981.42,,3970.92,0.37,0.58,1.74,8.84,0.36,1.13,0.24,26.47,0.07,188.82,1.09,111,225.59,75.54,4.59,77.88,50.38,62.16,7.41,22.47,25,6,3.33,19.69,20.6,1322.12,,15.27,28.11,7.84,14.09,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,43,3981.58,,3971.08,0.37,0.89,1.99,7.36,0.3,1.48,0.23,27.6,0.09,193.83,1.23,111,237.79,65.1,4.47,89.72,62.57,145.92,7.08,32.09,25,6,2.79,14.98,14.07,1301.18,,13.64,26.91,5,21.57,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,69,3983.75,,3973.25,0.53,0.37,1.26,6.73,0.09,0.95,0.17,26.76,0.06,203.56,0.99,111,81.28,50.8,5.48,44.28,39.09,81.08,7.24,19.77,25,6,2.68,11.18,16.33,1404.94,,8.6,5,5,6,Public Formation,,FALSE,1,FALSE,FALSE,3
Public core,3978,C04,B04,71,3983.92,,3973.42,0.61,0.04,1.87,8.54,0.2,1.63,0.27,18.45,0.11,177.24,1.64,111,129.82,68.33,5.43,74.52,52.54,103.93,9.17,33.77,25,6,3.52,23.33,19.47,1011.11,,11.66,46.98,7.12,18.22,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,73,3984.08,,3973.58,0.5,0.64,1.7,10.47,0.31,1.45,0.21,21.82,0.08,194.95,1.32,111,174.28,67.63,6.06,86.36,49.89,109.85,6.39,26.41,25,6,3.06,15.18,22.56,1196.79,,10.21,29.58,7.13,44.33,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,75,3984.25,,3973.75,0.51,0.38,1.8,7.61,0.21,1.05,0.18,25.89,0.1,185.44,0.99,394.33,300.29,53.87,4.54,69.82,46.67,81.81,7.84,24.26,25,6,2.81,6.94,30.87,1319.11,,8.73,13.06,5.24,42.08,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,77,3984.42,,3973.92,0.65,0.04,0.72,6.63,0.11,0.73,0.11,23.95,0.04,186.39,0.8,111,193.93,45.41,4.41,85.48,59.14,130.42,6.75,28.13,25,6,2.79,12.27,18.71,1290.17,,9.93,17.6,5.57,46.78,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3978,C04,B04,79,3984.58,,3974.08,0.58,0.18,1.92,12.36,0.22,1.16,0.28,20.86,0.1,180.82,0.97,294.25,373.95,100.24,5.78,88.03,60.63,158.34,8.1,23.71,25,6,3.16,23.05,12.5,829.86,,16.79,57.33,6.82,25.31,Public Formation,,FALSE,2,FALSE,FALSE,3
