Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
0.08,0.04,0.015,0.006,0.003,0.002,0.0025,0.08,0.003,30,0.002,111,30,40,1,5,5,6,6,4,25,6,2,5,10,5,5,5,5,6
