,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_Train
166,Public,3998,C04,B06,107,4006.92,,3996.92,0.43,0.36,1.24,11.46,0.24,1.27,0.18,21.39,0.08,196.2,1.07,111,595.03,63.69,5.48,135.27,62.41,163.91,8.73,29,25,6,2.74,8.69,25.52,1082.56,6.23,19.36,6.41,137.78,Eagle Ford,Lower Eagle Ford,FALSE,1,2.369102109,-1.391304649,1
177,Public,4008,C04,B07,13,4009.08,,3999.08,0.49,0.67,1.13,16.06,0.18,0.97,0.1,19.23,0.06,206.69,0.78,111,433.87,93.42,4.86,93.98,43.18,127.95,6.21,23.5,25,6,2.32,8.49,21.01,1024.06,7.02,5,6.32,119.87,Eagle Ford,Lower Eagle Ford,FALSE,1,0.794161492,0.035914121,1
178,Public,4008,C04,B07,15,4009.25,,3999.25,0.42,0.88,1.47,9.99,0.39,0.94,0.15,24.36,0.07,192.05,0.93,325.24,597.84,62.75,3.89,114.94,58.28,155.04,9.94,32.99,25,6,2.89,11.31,24.85,1068.34,5,24.6,5.28,127.47,Eagle Ford,Lower Eagle Ford,FALSE,1,2.492088638,-1.574677757,1
181,Public,4008,C04,B07,21,4009.75,,3999.75,0.46,0.69,1.08,10.41,0.18,1.3,0.14,23.39,0.06,179.5,0.96,111,704.7,56.1,7,170.59,76.08,244.29,9.18,34.1,25,6,2.78,8.31,28.72,1071.19,7.7,18.5,5.63,178.42,Eagle Ford,Lower Eagle Ford,FALSE,1,2.534320467,-2.008983875,1
187,Public,4008,C04,B07,33,4010.75,,4000.75,0.41,0.7,1.18,10.59,0.17,1.37,0.14,24.32,0.05,179.79,0.86,111,576.2,57.18,4.96,98.25,55.02,196.4,6.3,25.05,25,6,2.83,12.62,22.09,1140.35,8.83,11.95,6.14,80.03,Eagle Ford,Lower Eagle Ford,FALSE,1,1.129929711,-1.309406935,1
189,Public,4008,C04,B07,37,4011.08,,4001.08,0.52,0.33,1.05,12.48,0.21,1.14,0.14,19.93,0.05,176.41,0.89,111,746.14,66.91,3.38,163.66,62.21,166.19,7.81,26.5,25,6,2.9,11.89,27.56,1046.32,6.66,14.5,6.62,145.54,Eagle Ford,Lower Eagle Ford,FALSE,1,2.652305329,-1.408926261,1
204,Public,4008,C04,B07,69,4013.75,,4003.75,0.54,0.48,1.13,8,0.45,1.07,0.2,23.01,0.06,151.53,0.98,111,820.45,53.56,6.13,150.12,56.22,134.23,8.14,23.65,25,6,2.69,10.02,24.63,1046.35,8.22,18.51,5.17,123.8,Eagle Ford,Lower Eagle Ford,FALSE,1,2.046097924,-1.16319362,1
209,Public,4008,C04,B07,79,4014.58,,4004.58,0.44,0.44,1.36,11.09,0.19,1.1,0.17,22.93,0.06,171.89,0.98,111,672.29,59.53,5.63,148.99,74.31,160.87,7.83,23.41,25,6,2.74,10.34,22.88,1105.09,8.12,11.02,5.44,117.22,Eagle Ford,Lower Eagle Ford,FALSE,1,1.768504085,-1.374832853,1
210,Public,4008,C04,B07,81,4014.75,,4004.75,0.48,0.64,1.11,11.14,0.16,0.97,0.15,23.26,0.05,186.46,0.84,111,634.27,59.37,5.36,109.58,62.1,398.37,7.85,17.55,25,6,2.69,10.13,25.32,1061.96,5,11.55,5.11,73.36,Eagle Ford,Lower Eagle Ford,FALSE,1,1.314910595,-1.711982694,1
211,Public,4008,C04,B07,83,4014.92,,4004.92,0.49,0.29,1.27,15.01,0.19,0.95,0.17,19.7,0.05,196.37,0.71,111,789.11,85.05,6.51,107.49,47.67,192.65,7.05,14.83,25,6,2.49,14.49,11.99,925.38,7.6,18.37,5.35,93.92,Eagle Ford,Lower Eagle Ford,FALSE,1,0.923056425,1.146079906,1
229,Public,4018,C04,B08,1,4018.08,,4008.08,0.41,0.98,1.27,11.63,0.3,1.09,0.16,23.73,0.05,199.04,0.99,111,522.05,56.32,6.54,119.2,47.69,99.51,6.27,27.72,25,6,2.59,6.46,25.96,991.9,5,17.02,6.51,130.97,Eagle Ford,Lower Eagle Ford,FALSE,1,0.84299979,-1.315877453,1
230,Public,4018,C04,B08,3,4018.25,,4008.25,0.49,0.76,1.21,9.59,0.17,0.95,0.17,25.76,0.05,182.41,0.82,111,715.58,44.06,4.77,136.52,55.04,107.71,8.04,26.17,25,6,2.82,10.89,24.96,1042.87,5.74,18.39,7.4,132.94,Eagle Ford,Lower Eagle Ford,FALSE,1,1.360730943,-1.251794636,1
243,Public,4018,C04,B08,35,4020.92,,4010.92,0.54,0.09,1.3,10.2,0.27,1.17,0.17,21.01,0.07,170.17,1.04,111,829.19,51.39,5.7,152.63,70.79,150.87,7.3,29.35,25,6,2.67,14.86,15.51,816.36,8.91,34.86,5.66,139.26,Eagle Ford,Lower Eagle Ford,FALSE,1,2.502277508,0.161178221,1
244,Public,4018,C04,B08,37,4021.08,,4011.08,0.54,0.04,1.08,12.33,0.2,0.87,0.15,18.57,0.05,191.94,0.72,111,667.82,63.35,5.01,124.78,53.15,161.17,7,17.08,25,6,2.78,12.77,21.96,822.27,8.02,28.98,5.59,105.1,Eagle Ford,Lower Eagle Ford,FALSE,1,1.222478447,0.528363583,1
247,Public,4018,C04,B08,43,4021.58,,4011.58,0.44,0.75,1.07,11.14,0.23,0.91,0.16,24.3,0.05,193.56,0.8,111,648.74,59.49,7.12,98.23,49.6,200.08,6,18.72,25,6,2.69,12.34,20.26,999.92,5.74,10.48,6.35,79.86,Eagle Ford,Lower Eagle Ford,FALSE,1,0.323695703,-0.537514648,1
298,Public,4028,C04,B09,37,4031.08,,4021.08,0.54,0.12,1.51,6.6,0.18,1.15,0.2,24.22,0.08,162.33,1.19,111,836.32,40,4.3,153.56,70.67,154.41,6.85,36.76,25,6,3.07,10.57,31.81,950.57,9.17,33.95,6.7,143.82,Eagle Ford,Lower Eagle Ford,FALSE,1,3.192368709,-1.57388683,1
4,Public,3978,C04,B04,1,3978.08,,3968.08,0.41,0.51,0.38,4.58,0.07,0.64,0.1,33.12,0.03,245.16,0.73,111,139.1,40,6.05,53.09,35.81,77.71,6,16.83,25,6,2.01,5,10.76,1532.46,5.5,5,5,18.54,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.018972409,-1.219663366,2
5,Public,3978,C04,B04,3,3978.25,,3968.25,0.39,0.29,0.43,3.55,0.003,0.83,0.09,34.6,0.02,208.43,0.96,111,92.12,40,6.41,35.81,29.48,43.66,6,13.42,25,6,2,6.88,10,1244.91,6.08,5,5,7.89,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.127279588,-0.746111246,2
6,Public,3978,C04,B04,5,3978.42,,3968.42,0.42,0.33,0.42,3.3,0.003,0.51,0.08,34.77,0.02,214.91,0.78,111,93.56,40,6.09,24.56,26,35.52,6.77,12.63,25,6,2.25,10.8,10,1311.67,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.319111911,-0.417876566,2
7,Public,3978,C04,B04,7,3978.58,,3968.58,0.51,0.14,0.49,3.72,0.02,0.55,0.07,32.19,0.02,211.84,0.75,111,113.39,40,7.25,32.82,30.17,47.44,6,15,25,6,2,6.34,10,1187.29,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.39473002,-0.013973138,2
18,Public,3978,C04,B04,35,3980.92,,3970.92,0.41,0.75,0.76,6.61,0.06,0.8,0.11,31.22,0.02,213.33,0.71,111,214.28,40,5.96,73.55,49.03,109.15,6,17.33,25,6,2.72,11.49,19.98,1547.37,8.53,5,5.32,20.21,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.27847328,-1.442576886,2
23,Public,3978,C04,B04,45,3981.75,,3971.75,0.39,0.5,0.9,4.94,0.18,0.85,0.13,32.79,0.03,213.3,0.86,111,97.99,40,4.76,48.39,40.46,66.63,6,22.93,25,6,2.31,5,21.71,1556.83,6.83,5,5.45,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.483005815,-2.185855722,2
24,Public,3978,C04,B04,47,3981.92,,3971.92,0.45,0.71,0.6,5.81,0.07,0.67,0.12,31.69,0.03,217.62,0.8,111,92.21,40,5.8,54.3,48.28,81.96,6.18,15.97,25,6,2.69,9.71,19.97,1515.64,9.41,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.598201048,-1.102850151,2
25,Public,3978,C04,B04,49,3982.08,,3972.08,0.46,0.34,0.37,5.07,0.003,0.38,0.09,33.72,0.02,272.97,0.66,111,50.16,40,5.54,19.53,23.98,30.29,6,13.3,25,6,2.06,7.15,10.35,1267.21,6.57,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.863654541,0.283545302,2
26,Public,3978,C04,B04,51,3982.25,,3972.25,0.46,0.78,0.52,5.13,0.05,0.56,0.09,32.42,0.02,248.31,0.81,111,30,40,5.62,19.1,26.63,33.8,6,14.15,25,6,2.06,5,15.55,1319.01,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.280337697,-0.611071063,2
27,Public,3978,C04,B04,53,3982.42,,3972.42,0.38,0.71,0.32,4.94,0.01,0.74,0.08,33.88,0.02,224.09,0.86,111,55.3,40,5.44,21.83,27.7,28.65,6,11.84,25,6,2,5,10,1344.04,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.449438435,-1.002945521,2
28,Public,3978,C04,B04,55,3982.58,,3972.58,0.42,0.69,0.6,5.25,0.06,0.93,0.11,30.68,0.03,238.25,0.85,111,55.61,40,5.06,24.07,28.13,34,6,14.98,25,6,2.09,6.66,11.95,1258.42,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.656505237,-0.650294183,2
30,Public,3978,C04,B04,59,3982.92,,3972.92,0.54,0.15,0.54,5.37,0.05,0.45,0.12,27.83,0.03,273.44,0.68,111,51.35,40,5.95,23.12,30,34.98,6,14.86,25,6,2.22,7.51,14.72,1085.98,7.14,9.57,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.905753192,0.950212888,2
31,Public,3978,C04,B04,61,3983.08,,3973.08,0.43,0.33,0.46,4.76,0.02,0.4,0.11,31.58,0.02,284.35,0.67,111,54.52,40,6.29,16.03,24.99,30.25,6.07,11.27,25,6,2,10.86,10,997.02,7.92,5.24,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.719817057,1.221470883,2
32,Public,3978,C04,B04,63,3983.25,,3973.25,0.47,0.56,0.49,4.31,0.003,0.55,0.11,32.73,0.02,230.88,0.85,111,30,40,6.58,15.36,26.79,33.66,6,13.25,25,6,2,8.63,10,933.39,6.96,9.2,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.239420806,0.777397478,2
33,Public,3978,C04,B04,65,3983.42,,3973.42,0.47,0.32,0.37,4.28,0.003,0.53,0.1,31.78,0.02,215.5,0.83,111,33.11,40,5.35,19.75,24.59,28.21,6,15.78,25,6,2,7.58,10,930.38,7.55,8.13,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.04158866,0.485317762,2
34,Public,3978,C04,B04,67,3983.58,,3973.58,0.51,0.31,0.64,5.53,0.01,0.53,0.1,30.22,0.03,231.41,0.77,111,54.89,40,7.05,14.22,24.89,30.31,6,12.26,25,6,2.1,9.07,10,1050.29,10.82,10.83,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.989781899,1.443123888,2
51,Public,3978,C04,B04,101,3986.42,,3976.42,0.52,2.18,0.62,2.67,0.003,0.46,0.11,26.29,0.02,211.39,0.85,111,126.32,40,4.16,15.25,22.77,21.64,6,22.19,25,6,2,10.33,10,771.77,7.22,21.83,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.091800742,0.91348074,2
59,Public,3988,C04,B05,5,3988.42,,3978.42,0.55,0.04,0.15,4.16,0.11,0.37,0.07,29.67,0.02,200.57,0.65,111,62.45,40,7.87,23.34,29.95,45.45,6,12.35,25,6,2,5,23.27,1440.61,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.34842243,-0.827184052,2
60,Public,3988,C04,B05,7,3988.58,,3978.58,0.37,0.68,0.57,3.03,0.01,0.5,0.09,35.73,0.02,297.55,0.75,111,44.91,40,6.43,17.55,28.34,29.51,6,11.53,25,6,2,5,10,1144.38,5.64,18.48,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-5.182551802,0.308624307,2
61,Public,3988,C04,B05,9,3988.75,,3978.75,0.44,0.09,0.2,3.68,0.003,0.56,0.06,31.62,0.01,231.62,0.79,111,30,40,5.54,20.42,30.1,69.32,6,17.74,25,6,2.04,5,15.58,1255.02,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.392373449,-0.91636693,2
62,Public,3988,C04,B05,11,3988.92,,3978.92,0.43,0.37,0.24,4,0.003,0.37,0.07,33.83,0.02,217.8,0.66,111,47.65,40,6.66,21.22,27.51,25.08,6,12.77,25,6,2,5,10,1176.77,5.71,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.967927041,-0.190092417,2
63,Public,3988,C04,B05,13,3989.08,,3979.08,0.5,0.4,0.27,4.86,0.06,0.37,0.07,30.99,0.02,232.84,0.64,111,37.95,40,7.26,14.29,25.77,27.98,6,12.49,25,6,2.05,5,20.39,1281.91,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.687566543,-0.351820674,2
64,Public,3988,C04,B05,15,3989.25,,3979.25,0.49,0.89,0.61,5.17,0.12,0.63,0.12,30.27,0.03,209.47,0.8,111,61.67,40,6.97,26.66,30.21,29.89,6,15.9,25,6,2.03,5,18.38,1504.23,5.95,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.64189818,-0.971196099,2
66,Public,3988,C04,B05,19,3989.58,,3979.58,0.48,0.49,1.1,4.65,0.02,0.49,0.11,29.8,0.03,218.09,0.69,111,36.98,40,5.91,13.45,27.23,41.9,6,10.88,25,6,2,5,11.19,1127.78,10.54,12.34,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.884223102,0.789963072,2
67,Public,3988,C04,B05,21,3989.75,,3979.75,0.46,0.8,0.57,4.09,0.003,0.31,0.11,33,0.03,247.95,0.69,111,30,40,6.65,15.9,26.74,26.33,6.01,11.78,25,6,2.13,6.27,12.24,1116.61,5.23,8.23,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.667084527,0.338701914,2
68,Public,3988,C04,B05,23,3989.92,,3979.92,0.36,0.58,1.17,4,0.04,0.58,0.15,34.17,0.03,238.27,0.83,111,48.82,40,6.73,14.95,28.52,24.89,6,14.36,25,6,2,5.02,10,1074.87,6.09,23.67,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.107475381,0.29088642,2
69,Public,3988,C04,B05,25,3990.08,,3980.08,0.62,0.31,1.37,7.16,0.17,0.52,0.11,22.65,0.03,237.08,0.67,111,105.18,48.84,6.53,31.65,28.19,48.89,6.14,13.62,25,6,2.33,12.41,11.55,1148.59,10.1,15.71,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.56025561,2.035301243,2
70,Public,3988,C04,B05,27,3990.25,,3980.25,0.48,0.94,0.56,6.29,0.46,0.74,0.12,24.06,0.04,233.6,0.76,111,120.15,56.31,6.75,43.46,38.02,87.26,6,19.17,25,6,2.26,8.48,14.88,1128.76,14.07,18.73,6.18,6.54,Eagle Ford,Lower Eagle Ford,FALSE,2,-1.526047445,0.900679428,2
71,Public,3988,C04,B05,29,3990.42,,3980.42,0.48,2.26,0.81,7.8,0.15,0.87,0.15,24.32,0.04,253.26,0.83,111,140.01,63.95,6.25,43.39,32.32,68.93,6.58,21.24,25,6,2.63,12.18,18.48,1095.61,9.96,18.12,5,6.9,Eagle Ford,Lower Eagle Ford,FALSE,2,-1.445512441,0.868298203,2
83,Public,3988,C04,B05,55,3992.58,,3982.58,0.48,0.04,0.69,6.01,0.13,0.75,0.15,27.8,0.04,182.07,0.79,111,437.53,40,5.19,71.58,42.66,93.78,6.39,14.26,25,6,2.12,5.78,13.87,1440.26,5,5,5,38.64,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.17271227,-1.500039685,2
86,Public,3988,C04,B05,61,3993.08,,3983.08,0.52,0.04,0.16,4.63,0.08,0.32,0.07,30.47,0.01,202.72,0.64,111,126.44,40,7.47,23.59,23.16,32.19,6,10.11,25,6,2.02,9.14,10,1275.56,5.17,5,5,8.69,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.703100978,0.238355793,2
87,Public,3988,C04,B05,63,3993.25,,3983.25,0.48,0.25,0.13,4.77,0.02,0.33,0.06,31.02,0.01,175.16,0.66,111,84.26,40,7.48,18.16,23.34,28.95,6,11.47,25,6,2,5,10,1371.11,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.883135948,-0.480455198,2
88,Public,3988,C04,B05,65,3993.42,,3983.42,0.45,0.59,0.21,2.69,0.003,0.58,0.09,35.27,0.01,201.32,0.76,111,72.44,40,6.73,23.24,28.54,26.24,6,13.23,25,6,2.08,5,13,1160.87,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.65366865,-0.630225449,2
89,Public,3988,C04,B05,67,3993.58,,3983.58,0.54,0.21,0.22,4.13,0.04,0.27,0.07,30.59,0.01,201.1,0.61,111,89.88,40,6.66,23.21,26.75,35.8,6,10.54,25,6,2.03,5,17.83,1309.35,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.628934521,-0.445611371,2
92,Public,3988,C04,B05,73,3994.08,,3984.08,0.42,0.52,0.75,9.68,0.16,0.74,0.13,26.72,0.04,219.83,0.69,111,410.55,45.89,7.22,74.11,39.76,68.25,6,16.61,25,6,2.35,7.51,15.76,1274.19,6.26,5,5.21,32.22,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.302028789,-0.545423793,2
98,Public,3988,C04,B05,85,3995.08,,3985.08,0.47,0.14,0.38,3.81,0.003,0.54,0.08,32.08,0.02,218.53,0.75,111,78.81,40,6.94,24.18,29.03,25.87,6,12.69,25,6,2,5,12.4,1160.73,6.27,12.13,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.528916815,0.063469794,2
99,Public,3988,C04,B05,87,3995.25,,3985.25,0.53,0.04,0.32,4.82,0.03,0.31,0.08,30.53,0.02,205.65,0.65,111,80.82,40,7.56,23.45,29.12,49.66,6,12.18,25,6,2,6.15,10,1128.71,20.73,5,6.19,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.899265853,1.9399114,2
100,Public,3988,C04,B05,89,3995.42,,3985.42,0.4,0.77,0.3,4.68,0.003,0.39,0.09,34.85,0.02,249.06,0.65,111,103.15,40,6.68,26.94,26.36,71.97,6,14.76,25,6,2,5,13.16,1237.85,7.98,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.725046342,-0.264200576,2
103,Public,3988,C04,B05,95,3995.92,,3985.92,0.47,0.22,1.08,4.87,0.06,0.44,0.15,30.77,0.03,204.82,0.64,111,383.07,40,6.92,35.77,28.63,49.09,7.33,14.94,25,6,2.01,7.12,10,1117.88,10.12,5.11,5.15,14.99,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.290564652,0.681099047,2
110,Public,3988,C04,B05,109,3997.08,,3987.08,0.38,0.97,0.22,3.04,0.003,0.52,0.09,35.62,0.02,177.14,0.8,111,129.16,40,6.15,24.07,28.03,31.71,6,18.11,25,6,2,5,12.59,1264.12,5,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.295355741,-1.410598288,2
111,Public,3988,C04,B05,111,3997.25,,3987.25,0.41,0.65,0.3,4.57,0.003,0.37,0.08,35.4,0.01,187.58,0.63,111,156.57,40,7.11,32.06,26.96,28.43,6,11.92,25,6,2.13,5,18.88,1421.28,5,5,5,6.84,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.65904511,-1.360016183,2
114,Public,3988,C04,B05,117,3997.75,,3987.75,0.44,0.56,0.78,7.9,0.01,0.76,0.12,29.4,0.03,198.36,0.71,111,437.3,42.58,7.13,63.48,41.1,94.51,6,17.74,25,6,2.29,5,29.36,1554.92,5,5,5,41.75,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.477092409,-2.129573975,2
118,Public,3998,C04,B06,5,3998.42,,3988.42,0.43,0.57,0.24,2.83,0.01,0.52,0.08,35.16,0.01,189.45,0.76,111,87.49,40,6.54,29.67,27.58,28.95,6,7.78,25,6,2,5,14.22,1164.45,5,5,5,11.87,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.69549778,-0.800143888,2
119,Public,3998,C04,B06,7,3998.58,,3988.58,0.39,0.56,0.34,3.66,0.06,0.35,0.08,34.84,0.02,197.88,0.7,111,164.6,40,6.54,18.07,24.23,21.7,6,15.82,25,6,2.06,5,15.94,1335.23,5.41,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.548852418,-1.148948775,2
129,Public,3998,C04,B06,27,4000.25,,3990.25,0.39,0.72,0.26,3.62,0.003,0.91,0.08,34.66,0.02,176.65,0.72,111,115.74,40,6.89,24.06,24.44,39.66,6,13.27,25,6,2.07,5,14.83,1219.6,5,5,5,6.98,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.260224796,-1.241664743,2
130,Public,3998,C04,B06,29,4000.42,,3990.42,0.29,0.66,0.38,4.27,0.02,0.99,0.1,34.35,0.01,193.38,0.74,111,192.57,40,6.49,35.86,28.6,38.49,6,15.04,25,6,2.11,5,16.01,1131.75,5.1,5,5,12.62,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.006684837,-1.535798203,2
134,Public,3998,C04,B06,37,4001.08,,3991.08,0.33,0.61,0.43,4.54,0.03,1.15,0.09,32.46,0.01,210.04,0.63,111,143.36,40,7.44,31.38,30.05,41.26,6,12.45,25,6,2.03,5,16.02,1167.89,5.83,5,5,18.9,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.205994461,-1.041325394,2
135,Public,3998,C04,B06,39,4001.25,,3991.25,0.38,0.59,0.38,4.76,0.12,1.14,0.08,32.33,0.02,195.68,0.68,111,108.57,40,6.52,28.04,26.04,42.53,6.01,10.97,25,6,2,7.4,10,1110.71,5.48,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.942050659,-0.629800593,2
139,Public,3998,C04,B06,47,4001.92,,3991.92,0.38,1.09,0.67,4.84,0.003,0.49,0.11,34.28,0.02,229.31,0.69,111,208.4,40,6.55,29.46,27.59,52.83,6,12.53,25,6,2.07,5,17.46,1042.35,7,5,5,10.35,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.183286257,-0.398267947,2
140,Public,3998,C04,B06,49,4002.08,,3992.08,0.46,0.42,0.22,2.87,0.003,0.4,0.08,35.8,0.02,208.72,0.71,111,90.22,40,6.37,26.64,29.02,38.78,6,16.56,25,6,2.06,6.92,12.28,1065.2,8.49,5,5,13.61,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.414831362,0.002217971,2
141,Public,3998,C04,B06,51,4002.25,,3992.25,0.49,0.42,0.17,3.79,0.003,0.37,0.07,31.87,0.02,235.77,0.68,111,95.89,40,7.18,27.83,31.28,41.2,6,12.25,25,6,2.12,6.45,12.85,1154.93,8.77,5,5,13.78,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.597782758,0.41284567,2
142,Public,3998,C04,B06,53,4002.42,,3992.42,0.45,0.4,0.49,3.36,0.003,0.92,0.09,33.46,0.02,225.8,0.68,111,104.71,40,5.48,26.26,26.49,24.03,6,11.7,25,6,2,5.31,10,1069.87,6.73,5,5,14.6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.307754472,-0.063903496,2
150,Public,3998,C04,B06,73,4004.08,,3994.08,0.42,0.52,0.39,3.33,0.003,0.43,0.09,33.32,0.02,166.59,0.76,111,136.9,40,5.76,22.21,24.3,36.65,6,13.99,25,6,2,5,15.03,1015.94,5,5,5,11.46,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.11345639,-0.840506404,2
151,Public,3998,C04,B06,75,4004.25,,3994.25,0.44,0.75,0.26,4.42,0.003,0.39,0.08,34.05,0.01,205.44,0.7,111,111.89,40,5.82,28.3,26,34.17,6.3,8.09,25,6,2,5.2,10,999.18,6.53,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.643116326,0.001560042,2
152,Public,3998,C04,B06,77,4004.42,,3994.42,0.53,0.04,0.21,3.62,0.02,0.35,0.06,28.94,0.01,172.79,0.7,111,62.05,40,7.12,24.1,26.08,29.55,6,13.13,25,6,2.05,7.04,11.99,862.3,8.68,5,5,9.74,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.246298324,0.783513934,2
153,Public,3998,C04,B06,79,4004.58,,3994.58,0.48,0.97,2.11,4.73,0.003,0.33,0.13,29.08,0.02,191.83,0.71,111,41.06,40,6.53,11.32,21.47,51.24,6.71,13.15,25,6,2,11.76,10,590.18,14.93,54.67,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.71555614,3.243598708,2
154,Public,3998,C04,B06,81,4004.75,,3994.75,0.56,1.15,1.66,4.22,0.07,0.56,0.11,26.75,0.03,207.24,0.66,111,40.64,40,6.11,9.77,22.31,47.76,6,15.94,25,6,2,11.46,10,667.24,14.51,49.4,6.6,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.38150563,3.154488916,2
155,Public,3998,C04,B06,83,4004.92,,3994.92,0.53,3.42,1.98,4.39,0.06,0.49,0.13,24.45,0.03,227.82,0.72,111,54.11,40.65,4.9,9.18,18.39,69.28,6,21.54,25,6,2,10.19,10,706.97,14.18,43.84,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.121873567,2.551068966,2
160,Public,3998,C04,B06,95,4005.92,,3995.92,0.47,0.54,2.48,5.07,0.12,0.68,0.14,29.6,0.05,194.99,0.9,111,105.27,40,7.18,13.91,25.03,33.77,8.39,19.94,25,6,2.01,8.35,10,760.41,12.04,94.68,5,9.46,Eagle Ford,Lower Eagle Ford,FALSE,2,-1.56355608,3.021337378,2
165,Public,3998,C04,B06,105,4006.75,,3996.75,0.43,0.35,0.44,5.36,0.04,0.47,0.08,32.49,0.02,241.6,0.68,111,79.6,40,7.04,24.47,26.76,38.23,6,13.23,25,6,2,5,12.62,1167.11,6.51,5,5,12.67,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.654315709,0.025171825,2
168,Public,3998,C04,B06,113,4007.42,,3997.42,0.36,0.74,0.66,6.74,0.02,0.47,0.09,32.56,0.02,268.54,0.61,111,120.96,42.28,7.02,26.79,29.21,28.75,6,13.51,25,6,2,5,13.2,1147.75,12.66,6.6,5,13.73,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.487774816,0.688259623,2
171,Public,4008,C04,B07,1,4008.08,,3998.08,0.41,0.59,0.37,4.44,0.003,0.34,0.08,34.92,0.02,247.58,0.66,111,79.07,40,6.85,24.23,27.41,39.79,6,12.43,25,6,2,5,14.81,1120.58,5,5,5,14.39,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.956706974,-0.255230213,2
172,Public,4008,C04,B07,3,4008.25,,3998.25,0.44,0.71,1.36,3.45,0.003,0.38,0.12,35.15,0.02,193,0.74,111,96.59,40,6.21,14.31,22.68,35.51,6.39,12.01,25,6,2,8.93,10,689.78,5.71,16.58,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.952178577,0.985544332,2
