Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2
Cinco Saus,3788,C02,B15,49,3792.08,,3782.08,0.48,0.39,1.19,6.17,0.05,0.53,0.3,28.67,0.06,192.92,0.86,111,58.48,40,6.36,31.3,32.67,56.34,6.38,12.13,10.98,6,3.02,16.24,18.37,1332.93,7.49,5,3.62,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,51,3792.25,,3782.25,0.5,0.38,1.22,6.31,0.13,0.46,0.29,29.16,0.05,192.09,0.76,111,63.02,40.99,5.32,25.09,28.51,41.82,4.87,14.45,10.98,6,2.88,17.07,13.22,1325.03,6.72,5,4.72,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,53,3792.42,,3782.42,0.49,0.06,1.29,6.23,0.06,0.49,0.33,28.23,0.05,194.14,0.82,111,38.97,40,6.51,26.47,32.32,37.42,7.3,14.1,12.76,6,3.1,17.93,16.68,1321.22,5.95,5,4.48,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,55,3792.58,,3782.58,0.53,0.26,1.59,6.82,0.09,0.6,0.37,27.48,0.07,212.45,0.91,111,57.42,42.29,6.21,27.92,33.92,61.84,9.12,15,14.05,6,3.47,26.74,11.43,1269.32,11.6,15.35,6.14,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,57,3792.75,,3782.75,0.53,0.11,1.42,6.11,0.16,0.73,0.4,26.32,0.07,191.5,1.04,191.13,46.24,47.86,5.42,35.41,37.07,80.66,8.39,18.22,14.78,6,3.61,28.72,10,1259.14,11.72,20.59,6.31,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,59,3792.92,,3782.92,0.49,0.42,1.59,6.72,0.1,0.56,0.4,28.09,0.07,201.36,0.91,111,48.88,47.3,6.38,37.2,32.37,69.72,7,13.87,12.64,6,3.8,29.51,15.14,1255.12,13.65,21.3,6.13,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,61,3793.08,,3783.08,0.49,0.39,1.72,7.64,0.15,0.69,0.41,28.14,0.07,194.95,0.93,111,64.73,53.37,5.29,31.91,31.52,65.49,6.95,13.45,12.51,6,3.57,27.37,12.7,1228.47,11.92,14.31,6.55,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,63,3793.25,,3783.25,0.51,0.09,1.6,7.23,0.16,0.7,0.39,26.96,0.07,195.13,0.98,111,54.79,52.84,2.93,43.6,36.47,62.62,6.62,15.45,13.2,6,3.43,24.89,13.83,1258.28,14.02,16.48,5.14,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,65,3793.42,,3783.42,0.51,0.15,1.5,6.92,0.17,0.57,0.39,25.66,0.08,199.05,0.84,111,61.46,52.55,5.1,36.31,36.02,67.99,6.65,14.99,12.99,6,3.48,23.64,15.74,1266.16,8.49,15.66,5.07,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,67,3793.58,,3783.58,0.56,0.04,1.56,6.73,0.15,0.53,0.41,26,0.07,176.47,0.89,111,72.07,47.65,4.88,44.23,36.94,64.88,6.05,12.33,11.75,6,3.77,25.36,19.68,1312.87,10.48,12.87,4.65,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,69,3793.75,,3783.75,0.55,0.72,2.18,8.04,0.16,0.76,0.49,26.39,0.09,192.84,0.98,123.05,110.97,61.27,4.59,44.39,41.84,78.9,9.5,15.26,14.54,6,4.12,34.97,12.46,1341.7,14.55,19.77,4.87,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,71,3793.92,,3783.92,0.47,0.7,2.28,8.06,0.23,0.83,0.5,27.29,0.11,200.42,1.12,111,139.04,58.31,6,46.03,40.73,84.81,8.68,14.81,13.59,6,4.12,30.67,16.87,1491.2,14.13,13.22,7.53,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,73,3794.08,,3784.08,0.5,0.73,2.2,8.17,0.2,0.81,0.51,26.52,0.09,209.49,1.03,487.83,116.54,62.53,3.38,43,35.21,70.72,9.36,13.83,13.56,6,4.43,34.74,20.31,1485.51,10.87,17.02,6.88,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,75,3794.25,,3784.25,0.48,0.41,2.13,7.81,0.11,0.95,0.44,26.93,0.09,189.58,1.13,115.6,128.14,54.83,4.96,46.04,44.36,81.15,9.51,17.96,14.89,6,3.8,21.87,25.82,1518.68,10.18,13.61,8.22,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,77,3794.42,,3784.42,0.48,0.31,1.59,7.09,0.16,0.72,0.37,27.65,0.07,189.44,0.99,111,116.81,46.42,5.75,38.45,36.75,58.73,7.53,16.46,14.01,6,3.64,22,22.34,1580.12,7.88,8.4,6.03,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,79,3794.58,,3784.58,0.46,0.27,1.3,5.92,0.15,0.76,0.32,28.37,0.06,196.4,1.03,111,84.95,40,4.09,43.48,39.36,133.13,6.46,16.78,13.62,6,3.12,14.18,20.9,1559.96,5.95,5,4.06,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,81,3794.75,,3784.75,0.52,0.18,2.3,8.49,0.24,0.73,0.55,22.8,0.1,195.99,1.12,386.61,97.55,64.71,3.54,50.76,42.22,101.41,10.26,16.27,15.02,6,4.62,39.2,18.06,1065.09,13.47,48.26,7.98,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,83,3794.92,,3784.92,0.45,0.5,1.62,7.72,0.08,0.61,0.4,26.21,0.07,210.72,0.91,111,57.1,58.58,4.61,35.04,35.36,57.47,6.84,13.12,12.32,6,3.81,29.25,14.18,1254.7,11.71,21.2,5.27,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,85,3795.08,,3785.08,0.46,0.42,1.39,6.92,0.11,0.64,0.32,28.12,0.06,202.51,0.94,111,45.48,50.58,4.9,21.8,27.7,50.34,6.54,11.88,11.49,6,3.36,25.21,10.02,1234.34,14.5,14.32,5.59,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,87,3795.25,,3785.25,0.53,0.37,1.68,7.68,0.14,0.67,0.4,27.01,0.07,198.75,0.87,111,63.23,53.69,5.29,26.75,30.33,39.64,7.64,14.15,12.92,6,3.53,21.91,19.12,1283.94,11.11,15.97,5.39,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,89,3795.42,,3785.42,0.49,0.28,2.49,9.11,0.14,0.82,0.56,23.68,0.1,186.03,1.12,521.46,109.41,64.8,4.14,44.31,42.31,109.01,8.81,15.54,14.1,6,4.4,36.48,17.28,1144.81,14.57,34.05,8.5,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,91,3795.58,,3785.58,0.51,0.41,1.94,7.49,0.18,0.92,0.46,25.13,0.09,190.65,1.17,190.58,100.18,54.14,4.4,46.05,43.86,59.28,9.07,16.34,14.4,6,4.14,30.36,20.21,1449.28,14.66,23.5,6.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,93,3795.75,,3785.75,0.48,0.55,2.09,7.88,0.19,0.91,0.48,25.1,0.09,194.41,1.14,429.82,142.77,58.15,3.81,48.35,38.95,64.22,8.1,20.65,15.87,6,4.09,27.12,23.2,1471.43,10.36,21.08,4.4,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,95,3795.92,,3785.92,0.51,0.49,2.29,7.91,0.22,0.95,0.53,25.66,0.1,193.76,1.16,309.05,159.23,52.2,2.88,44.91,40.03,109.25,9.44,22.09,18.25,6,4.4,36.97,16.28,1451.03,19.02,25.6,8.18,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,97,3796.08,,3786.08,0.46,0.7,2.25,7.53,0.21,0.92,0.47,27.09,0.09,193.21,1.14,398.94,135.04,55.04,4.13,47.88,43.25,73.32,8.68,21.65,17.14,6,4.35,35.06,17.64,1414.99,15.65,29.4,8.3,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,99,3796.25,,3786.25,0.52,0.28,2.14,6.19,0.15,0.68,0.46,28.09,0.09,190.12,1.06,111,101.29,40,5.45,42.23,36.23,86.56,10.73,20.97,16.61,6,3.89,26.07,20.55,1533.37,11.86,30.06,5.98,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,101,3796.42,,3786.42,0.43,0.81,1.03,5.46,0.1,0.56,0.21,32.79,0.04,224.19,0.8,111,52.86,40,5.61,31.96,35.89,64.6,6.83,16.29,13.62,6,2.64,13.35,10.38,1618.04,12.63,14.72,5.93,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,103,3796.58,,3786.58,0.57,0.54,1.94,9.53,0.16,0.61,0.47,24.21,0.09,209.43,0.87,111,92.52,65.09,5.75,29.99,32.71,57.26,7.6,11.7,11.89,6,3.49,26.92,11.12,1152.26,15.39,25.42,7.44,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,105,3796.75,,3786.75,0.45,0.29,1.96,8.74,0.14,0.82,0.45,25.44,0.08,216.17,1.01,253.83,91.94,60.58,3.54,27.4,32.06,99.65,8.4,18.09,15.54,6,3.7,32.84,10,1055.8,15.55,26.69,5.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,107,3796.92,,3786.92,0.53,0.13,1.71,7.03,0.16,0.74,0.41,25.82,0.08,202.68,0.98,111,107.86,57.56,5.72,41.96,38.03,54,8.01,19.02,15.55,6,4.11,25.7,28.14,1495.99,9.78,19.59,7.22,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,109,3797.08,,3787.08,0.52,0.4,2.76,9.82,0.25,1.11,0.63,22.69,0.12,193.54,1.26,566.89,214.48,71.1,4.88,54.58,44.19,109.32,9.31,17.79,14.14,6,4.71,39.88,19.3,1078.84,11.8,51.81,6.2,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,111,3797.25,,3787.25,0.49,0.38,2.11,7.93,0.18,0.9,0.48,26.13,0.1,201.19,1.09,111,158.56,59.16,4.86,43.46,56.48,687.4,9.91,18.43,17.04,6,3.62,28.02,10.65,1344.45,12.08,23.37,5.56,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,113,3797.42,,3787.42,0.53,0.55,3.08,9.72,0.21,1.1,0.7,22.51,0.14,202.36,1.31,666.63,201.4,73.99,4.99,65.72,48.13,102.04,11.31,15.91,15,6,5.54,48.35,26.41,1044.02,12.57,62.81,7.77,10.01,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,115,3797.58,,3787.58,0.63,0.08,2.02,9.28,0.13,0.61,0.46,22.49,0.09,205.66,0.92,111,72.16,65.59,5.21,41.32,37,61.65,8.72,17.94,15.26,6,3.83,31.66,11.2,1140.14,12.12,32.43,6.53,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,117,3797.75,,3787.75,0.52,0.48,0.42,3.32,0.03,0.45,0.14,33.99,0.02,202.58,0.8,111,33.96,40,6.09,24.92,23.45,24.46,4.59,10.69,11.19,6,2,7.85,10,824.4,9.57,5,3.73,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3788,C02,B15,119,3797.92,,3787.92,0.49,0.34,2.14,9.53,0.17,0.76,0.45,24.44,0.08,208.47,0.98,503.19,65.11,67,3.58,40.08,38.96,75.51,8.52,19.07,15.66,6,3.69,22.97,24.52,1254.98,12.26,25.9,6.61,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,1,3798.08,,3788.08,0.48,0.32,2.18,8.47,0.19,0.9,0.44,26.15,0.09,206.73,1.08,275.43,73.41,65.54,4.61,39.18,38.08,71.92,8.32,15.4,13.69,6,3.68,25.35,18.19,1301.25,9.23,26.65,5,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,3,3798.25,,3788.25,0.51,0.37,1.79,8.88,0.13,0.7,0.39,25.78,0.08,217.71,0.88,111,61.91,67.11,5.3,35.9,33.07,62.15,8.28,13.02,12.73,6,3.25,21.27,13.71,1292.47,12.56,16,6.13,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,5,3798.42,,3788.42,0.54,0.34,2.13,8.62,0.16,0.79,0.45,24.29,0.1,207.65,1.04,178.39,67.69,58.91,5.02,36.91,36.4,60.37,7.85,16.82,14.6,6,3.67,26.7,17.08,1234.07,11.4,28.03,6.56,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,7,3798.58,,3788.58,0.5,0.61,1.95,7.97,0.12,0.73,0.39,27.37,0.09,203.96,0.99,111,64.78,53.04,5.14,35.82,34.93,52.56,8,11.32,12.19,6,3.66,26.07,16.77,1436.75,14.27,14.64,5.76,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,9,3798.75,,3788.75,0.45,0.3,2.24,7.75,0.13,0.76,0.47,26.8,0.07,207.6,0.94,499.02,71.04,52.7,5.17,34.55,33.14,62.72,8,15.52,13.18,6,3.73,24.36,22.64,1354.41,13.72,29.84,6.17,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,11,3798.92,,3788.92,0.69,0.04,6.53,11.87,0.27,1.03,1.15,13.82,0.17,225.63,1.33,359.15,34.26,74.77,5.41,42.03,35.18,63.22,13.07,22.39,19.55,6,4.8,49.78,10,701.76,14.8,114.95,7.67,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,13,3799.08,,3789.08,0.5,0.72,2.66,9.34,0.16,0.76,0.56,24.66,0.09,224.7,1.02,454.55,50.32,67.73,4.96,35.21,38.7,60.77,10.37,12.91,13.5,6,3.76,29.47,12.22,1077.75,14.44,45.51,8.34,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,15,3799.25,,3789.25,0.53,0.1,2.64,9.65,0.2,0.78,0.53,22.47,0.1,217.54,1,226.83,53.32,66.6,3.93,40.03,34.79,74.23,9.46,15.18,14.32,6,3.8,29.62,15.79,1122.54,13.14,26.3,6.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,17,3799.42,,3789.42,0.56,0.16,1.96,8.96,0.16,0.75,0.43,21.82,0.1,227.18,0.97,111,57.81,66.15,4.8,32.47,34.1,51.88,7.53,11.95,12.11,6,3.31,23.04,14.77,1093.89,11.61,30.43,3.99,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,19,3799.58,,3789.58,0.49,0.2,1.67,7.96,0.08,0.71,0.38,25.25,0.08,222.65,0.92,111,51.06,60.34,5.9,35.28,34.77,51.16,7.88,13.81,12.9,6,3.26,22.91,10,1430.23,14.39,14.19,5.83,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,21,3799.75,,3789.75,0.62,0.04,1.61,7.87,0.16,0.73,0.36,23.49,0.08,199.99,0.94,111,42.54,57.04,4.46,32.96,37.1,43.35,7.8,14.81,13.35,6,3.04,22.05,10,1217.65,13.17,17.93,5.35,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,23,3799.92,,3789.92,0.48,0.56,2.65,8.19,0.16,0.95,0.54,25.34,0.13,209.49,1.24,780.51,45.34,53.15,5.38,39.1,39.89,64.57,9.51,21.04,17.97,6,4.02,31.69,14.46,1246.57,12.49,34.74,8.08,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,25,3800.08,,3790.08,0.5,0.59,1.78,7.49,0.12,0.68,0.36,27.08,0.08,222.57,0.92,153.31,45.67,51.92,5.36,18.63,32.47,48.89,6.07,18.45,14.5,6,3.25,17.63,22.99,1326.09,9.01,18.99,5.61,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,27,3800.25,,3790.25,0.48,0.4,2.02,8.01,0.14,0.68,0.43,26.31,0.08,221.4,0.94,111,52.37,48.68,4.19,22.85,33.49,46.19,7.02,16.75,14.1,6,3.47,27.19,10,1238.68,11.61,26.23,6.4,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,29,3800.42,,3790.42,0.49,0.52,2.11,7.13,0.15,0.72,0.46,26.98,0.09,213.56,1.02,228.98,36.88,51.5,3.85,22.09,32.52,52.67,6.26,12.58,11.64,6,3.28,22.84,13.33,1071.37,8.92,39.74,5.9,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,31,3800.58,,3790.58,0.59,0.16,4.26,8.75,0.26,0.81,0.75,18.83,0.16,201.21,1.17,759.01,30,59.04,5.67,25.4,31.68,55.36,9.89,17.76,15.73,6,3.73,23.62,22.89,1283.9,14.66,60.73,7.27,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,33,3800.75,,3790.75,0.57,0.04,1.95,7.29,0.17,0.97,0.41,22.35,0.1,191.94,1.25,292.16,42.32,57.36,2.92,34.04,34.86,82.19,9.03,17.23,15.42,6,3.79,23.5,24.33,1400.17,10.44,27.32,5.89,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,35,3800.92,,3790.92,0.44,0.66,2.81,9.17,0.21,1.17,0.57,23.5,0.14,202.44,1.38,648.09,67.24,69.17,5.68,34.52,41.89,68.55,10.58,25.32,20.89,6,4.38,32.14,22.87,1319.94,10.88,44.03,7.27,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,37,3801.08,,3791.08,0.63,0.04,1.96,7.85,0.18,0.71,0.42,21.4,0.1,198.62,1.06,161.53,38.81,61.13,6.83,30.4,34.46,66.14,8.35,20.39,17.04,6,3.6,25.2,15.71,1349.28,12.69,26.64,7.59,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,39,3801.25,,3791.25,0.58,0.21,2.74,9.47,0.18,0.63,0.63,21.79,0.11,210.33,0.94,348.83,30,65.77,5.27,26.25,32.16,56.86,9.63,13.48,13.35,6,4.24,39.7,10,1033.78,17.75,44.71,8.02,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,41,3801.42,,3791.42,0.62,0.39,3.93,10.57,0.22,0.96,0.86,20.04,0.15,197.74,1.27,853.69,34.35,78.18,4.08,27.75,34.1,61.85,10.9,14.12,13.83,6,4.9,47.65,10.16,931.27,12.15,58.58,6.43,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,43,3801.58,,3791.58,0.56,0.66,3.09,11.46,0.22,0.89,0.63,20.65,0.14,215.22,1.1,701.57,66.67,86.25,4.93,41.06,35.1,61.13,9.31,13.62,12.93,6,4.49,36.73,20.91,993.3,15.06,53.14,7.82,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,45,3801.75,,3791.75,0.59,0.07,2.22,9.39,0.23,0.81,0.49,21.35,0.1,211.01,1.07,607.17,47.07,79.46,4.9,30.01,35.05,54.28,8.55,12.76,12.69,6,4.09,30.86,20.01,1157.8,11.62,35.11,5.62,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,47,3801.92,,3791.92,0.55,0.04,1.78,8.54,0.17,0.78,0.38,21.46,0.09,200.9,0.97,111,43.01,63.97,4.94,31.98,35.22,69.05,9.24,11.24,11.97,6,3.64,23.75,22.06,1389.6,11.01,23.35,5.62,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,49,3802.08,,3792.08,0.61,0.18,1.72,7.87,0.1,0.84,0.35,25.28,0.09,204.66,1.03,111,64.96,63.94,4.4,24.04,30.97,44.82,6.79,15.58,13.36,6,3.41,26,10,1485.52,16.74,15.9,6.03,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,51,3802.25,,3792.25,0.45,0.45,1.8,7.86,0.12,0.71,0.36,26.93,0.08,202.94,0.9,111,72.47,64.37,6.12,34.54,36.04,57.39,6.89,11.15,11.45,6,3.82,28.88,17.53,1263.67,12.23,26.87,4.76,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,53,3802.42,,3792.42,0.46,0.26,2.42,9.4,0.17,0.81,0.53,22.57,0.11,211.08,1.05,764.35,55.54,68.32,3.99,39.44,39.11,78.97,9.26,11.67,12.54,6,4.2,38.29,10,1119.19,16.87,43.59,5.82,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,55,3802.58,,3792.58,0.51,0.58,2.6,9.83,0.2,0.83,0.54,24,0.12,205.95,1.11,351.91,68.77,72.71,4.65,36.34,36.09,67.39,8.29,19.46,15.52,6,3.9,29.97,16.32,1179.99,15.66,33.96,5.7,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,57,3802.75,,3792.75,0.47,0.56,2.56,10.25,0.19,1.06,0.51,23.21,0.13,215.99,1.21,574.7,41.32,68.91,4.87,27.47,34.89,53.24,6.8,16.06,13.63,6,3.96,34.44,11.68,1072.37,17.28,38.29,7.24,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,59,3802.92,,3792.92,0.52,0.38,2.13,9.55,0.18,0.87,0.44,24.54,0.1,196.85,1.03,276.93,54.5,64.96,3.9,31.29,34.41,59.61,9.47,14.04,13.66,6,3.68,29.88,10.12,1203.96,15.68,28.95,6.25,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,61,3803.08,,3793.08,0.49,0.47,2.5,9.26,0.15,0.91,0.51,24.92,0.1,209.46,1.1,464.73,44.39,68.96,4.39,30.22,35.99,81.76,8.42,14.7,13.6,6,3.87,30.27,13.76,1267.01,15.61,29.51,6.51,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,63,3803.25,,3793.25,0.56,1.36,9.78,15.57,0.36,3.15,2.12,3.37,0.31,175.82,2.98,111,30,79.65,26.55,35.6,33.89,45.84,16.11,33.61,23.18,6,5.49,59.34,10,519.78,19.1,217.65,6.08,16.22,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,65,3803.42,,3793.42,0.47,0.28,2.1,7.76,0.11,0.84,0.42,24.77,0.1,187.52,1.05,239.32,51.58,62.29,4.8,32.49,34.38,71.64,9.98,14.54,13.32,6,3.62,23.56,20.18,1377.74,13.28,26.97,6.92,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,67,3803.58,,3793.58,0.52,0.12,2.33,7.82,0.16,0.68,0.49,24.27,0.09,190.82,0.98,411.29,30,62.77,4.88,26.72,34.81,54.32,10.54,16.48,16.2,6,4.06,32.63,15.35,1212.69,12.41,39.99,7.6,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,69,3803.75,,3793.75,0.51,0.25,1.75,7.94,0.12,0.66,0.33,26.25,0.08,224.79,0.92,111,52.62,49.79,5.01,24.33,31.19,48.75,7.12,17.62,14.82,6,3.01,16.52,17.2,1357.46,8.07,13.11,5.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,71,3803.92,,3793.92,0.46,0.55,1.76,6.78,0.16,0.76,0.3,26.95,0.07,218.07,0.98,111,32.99,47.52,3.94,22.68,29.51,42.93,6,20.23,15.38,6,3.12,23.84,10.15,1348.04,13.38,13.63,5.17,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,73,3804.08,,3794.08,0.46,0.71,2.33,7.24,0.29,1.95,0.39,24.58,0.1,175.31,1.97,299.63,53.45,52.85,4.19,32.56,36.71,65.31,8.46,23.96,16.12,6,3.29,21.7,15.01,1348.99,11.53,25.15,6.53,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,75,3804.25,,3794.25,0.58,0.04,1.36,6.21,0.12,0.68,0.32,23.56,0.07,201.04,0.95,111,30,46.78,3.72,30.65,36.62,50.9,7.82,16.9,14.51,6,3.51,22.94,16.56,1487.8,11.75,14.18,6.03,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,77,3804.42,,3794.42,0.56,0.38,1.33,7.47,0.11,0.58,0.27,27.26,0.05,213.87,0.81,111,47.89,54.17,4.73,22.92,30.87,44.9,6.19,14.58,12.31,6,2.87,15.63,14.16,1496.59,7.84,8.83,5.79,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,79,3804.58,,3794.58,0.61,0.04,1.5,7.3,0.14,0.61,0.35,22.41,0.08,194.06,0.92,122.17,30,61.78,4.35,30.48,36.7,81.41,6.96,10.06,11.49,6,3.71,29.7,12.29,1222.91,12.28,20.36,6.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,81,3804.75,,3794.75,0.71,0.04,1.66,8.13,0.17,0.6,0.41,19.78,0.09,188.64,0.96,137,33.85,67.37,4.68,35.08,31.6,52.71,7.17,10.13,10.97,6,3.63,32.65,10,1058.05,16.92,33.96,6.33,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,83,3804.92,,3794.92,0.56,0.19,2.63,10.11,0.2,0.8,0.55,23.04,0.13,210.78,1.11,212.7,81.24,71.89,5.15,39.5,40.4,75.59,8.45,14.78,13.53,6,4.16,37.34,10.36,1075.32,17.74,40.95,6.73,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,85,3805.08,,3795.08,0.47,0.33,2.75,10.67,0.2,0.88,0.58,22.18,0.12,208.35,1.12,345.97,47.83,70.48,2.87,44.3,38.13,60.99,9.77,15.28,14.41,6,4.51,37.35,19.83,1008.88,13.4,47.38,5.99,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,87,3805.25,,3795.25,0.5,0.43,3.17,10.14,0.19,1.11,0.71,20.92,0.15,194.42,1.37,659.28,51.1,73.03,6.4,49.17,44.23,94.8,10.22,18.6,15.48,6,4.74,42.68,14.36,948.55,13.79,55.01,7.38,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,89,3805.42,,3795.42,0.55,0.38,2.28,9.5,0.18,0.79,0.51,21.03,0.11,194.58,1.04,111,50.16,66.59,5.71,48.38,43.35,72.96,9.16,15.84,14.45,6,4.2,35.74,14.3,1023.95,13.5,42.54,5.96,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,91,3805.58,,3795.58,0.66,0.04,2.14,8.67,0.18,0.79,0.5,20.8,0.11,206.62,1.07,241.51,46.02,66.76,4.79,44.72,35.87,79.51,7.42,13.62,12.4,6,3.9,30.37,16.28,1187.04,16.35,31.54,6.98,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,93,3805.75,,3795.75,0.57,0.32,2.38,9.58,0.24,0.72,0.51,22.51,0.1,199.52,1.02,444.56,69.16,62.75,6.45,37,36.39,71.91,8.63,13.95,13.28,6,4.56,37.85,21.95,1189.44,14.15,33.6,5.55,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3798,C03,B01,95,3805.92,,3795.92,0.48,0.2,1.88,8.67,0.12,0.65,0.39,23.48,0.08,213.65,0.88,226.18,53.51,64.62,4.06,30.97,34.46,69.56,9.29,8.84,11.87,6,3.66,24.6,20.07,1354.19,12.72,19.23,5.76,6,Eagle Ford,Upper Eagle Ford
