Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2
Cinco Saus,3598,C01,B11,29,3600.42,,3588.42,0.65,0.04,0.46,3.84,0.03,0.32,0.16,29.88,0.02,160.37,0.66,111,53.14,40,8.1,30.12,31.1,150.91,6.28,11.56,10.6,6,2.36,6.35,16.84,1545.31,5.25,5,3.69,6,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,31,3600.58,,3588.58,0.47,1.07,1.14,4.35,0.22,0.85,0.28,31.65,0.05,192.01,0.99,111,133.81,40,5.53,51.65,38.74,109.77,6.13,26.82,16.72,6,2.6,8.85,19.96,1407.31,11.64,5,4.3,9.36,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,33,3600.75,,3588.75,0.61,0.9,5.21,10.1,0.28,1.18,1.47,19.16,0.17,187.6,1.31,893.41,297.52,96.55,3.76,72.61,50.79,156.62,10.46,25.23,14.65,6,3.55,21.35,21.37,1286.09,10.14,38.97,7.16,10.32,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,34,3600.83,,3588.83,0.81,0.37,10.73,17.65,0.23,1.24,3.24,1.65,0.2,169.25,1.61,111,30,150.89,5.31,10.63,15.42,40.35,17.82,36.35,26.7,6,5.71,72.85,10,504.84,16,133.25,5.9,6,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,35,3600.92,,3588.92,0.79,0.41,10.33,17.15,0.24,1.33,2.87,1.41,0.24,159.14,1.8,111,41.56,122.94,7.53,15.45,19.82,92.73,20.73,37.1,31.87,6,5.57,71.92,10,205.39,17.97,284.1,9.46,8.16,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,37,3601.08,,3589.08,0.56,0.12,2,6.08,0.2,0.82,0.49,25.72,0.1,161.29,1.06,114.99,265.33,61.4,5.33,64.27,47.51,152.87,8.03,22.3,18.14,6,3.12,17.6,20.62,1390.74,11.61,10.08,5.28,8.26,Austin Chalk,AC-E
Cinco Saus,3598,C01,B11,39,3601.25,,3589.25,0.46,0.28,0.52,3.04,0.1,0.64,0.17,32.4,0.03,159.54,0.82,111,88.24,40,6.66,29.63,28.28,63.18,5.14,11.47,10.16,6,2,5,14.67,1512.72,7.3,5,3.4,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,41,3601.42,,3589.42,0.46,0.29,0.7,3.53,0.13,0.69,0.2,30.43,0.04,167.74,0.87,111,120.29,40,5.95,46.72,30.04,50.95,5.05,16.37,13.04,6,2.46,5,26.17,1626.33,1.97,5,3.32,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,43,3601.58,,3589.58,0.45,0.39,0.28,2,0.003,0.32,0.11,36.9,0.01,142.67,0.7,111,39.41,40,7.14,17.75,23.4,40.55,3.51,8.15,8.21,6,2,5.5,10,756.15,5.09,8.7,3.09,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,45,3601.75,,3589.75,0.47,0.14,0.52,3.71,0.02,0.35,0.17,32.38,0.02,171.23,0.71,111,76.5,40,6.77,36.68,36.88,114.09,6.51,16.18,13.38,6,2.39,5,21.71,1833.23,2.76,5,5.1,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,47,3601.92,,3589.92,0.48,0.3,0.73,3.69,0.1,0.44,0.22,32.05,0.04,154.73,0.83,111,123.41,40,6.48,43.9,32.31,168.13,6.94,17.11,14.06,6,2.59,5.86,23.97,1643.37,6.03,5,3.19,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,49,3602.08,,3590.08,0.5,0.16,0.15,2.47,0.003,0.27,0.11,33.82,0.01,183.02,0.69,111,37.58,40,7.21,19.56,26.74,47.76,3.96,13.1,11.36,6,2,6.26,10,750.78,8.21,7.01,2,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,51,3602.25,,3590.25,0.46,0.15,0.2,2.23,0.003,0.24,0.09,33.92,0.01,174.24,0.72,111,30,40,6.96,19.59,24.91,40.92,3.16,10.85,9.38,6,2.05,8.85,10,657.23,5.05,10.73,2.91,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,53,3602.42,,3590.42,0.32,0.54,0.04,2.87,2.72,1.18,0.13,31.9,0.03,170.59,0.76,111,60.51,40,6.56,42.49,30.93,39.13,7.37,15.19,13.36,6,2.28,5,51.73,2592.59,0.37,5,5.9,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,55,3602.58,,3590.58,0.39,0.92,1.07,4.09,0.22,1.44,0.21,31.47,0.04,159.74,0.97,111,108.86,40,5.65,55.09,32.98,52.37,5.57,20.37,15.47,6,2.37,5,30.77,1930.01,4.74,5,5.27,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,57,3602.75,,3590.75,0.45,0.66,0.18,2.03,0.003,0.42,0.1,36.88,0.01,148.19,0.79,111,30,40,6.94,20.08,26.04,25.6,4.08,9.34,9.84,6,2,6.59,10,509.88,6.75,16.13,1.97,6.66,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,59,3602.92,,3590.92,0.41,0.81,1.52,4.8,0.24,1.13,0.28,31.18,0.07,169.84,1.02,398,232.72,40,4.14,66.7,44.26,156.58,10.14,22.1,16.67,6,2.57,5,22.75,1849.11,4.56,5,4.4,9.24,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,61,3603.08,,3591.08,0.41,0.67,2,6.79,0.33,1.84,0.5,26.78,0.11,167.71,1.26,419.17,417.37,55.68,5.6,96.76,67.54,443.7,10.5,26.06,22.02,6,3.67,21.92,25.07,1123.17,7.18,31.5,5.59,15.42,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,63,3603.25,,3591.25,0.48,0.52,0.33,2.54,0.003,0.32,0.14,37.01,0.01,172.44,0.71,111,73.93,40,5.98,18.31,24.68,33.91,2.76,11.41,9.01,6,2.23,10.18,10.61,559.36,7.64,18.34,2.93,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,65,3603.42,,3591.42,0.42,0.74,0.82,4.18,0.08,0.76,0.2,33.53,0.04,167.46,0.85,111,179.79,40,5.72,120.59,69.15,306.43,10.36,30.84,20.99,6,3.59,21.62,22.63,1520.2,10.3,16.9,6.02,38.39,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,67,3603.58,,3591.58,0.38,0.68,0.23,2.82,0.003,0.5,0.09,36.39,0.01,200.12,0.7,111,61.16,40,7.84,25.78,26.03,35.23,4.72,16.59,12.73,6,2,5,10,790.67,3.63,6.78,3.11,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,69,3603.75,,3591.75,0.41,0.75,0.49,3.92,0.1,0.53,0.17,34.76,0.02,210.1,0.74,111,113.38,40,7.09,39.94,27.63,60.12,6.99,9.7,11.59,6,2.25,5,22.18,1607.57,4.3,5,4.72,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,71,3603.92,,3591.92,0.41,0.54,0.44,3.8,0.09,0.4,0.16,35.25,0.03,159.57,0.75,111,95.95,40,7.51,33.44,36.48,119.23,6.38,13.42,12.21,6,2.45,5,22.8,2224.94,2.75,5,4.28,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,73,3604.08,,3592.08,0.45,0.27,0.06,1.95,0.003,0.35,0.09,37.08,0.01,168.28,0.73,111,45.34,40,6.84,20.19,23.58,38.92,3.1,11.56,9.45,6,2,6.45,10,644.06,10.2,11.72,1.59,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,75,3604.25,,3592.25,0.39,0.88,1.87,5.92,0.3,1.58,0.44,29.41,0.08,157.65,1.04,243.78,276.95,54.88,6.09,77.39,53.56,263.28,9.88,18.59,15.2,6,3.5,19.21,22.91,1612.04,8.56,5,5.94,10.13,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,77,3604.42,,3592.42,0.31,1.37,0.55,3.6,0.18,1.91,0.13,34.03,0.02,179.18,0.77,111,80.58,40,7.94,36.64,32.6,40.23,7.19,14.24,12.86,6,2.32,5,27.77,2644.99,2.92,5,2.61,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,79,3604.58,,3592.58,0.37,0.75,0.28,2.52,0.003,0.69,0.11,37.48,0.02,170.42,0.84,111,41.94,40,6.03,23.75,25.73,25.21,3.75,15.17,11.91,6,2,8.95,10,544.88,9.15,16.48,2.6,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,81,3604.75,,3592.75,0.34,2.93,4.53,12.64,0.5,2.29,0.86,21.26,0.27,181.07,1.85,2382.52,527.61,82.07,1.42,143.32,67.64,103.06,10.67,33.51,16.23,6,3.58,24.07,19.62,1171.43,8.47,38.69,4.32,39.2,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,83,3604.92,,3592.92,0.39,0.66,0.48,5.54,0.003,0.7,0.13,32.76,0.03,191.19,0.74,111,103.8,40,6.18,37.44,34.17,42.83,7.18,13.57,12.5,6,2.45,5,26.27,2080.08,0.6,5,3.16,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,85,3605.08,,3593.08,0.47,0.18,0.18,2.35,0.01,0.5,0.1,34.36,0.01,162.01,0.85,111,30,40,6.94,14.95,24.16,31.78,2.88,13.73,11.65,6,2,5.56,10,534.27,7.52,13.25,3.5,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,87,3605.25,,3593.25,0.45,0.38,1.04,5.16,0.19,0.67,0.26,30.06,0.06,174.44,0.95,111,224.82,40,5.35,56.43,45.56,273.34,7.7,20.51,16.49,6,2.82,7.86,27.51,1516.78,3.4,5,4.8,11.82,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,89,3605.42,,3593.42,0.42,0.37,1.07,5.51,0.14,0.73,0.27,31.17,0.05,169.53,0.88,111,217.37,42.9,6.28,54.76,46.73,204.24,8.15,16.07,14.01,6,2.8,8,26.97,1649.21,7.18,5,3.97,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,91,3605.58,,3593.58,0.4,0.85,0.77,5.49,0.21,1.28,0.19,31,0.04,173.13,0.91,111,138.46,40,6.4,65.06,39.26,51.33,5.99,16.12,13.25,6,2.44,5,23.63,2004.26,5.31,5,5.41,9.97,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,93,3605.75,,3593.75,0.41,0.8,1.48,6.39,0.47,1.98,0.37,24.55,0.1,161.8,1.34,111,318.68,61.7,5.49,109.93,51.5,111.04,7.4,33.4,21.77,6,3,13.56,21.39,1331.34,8.94,12.5,5.81,32.46,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,95,3605.92,,3593.92,0.55,0.04,0.6,4.62,0.02,0.46,0.19,29.75,0.03,166.7,0.75,111,162.28,40,6.61,26.07,25.16,44.63,5.24,10.9,10.88,6,2.06,5,14.37,1115.49,2.25,5,1.86,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,97,3606.08,,3594.08,0.48,0.04,0.18,2.86,0.003,0.29,0.1,33.04,0.01,184.79,0.71,111,56.39,40,7.17,19.3,24.85,56.19,3.98,9.58,10.5,6,2,7.42,10,664.52,4.72,10.13,2.69,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,99,3606.25,,3594.25,0.35,0.48,0.62,5.1,0.06,0.56,0.18,32.51,0.04,179.71,0.72,111,186.61,40,7.51,20.33,25.91,51.5,5.05,13.65,11.63,6,2,7.05,10,1185.98,5.53,5,3.37,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,101,3606.42,,3594.42,0.58,0.39,3.46,11.93,0.34,1.55,0.9,16.77,0.23,141.86,1.7,1815.8,963.82,57.52,7.81,224.47,104.63,286.5,14.37,37.84,24.28,6,5.24,43.7,25,751.35,11.17,85.05,8.88,86.26,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,103,3606.58,,3594.58,0.42,0.14,0.3,2.9,0.003,0.39,0.11,35.02,0.02,162.68,0.73,111,67.95,40,6.62,22.12,22.03,30.09,3.97,12.59,10.63,6,2,7.49,10,643.83,7.98,9.89,2.71,10.14,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,105,3606.75,,3594.75,0.42,0.52,1.18,6.49,0.2,0.99,0.24,29.16,0.07,166.09,1.11,111,263.09,40,4.71,84.52,52.89,151.87,8.17,29.64,23.3,6,2.93,11.31,22.95,1532.18,9.62,5,5.72,27.01,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,107,3606.92,,3594.92,0.36,0.74,0.16,2.76,0.003,0.83,0.09,37.3,0.01,164.78,0.76,111,56.11,40,6.22,21.3,26.15,41.04,4.17,13.86,11.73,6,2,8.18,10,940.84,6.16,5,2.48,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,109,3607.08,,3595.08,0.42,0.7,0.09,2.27,0.003,0.49,0.08,37.3,0.01,155.64,0.76,111,45.8,40,6.68,22.97,25.32,35.2,3.19,11.41,9.66,6,2,5,10,628.86,4.56,6.7,3.28,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,111,3607.25,,3595.25,0.4,0.92,1.9,6.25,0.2,1.72,0.45,28.55,0.11,144.26,1.47,661.2,581.86,47.42,3.27,139.75,59.13,212.47,11.93,21.07,16.95,6,3.19,12.17,27.79,1350.84,5.28,18.62,4.88,33.07,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,113,3607.42,,3595.42,0.4,0.91,0.51,4.18,0.36,0.8,0.14,34.07,0.03,167.83,0.78,111,152.65,40,6.62,41.34,32.64,52.47,6.37,16.78,13.85,6,2.31,5,32.08,2237.38,1.31,5,4.76,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,115,3607.58,,3595.58,0.42,0.81,1.15,5.75,0.23,1.47,0.21,30.22,0.05,168.18,0.93,111,179.32,41.41,7.18,61.83,36.81,85.27,6.84,20.18,15.71,6,2.77,5,32.23,1844.07,3.28,5,4.36,11.79,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,117,3607.75,,3595.75,0.47,0.44,1.43,4.76,0.15,0.64,0.32,32.01,0.04,165.42,0.91,111,201.24,40,6.04,58.52,39.64,80.07,11.86,16.05,16.65,6,2.68,5.05,24.72,1912.32,5.16,5,6.14,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3598,C01,B11,119,3607.92,,3595.92,0.43,0.76,1.81,5.83,0.24,0.95,0.38,26.9,0.1,168.17,1.23,352.76,264.57,40,2.3,85.34,50.24,120.03,10.13,31.47,21.44,6,3.14,15.26,21.22,1517.46,4.54,11.84,5.85,20.2,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,1,3608.08,,3596.08,0.47,0.32,0.26,2.54,0.003,0.49,0.1,33.19,0.01,159.19,0.8,111,38.14,40,6.68,22.21,22.62,37.34,3.75,18.12,13.38,6,2,5,10,705.57,5.19,6.61,2.08,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,3,3608.25,,3596.25,0.52,0.37,1.19,6.6,0.2,0.95,0.29,25.44,0.07,176.23,1.05,184.28,239.21,55.38,4.98,148.35,74.22,295.81,11.6,30.8,22.25,6,4.06,25.33,29.22,1087.61,8.35,51.5,6.4,41.34,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,5,3608.42,,3596.42,0.51,0.44,0.68,3.37,0.07,0.35,0.21,32.31,0.02,223.81,0.71,111,78.5,40,6.85,25.79,25.75,46.78,5.56,13.21,11.58,6,2,5,10.49,962.6,2.46,7.34,1.5,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,7,3608.58,,3596.58,0.34,0.53,0.67,2.82,0.003,0.51,0.2,36.9,0.02,191.78,0.79,111,47.13,40,6.61,12.68,22.02,47.09,4.1,16.41,12.73,6,2,10.5,10,503.25,8.03,22.1,4.03,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,9,3608.75,,3596.75,0.58,0.04,1.05,3.32,0.03,0.34,0.35,30.97,0.03,175.08,0.71,111,30,40,6.41,16.65,23.53,33.84,7.89,23.07,17.25,6,2.48,17.07,10,551.85,14.25,61.71,5.94,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,11,3608.92,,3596.92,0.52,1.1,5.05,15.51,0.34,1.55,0.91,13.77,0.2,173.22,1.7,883.01,689.3,92.88,5.06,166.25,74.98,306.32,13.93,31.38,23.35,6,4.06,31,21.1,614.18,10.88,74.6,9.43,57.17,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,13,3609.08,,3597.08,0.47,0.64,1.3,7.5,0.35,0.99,0.24,24.45,0.07,186.2,1.07,111,127.92,59.51,4.55,92.3,43.3,66.73,6.14,25.36,18.23,6,2.54,5.05,26.73,1408.26,11.3,5,6.34,17.65,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,15,3609.25,,3597.25,0.46,0.72,0.96,5.89,0.26,1.06,0.17,27.08,0.04,208.63,0.83,111,94.41,42.16,3.58,128.27,54.81,142.96,10,26.1,17.61,6,2.95,8.88,30.33,1271.05,10.38,25.77,7.26,27.35,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,17,3609.42,,3597.42,0.34,0.84,2.02,5.28,0.28,1.87,0.25,29.61,0.1,186.11,0.98,443.43,102.37,51.39,1.13,194.23,85.1,109.8,20.7,26.1,17.05,6,4.76,31.66,34.33,1145.51,7.92,60.58,15.62,32.69,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,19,3609.58,,3597.58,0.4,1.04,0.84,4.48,0.06,0.57,0.16,33.2,0.04,192.9,0.84,111,117.39,40,5.02,40.03,36.76,111.75,7.9,17.73,14.58,6,2.4,5,24.16,2098.73,4.39,5,5.39,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,21,3609.75,,3597.75,0.56,0.83,5.85,10.96,0.31,1.57,1.68,17.4,0.25,138.81,2.17,1230.8,106.08,92.8,6.24,74.92,57.34,165.29,18.23,37.05,23.45,6,6.2,57.88,23.59,849.23,16.38,77.63,10.7,6.13,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,23,3609.92,,3597.92,0.44,0.86,0.92,3.22,0.003,0.45,0.19,35.54,0.02,183.51,0.78,111,51.49,40,5.43,15.39,23.89,32.5,4.45,13.33,12.01,6,2.04,12.33,10,512.31,9.5,21.95,3.71,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,25,3610.08,,3598.08,0.4,1.16,3.38,11.89,0.52,1.76,0.64,20.54,0.17,159.02,1.71,1493.34,752.23,75.44,5.14,210.07,96.98,506.79,14.9,33.79,26.02,6,4.44,29.45,34.49,893.68,13.97,62.58,7.14,60.7,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,27,3610.25,,3598.25,0.34,1.5,0.4,3.17,0.17,1.71,0.09,36.37,0.02,179.85,0.7,111,57.8,40,1,211.07,85.57,98.95,12.51,33.57,25.18,6,3.29,10.4,32.62,1500.67,7.1,17.59,6.94,11.6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,29,3610.42,,3598.42,0.36,0.62,0.42,4.41,0.14,1.47,0.1,32.88,0.02,177.54,0.76,111,68.57,40,7.46,33.74,28.9,37.1,6.61,17.52,14.28,6,2.12,5,31.45,1999.59,2.25,5,5.84,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,31,3610.58,,3598.58,0.31,0.95,1.64,9.35,0.92,2.96,0.32,22.97,0.11,185.52,1.42,414.68,454.38,79.93,4.45,316.9,90.99,148.1,6.04,22,15.75,6,2.88,5,34.41,1750.82,5.29,5,5.6,25.49,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,33,3610.75,,3598.75,0.27,1.9,2.31,7.56,0.68,2.88,0.37,25.71,0.19,172.01,2.03,1436.15,432.53,57.69,5.02,148.15,48.56,58.9,8.62,20.86,14.56,6,2.62,5,30.21,1825.29,2.85,5,4.94,16.17,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,35,3610.92,,3598.92,0.43,1.99,2.36,7.08,0.42,1.94,0.45,25.95,0.14,167.18,1.57,763.87,356.86,60.98,4.51,258.43,91.5,129.37,11.18,30.98,23.41,6,4.14,26.07,29.46,1167.42,8.52,51.31,7.78,65.33,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,37,3611.08,,3599.08,0.41,0.5,0.65,4.67,0.26,0.97,0.12,31.88,0.03,183.59,0.84,111,46.63,40,7.49,43.12,34.2,66.2,6.3,12.58,11.99,6,2.25,5,22.62,2289.69,2.71,5,3.05,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,39,3611.25,,3599.25,0.32,1.2,0.56,4.67,0.24,2.29,0.14,31.66,0.04,192.04,0.78,111,70.24,40,5.44,74.99,35.26,36.13,8.69,15.84,14.29,6,2.34,5,22.22,2132.54,1.45,5,3.89,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,41,3611.42,,3599.42,0.36,1.18,0.46,4.95,0.16,1.56,0.12,33.5,0.02,239.88,0.75,111,70.78,40,6.37,65.09,30.18,40.19,7.56,11.3,10.7,6,2.15,6.22,14.16,1300.17,5.6,5,3.45,9.89,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,43,3611.58,,3599.58,0.38,0.99,0.12,2.55,0.003,0.97,0.09,37.17,0.01,198.58,0.81,111,30,40,6.55,26.68,25.54,23.79,2.23,14.15,11.47,6,2,8.23,10,618.84,9.62,11.94,2.89,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,45,3611.75,,3599.75,0.42,0.6,0.17,2.41,0.003,0.54,0.08,36.76,0.01,176.09,0.82,111,44.94,40,6.94,25.14,24.85,23.79,3.8,13.02,10.93,6,2,7.04,10,918.2,7.16,5,2.61,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,47,3611.92,,3599.92,0.36,0.67,0.74,3.93,0.01,0.63,0.15,35.64,0.03,255.24,0.76,111,103.81,40,5.46,26.62,27.49,26.61,4.32,15.05,12.36,6,2,6.11,10,736,5.38,15.01,2.48,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,49,3612.08,,3600.08,0.34,1.48,1.09,6.89,0.4,0.99,0.19,29.88,0.05,185.88,1.08,111,142.03,52.31,4.47,102.2,46.21,121.7,7.02,18.85,14.63,6,2.56,6.8,21.95,1620.73,10.19,5,3.89,24.18,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,51,3612.25,,3600.25,0.59,0.59,8.05,13.32,0.42,1.18,1.18,12.05,0.33,176.45,1.43,1849.46,192.64,72.78,10.3,59.58,37.14,64.01,16.19,16.06,16.82,6,3.44,32.99,10,496.94,19.35,239.8,10.83,23.09,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,53,3612.42,,3600.42,0.42,2.15,1.87,6.96,0.2,1.28,0.29,28.98,0.07,207.77,1.13,116.83,193.64,59.83,4.89,160.8,54.64,51.03,7.22,20.42,15.51,6,2.77,11.47,19.92,1335.14,10.49,5,5.63,40.6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,55,3612.58,,3600.58,0.43,0.99,1.64,7.65,0.38,1.64,0.31,28.15,0.1,189.34,1.33,592.16,270.48,59.12,6.14,284.53,87.11,182.03,11.43,24.25,19.09,6,3.51,17.98,25.77,1268.8,8.21,31.37,7.83,86.77,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,57,3612.75,,3600.75,0.39,1.44,1.24,6.51,0.27,1.17,0.23,29.24,0.07,194.72,1.06,268.58,162.88,49.11,5.52,74.07,39.45,64.85,8.66,19.88,15.78,6,2.65,5.83,26.09,1673.62,6.38,5,4.85,18,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,59,3612.92,,3600.92,0.42,1.57,0.92,6.61,0.12,0.76,0.19,30.37,0.05,227.57,0.91,111,121.76,46.91,2.99,75.15,38.49,116.71,7.43,18.36,13.68,6,2.88,13.28,20.9,1387.28,6.62,8.76,5.4,23.21,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,61,3613.08,,3601.08,0.5,1.46,1.06,5.76,0.18,1.03,0.21,25.97,0.06,218.89,1.03,111,94.99,50.33,3.51,66.82,37.19,90.17,5.8,19.96,14.67,6,2.65,14,13.95,1353.73,6.38,5,3.8,24.62,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,63,3613.25,,3601.25,0.43,0.6,0.57,3.6,0.003,1.18,0.13,31.1,0.03,205.36,0.87,111,30,40,4.81,26.18,27.6,31.89,5.66,16.45,13.13,6,2.05,5,16.34,1158.29,5.08,6.77,2.92,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,65,3613.42,,3601.42,0.42,0.48,0.31,4.36,0.003,0.45,0.09,34.86,0.01,230.75,0.67,111,45.06,40,5.87,27.41,24.16,23.67,3.81,13.44,11.4,6,2,5,11.13,914,6.13,5.44,2.69,8.05,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,67,3613.58,,3601.58,0.39,0.78,0.36,3.45,0.003,1.07,0.1,35.47,0.02,187.25,0.83,111,50.03,40,6.79,21.13,23.92,24.68,4.63,13.43,11.77,6,2,7.1,10,598.51,4.2,16.06,1.84,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,69,3613.75,,3601.75,0.37,0.9,0.75,4.85,0.28,1.13,0.14,32.23,0.03,194.45,0.79,111,102.73,44.63,4.74,49.45,33.13,45.69,6.23,13.49,12.33,6,2.22,5,28.54,2093.49,0.63,5,4.05,6,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,71,3613.92,,3601.92,0.36,1.22,2.07,7.68,0.59,1.25,0.29,26.99,0.12,169.02,1.27,242.25,319.45,59.68,4.12,105.46,55.31,204.11,12.57,28.11,17.57,6,3.2,12.59,26.62,1484.51,6.33,35.45,7.11,39.54,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,73,3614.08,,3602.08,0.36,0.62,0.93,5.92,0.25,1.01,0.14,31.8,0.06,205.85,0.92,111,142.95,45.19,5.5,75.12,38.34,81.07,7.73,21.64,16.91,6,2.22,5,32.69,1912.95,0,5,4.17,12.83,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,75,3614.25,,3602.25,0.34,1.06,1.28,8.12,0.25,1.87,0.19,26.83,0.06,188.94,1.08,111,189.13,61.39,4.17,173.43,61.38,114.42,7.69,21.21,15.34,6,2.98,12.82,24.91,1330.34,6.52,8.88,5.71,64.86,Eagle Ford,Upper Eagle Ford
Cinco Saus,3608,C01,B12,77,3614.42,,3602.42,0.38,0.72,0.19,2.79,0.003,0.83,0.09,37.04,0.01,167.09,0.82,111,54.8,40,5.18,23.06,26.34,37.97,4.95,11.62,10.55,6,2,5,10,507.52,6.92,17.08,1.75,7.14,Eagle Ford,Upper Eagle Ford
