,Unnamed: 0,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_train,Chemofacies_NN,Prob1,Prob2,Prob3,Prob4,Prob10,Prob20
631,631,Cinco Saus,3708,C02,B07,55,3712.58,,3699.58,0.64,0.04,1.49,5.61,0.12,0.57,0.4,25.31,0.08,181.35,0.9,111.0,94.31,57.7,6.15,47.31,44.27,130.55,10.18,20.39,25.0,6,3.65,28.24,10.8,1419.52,13.89,9.44,5.23,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.1669591915958581,-1.1482491319502732,,4.0,0.00010502703723844777,4.697160315064818e-06,1.2813087707294704e-05,0.9998739934983554,3.227820910762035e-06,2.413954730414005e-07
632,632,Cinco Saus,3708,C02,B07,57,3712.75,,3699.75,0.55,0.04,1.57,6.26,0.11,0.7,0.44,24.39,0.09,179.34,0.97,311.55,56.12,56.93,3.87,50.04,37.47,48.88,6.0,17.15,25.0,6,3.76,29.77,10.44,1344.63,12.55,19.14,5.87,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.1073386031215343,-1.6657224353436748,,4.0,7.502173978527281e-05,3.176309622358784e-06,5.282502059998405e-06,0.9999148645714875,1.5471971019717136e-06,1.0767994312984676e-07
633,633,Cinco Saus,3708,C02,B07,59,3712.92,,3699.92,0.41,0.33,1.29,6.0,0.06,0.57,0.33,30.1,0.06,214.4,0.76,111.0,74.28,40.0,4.52,27.7,34.44,59.82,6.17,12.06,25.0,6,3.03,20.21,10.0,1512.0,10.09,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-2.785248617882917,-1.11242489293144,,4.0,0.41690253745153394,6.086905933875417e-08,8.258610072425411e-07,0.5828861929058266,0.0002071776688785323,3.2052436944713308e-06
634,634,Cinco Saus,3708,C02,B07,61,3713.08,,3700.08,0.45,0.3,1.19,4.7,0.11,1.71,0.3,26.83,0.05,137.47,2.09,111.0,52.0,48.63,14.04,54.73,43.43,71.94,8.24,24.9,25.0,6,3.09,16.54,17.04,1454.5,6.23,8.14,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.4777509267611927,0.6397174288404498,,4.0,3.455508166452506e-05,2.0479988986545478e-07,4.752932631516382e-06,0.999959223660821,1.2394342435699468e-06,2.409074956389076e-08
635,635,Cinco Saus,3708,C02,B07,63,3713.25,,3700.25,0.49,0.3,1.6,6.17,0.18,1.05,0.41,26.92,0.09,174.78,1.24,111.0,64.5,45.56,4.4,63.59,42.93,82.21,7.73,24.53,25.0,6,3.46,20.35,18.68,1458.42,10.82,18.51,5.36,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.1944704888801493,0.1771594458799463,,4.0,1.7426385097288434e-05,1.6980409605948488e-07,1.0100117313343467e-06,0.9999810787484704,3.0771511856187065e-07,7.335486474994178e-09
636,636,Cinco Saus,3708,C02,B07,65,3713.42,,3700.42,0.5,0.15,0.86,4.51,0.08,0.88,0.22,30.75,0.04,178.78,1.09,111.0,35.28,40.0,5.19,53.06,36.5,52.22,8.13,16.24,25.0,6,2.91,14.03,18.79,1333.83,6.68,5.0,5.0,11.61,Eagle Ford,Upper Eagle Ford,False,1,-2.2764142469171507,0.2475659910074406,,4.0,0.02133346604249565,6.145911681699951e-07,1.3693232428810337e-06,0.978604964728668,5.856506403603445e-05,1.0202503891315124e-06
637,637,Cinco Saus,3708,C02,B07,67,3713.58,,3700.58,0.34,0.61,0.81,4.17,0.07,1.04,0.18,32.48,0.03,224.37,1.07,111.0,55.25,40.0,5.35,38.47,30.52,30.11,6.0,15.74,25.0,6,2.38,14.8,10.0,1001.81,7.45,8.74,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.375653516171106,-0.3311075482611175,,1.0,0.8038169084598096,4.107076557673684e-08,7.271562658951623e-05,0.008983337731400408,0.18647066090959147,0.000656336201843501
638,638,Cinco Saus,3708,C02,B07,69,3713.75,,3700.75,0.55,0.09,0.76,4.31,0.05,0.63,0.23,30.13,0.04,201.52,0.9,111.0,30.0,40.0,4.18,32.43,31.04,30.5,6.0,15.52,25.0,6,2.39,15.35,10.0,821.71,7.35,17.41,5.0,6.14,Eagle Ford,Upper Eagle Ford,False,2,-3.0000324051811007,-1.0015561978907397,,10.0,0.34437439062507913,8.940104731609421e-06,0.001948668648478914,0.13383126688616903,0.5157451248950902,0.0040916088404511245
639,639,Cinco Saus,3708,C02,B07,71,3713.92,,3700.92,0.48,0.1,0.31,2.89,0.003,0.44,0.13,32.52,0.02,198.42,0.81,111.0,30.0,40.0,5.26,22.2,26.42,30.83,6.0,10.15,25.0,6,2.0,5.81,10.0,669.86,5.0,14.54,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.6008861639242085,-0.845276030914357,,10.0,0.10893606574890399,1.6945696538669545e-08,0.00021219128358293375,0.0011431601381361916,0.8886335874665655,0.0010749784171147012
640,640,Cinco Saus,3708,C02,B07,73,3714.08,,3701.08,0.44,0.66,1.76,6.4,0.17,1.05,0.42,29.88,0.08,190.02,1.18,111.0,123.03,48.2,3.98,74.8,41.69,55.04,9.36,18.61,25.0,6,3.48,17.89,24.28,1410.0,7.17,13.13,6.09,10.38,Eagle Ford,Upper Eagle Ford,False,1,-0.059845938118118,0.5183058329491272,,4.0,0.0001375657595459847,4.553204749773883e-07,2.634642870570573e-06,0.9998557584195422,3.529148564441846e-06,5.6709001703092984e-08
641,641,Cinco Saus,3708,C02,B07,75,3714.25,,3701.25,0.45,0.4,1.77,6.22,0.11,1.01,0.42,28.62,0.09,183.03,1.12,111.0,164.4,41.61,6.37,75.23,45.32,62.58,8.84,22.48,25.0,6,3.67,23.04,21.39,1353.14,9.51,21.03,6.39,13.25,Eagle Ford,Upper Eagle Ford,False,1,0.1866965856760727,0.3429030462032479,,4.0,0.00030280166298677535,1.8558203254189942e-06,4.192531557684012e-06,0.9996826096045074,8.345614154974583e-06,1.9476646782419396e-07
642,642,Cinco Saus,3708,C02,B07,77,3714.42,,3701.42,0.48,0.48,1.36,5.39,0.07,0.75,0.32,30.52,0.06,175.88,0.99,111.0,161.03,40.33,5.85,52.74,39.44,113.73,9.7,20.39,25.0,6,3.07,17.55,13.3,1751.85,10.51,5.0,5.49,6.0,Eagle Ford,Upper Eagle Ford,False,1,-1.3230899252902666,0.184864499264005,,4.0,0.00029121184967567605,2.8514319738356793e-08,2.2348411313555217e-07,0.9997060966779898,2.4294264982983527e-06,1.004740337024351e-08
643,643,Cinco Saus,3708,C02,B07,79,3714.58,,3701.58,0.46,0.04,1.21,4.83,0.24,0.59,0.34,28.78,0.07,181.47,0.9,111.0,138.92,43.55,5.18,53.85,37.89,45.08,8.15,25.77,25.0,6,3.42,16.31,24.36,1703.09,11.96,41.28,5.49,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.6611447230319069,0.308133504851096,,4.0,2.3474946820161325e-05,1.0008949538135127e-09,1.3695716613012151e-08,0.9999763925028775,1.1766750569665193e-07,1.8618511962533113e-10
644,644,Cinco Saus,3708,C02,B07,81,3714.75,,3701.75,0.5,0.33,3.18,9.15,0.29,1.49,0.72,22.38,0.17,150.17,1.55,1352.31,438.61,80.42,5.38,81.42,68.59,411.05,12.81,25.66,25.0,6,4.62,37.56,19.87,1106.98,13.97,48.66,6.84,9.94,Eagle Ford,Upper Eagle Ford,False,3,7.216879728597832,0.384391743364596,,3.0,2.1356629883962327e-12,2.198364373218485e-05,0.9999705660225531,1.2794429051886546e-10,3.644418760504971e-14,7.450203598345571e-06
645,645,Cinco Saus,3708,C02,B07,83,3714.92,,3701.92,0.57,0.15,1.61,6.24,0.11,0.85,0.4,27.61,0.08,165.32,1.01,111.0,273.21,58.72,4.98,62.64,51.94,211.41,9.02,21.43,25.0,6,3.94,23.67,25.83,1530.24,8.92,11.2,6.83,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.9030830240771086,0.9887611708823976,,4.0,1.7823698263143817e-05,4.811245604527025e-06,0.0001870568227337748,0.9997890238886635,1.0489224776130813e-06,2.3542225745988294e-07
646,646,Cinco Saus,3708,C02,B07,87,3715.25,,3702.25,0.5,0.29,2.17,7.04,0.19,1.06,0.53,26.0,0.11,157.89,1.23,935.08,365.75,69.24,3.7,62.73,50.01,155.49,9.53,19.24,25.0,6,3.19,9.24,30.79,2079.37,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,1.4413290552812947,1.308864119497582,,4.0,1.3741435459914794e-06,2.3927152877239424e-07,0.001118723759582787,0.9988794216019699,1.9971100457568194e-07,4.1512368013977095e-08
647,647,Cinco Saus,3708,C02,B07,89,3715.42,,3702.42,0.48,0.04,0.86,4.28,0.05,0.6,0.22,28.67,0.04,177.08,0.83,111.0,125.76,40.0,7.06,45.16,35.34,49.48,6.58,20.12,25.0,6,2.63,5.71,23.63,1886.43,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.196663314202968,0.9068010214745822,,4.0,0.002778459837340392,5.117819996627472e-10,6.249788759175073e-08,0.9972175865899617,3.885227023523141e-06,5.3360047135145195e-09
648,648,Cinco Saus,3708,C02,B07,91,3715.58,,3702.58,0.48,0.31,1.99,6.87,0.15,0.94,0.46,27.61,0.09,157.18,1.13,316.68,219.4,56.83,5.76,51.88,45.84,121.88,8.34,19.07,25.0,6,3.58,28.04,10.0,1585.34,10.96,5.0,5.94,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.4920716059443533,-0.4262818294961936,,4.0,1.675161388520702e-05,3.393146002994574e-07,1.2637123067945174e-06,0.9999813216272152,3.135307487436073e-07,1.020124385081554e-08
649,649,Cinco Saus,3708,C02,B07,93,3715.75,,3702.75,0.49,0.23,1.28,5.42,0.14,0.9,0.34,28.71,0.08,180.8,1.06,111.0,147.06,40.0,5.32,57.09,40.15,87.23,7.79,18.94,25.0,6,3.11,13.07,22.08,1858.18,8.24,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-1.3111894712103576,0.6352329124183176,,4.0,5.660935249269835e-06,8.463522545897796e-10,2.4179548858950516e-08,0.9999942712187369,4.2722490135601916e-08,9.762255896291317e-11
650,650,Cinco Saus,3708,C02,B07,95,3715.92,,3702.92,0.44,0.29,0.34,3.46,0.003,0.61,0.1,31.96,0.01,164.88,0.94,111.0,30.0,40.0,5.15,22.28,26.28,30.82,6.0,17.14,25.0,6,2.0,5.0,10.0,921.24,6.12,5.0,5.0,7.01,Eagle Ford,Upper Eagle Ford,False,2,-4.312098877199298,-0.0309731609997277,,1.0,0.9008506972697198,6.5798765116370775e-09,1.8744843383884935e-05,0.003959757668252501,0.09490397271506006,0.00026682092370719284
651,651,Cinco Saus,3708,C02,B07,97,3716.08,,3703.08,0.47,0.21,0.21,2.47,0.003,0.53,0.1,34.22,0.01,189.19,0.85,111.0,30.0,40.0,6.18,20.77,25.85,28.45,6.0,10.88,25.0,6,2.03,9.96,10.0,814.53,7.97,6.51,5.0,8.45,Eagle Ford,Upper Eagle Ford,False,2,-4.668052579360661,-0.7846431349401395,,10.0,0.22866392264478858,1.6401435972866797e-08,0.00016010750800601222,0.0019152719478775077,0.7682265043148178,0.001034177183074205
652,652,Cinco Saus,3708,C02,B07,99,3716.25,,3703.25,0.49,0.04,0.55,4.7,0.003,0.48,0.17,28.09,0.03,198.21,0.74,111.0,33.68,40.0,5.99,38.65,33.23,49.5,6.02,17.97,25.0,6,2.8,15.09,15.61,1431.7,5.38,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.556986877044501,-0.1247880892397761,,4.0,0.20554753128712067,3.640354577573871e-08,4.6288070110815454e-07,0.7943438166244087,0.00010715341945106174,9.993847727883005e-07
653,653,Cinco Saus,3708,C02,B07,101,3716.42,,3703.42,0.51,0.42,1.56,5.36,0.12,0.78,0.4,28.75,0.07,172.02,1.08,111.0,228.55,40.0,6.74,57.54,46.3,321.15,8.64,17.08,25.0,6,3.3,19.14,18.01,1628.04,6.76,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.4998686589553724,1.21543046712311,,4.0,4.281272739024501e-06,8.849499819210255e-08,4.700461899350838e-06,0.9999907317721033,1.9262743887808994e-07,5.3708212987968665e-09
654,654,Cinco Saus,3708,C02,B07,103,3716.58,,3703.58,0.5,0.18,0.61,3.5,0.02,0.43,0.16,32.19,0.03,229.31,0.78,111.0,63.94,40.0,6.19,27.08,28.8,51.3,6.63,12.46,25.0,6,2.13,7.41,10.27,1041.82,5.33,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.314936288318887,-0.8026696198285086,,1.0,0.9476609129277844,3.0397641722328905e-08,1.3500489278240652e-05,0.028243174197244116,0.023943866680622112,0.000138515307429118
655,655,Cinco Saus,3708,C02,B07,105,3716.75,,3703.75,0.5,0.09,0.81,4.34,0.05,0.59,0.19,30.89,0.04,174.23,0.81,111.0,131.72,40.0,6.64,24.0,34.48,152.24,6.0,13.59,25.0,6,2.2,5.55,14.72,1396.12,5.62,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.481308329340901,0.4113137468908467,,1.0,0.801943438381933,3.866925223570393e-08,7.820872314729915e-07,0.19772957997068605,0.0003201486636502741,6.012227246650876e-06
656,656,Cinco Saus,3708,C02,B07,107,3716.92,,3703.92,0.49,0.46,1.19,5.81,0.12,0.7,0.31,29.53,0.06,180.58,0.98,111.0,200.11,42.95,5.67,53.84,48.37,109.37,8.92,17.19,25.0,6,3.62,18.64,29.63,1643.34,7.35,5.0,5.79,8.14,Eagle Ford,Upper Eagle Ford,False,1,-0.9580279331683796,1.0099335919469157,,4.0,4.038539945472072e-05,5.0900874492864523e-08,4.0148160103687886e-07,0.9999585191389998,6.378289111942572e-07,5.2501586035049305e-09
657,657,Cinco Saus,3708,C02,B07,109,3717.08,,3704.08,0.63,0.12,3.42,9.77,0.24,1.28,0.87,19.14,0.17,137.53,1.6,634.81,396.93,93.58,4.89,78.49,60.56,103.71,15.23,23.69,25.0,6,6.25,59.34,23.18,911.84,13.83,77.75,7.66,11.77,Eagle Ford,Upper Eagle Ford,False,3,8.072005700719615,-2.06291262100569,,2.0,2.617251928420612e-08,0.9928315522639535,0.004624121474629319,1.347622801968717e-10,2.161666328512098e-12,0.002544299951973975
658,658,Cinco Saus,3708,C02,B07,113,3717.42,,3704.42,0.42,0.36,1.67,5.86,0.2,0.97,0.38,28.32,0.08,183.44,1.14,111.0,219.9,48.51,4.73,77.36,54.68,75.82,10.69,28.44,25.0,6,3.81,20.37,28.7,1631.72,9.55,9.88,7.06,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.8601047634191569,1.4113583847360784,,4.0,2.911098136473704e-05,2.1859866326493966e-06,0.0002798256717159988,0.9996861369431957,2.4528253248366606e-06,2.8759176596160055e-07
659,659,Cinco Saus,3708,C02,B07,115,3717.58,,3704.58,0.51,0.12,0.47,3.17,0.003,0.46,0.12,31.93,0.03,173.54,0.8,111.0,63.82,40.0,5.74,30.99,30.54,42.04,6.44,14.22,25.0,6,2.34,5.0,24.76,2262.81,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.294416832734125,0.6322661466806049,,4.0,0.003262401903705049,5.277592407248463e-12,5.902822632328312e-09,0.9967364655146053,1.1262907879364975e-06,3.8280144132263695e-10
660,660,Cinco Saus,3708,C02,B07,117,3717.75,,3704.75,0.4,0.1,0.54,4.71,0.03,0.34,0.15,33.34,0.03,247.44,0.64,111.0,111.79,40.0,6.58,17.91,24.06,23.51,6.0,11.24,25.0,6,2.0,5.0,10.0,888.81,8.23,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.8311902140372975,-1.1063143211401785,,1.0,0.6951665350491122,3.119433319778731e-09,3.33876581322762e-05,0.004378459230558732,0.30007026165310274,0.00035135328966072975
661,661,Cinco Saus,3708,C02,B07,119,3717.92,,3704.92,0.38,0.54,0.46,2.64,0.06,0.34,0.12,36.23,0.02,259.57,0.72,111.0,45.58,40.0,7.17,21.25,24.4,25.74,6.0,10.46,25.0,6,2.04,11.1,10.0,836.45,6.37,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-5.207443534342417,-1.1306184526469092,,10.0,0.3102145472351417,3.384315461442682e-10,2.3967919625947238e-05,0.00027760748600849894,0.6891295476745103,0.00035432934628207356
662,662,Cinco Saus,3718,C02,B08,1,3718.08,,3705.08,0.45,0.58,0.84,3.48,0.07,0.39,0.18,34.13,0.04,218.24,0.74,111.0,96.2,40.0,6.51,23.6,35.23,179.48,6.42,14.78,25.0,6,2.42,11.53,11.21,1356.58,8.9,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.600539784766577,-0.0757337792169182,,1.0,0.9787652810303901,6.822853048522349e-09,5.90366898740601e-07,0.02037733068063643,0.0008446843442180053,1.2106755003824526e-05
663,663,Cinco Saus,3718,C02,B08,3,3718.25,,3705.25,0.49,0.04,0.52,2.54,0.003,0.32,0.14,34.07,0.01,294.85,0.72,111.0,45.33,40.0,6.56,19.62,27.6,29.17,6.0,14.5,25.0,6,2.0,8.65,10.0,487.1,8.11,27.13,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.662329073637302,-1.6894024044968634,,10.0,0.011344193696813984,3.1079299835070696e-09,0.00010558957098747451,0.00016603248115030342,0.9880244862219939,0.0003596949211244765
664,664,Cinco Saus,3718,C02,B08,5,3718.42,,3705.42,0.48,0.11,0.36,2.33,0.003,0.47,0.12,33.48,0.01,195.7,0.86,111.0,30.0,40.0,5.69,15.77,24.26,23.69,6.0,14.87,25.0,6,2.0,11.92,10.0,453.63,7.29,21.99,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.328537946897017,-1.033572379895483,,10.0,0.009959744826377943,4.098728612450599e-09,0.00011885927892165672,0.00019117976884990275,0.9893644216892004,0.0003657903379213701
665,665,Cinco Saus,3718,C02,B08,7,3718.58,,3705.58,0.5,0.04,0.42,2.5,0.06,0.53,0.13,31.74,0.02,216.5,0.93,111.0,30.0,40.0,6.18,19.92,25.46,27.48,6.0,15.05,25.0,6,2.0,7.74,10.0,513.57,11.6,22.7,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.822366407774042,-1.271854327662966,,10.0,0.012125061507272317,4.13669046178419e-08,0.0003690977048487846,0.0006883984532400171,0.9860618533729657,0.000755547594768673
666,666,Cinco Saus,3718,C02,B08,9,3718.75,,3705.75,0.52,0.04,0.89,3.32,0.09,0.26,0.22,28.54,0.02,207.07,0.72,111.0,30.0,40.0,6.9,13.2,24.24,25.85,6.0,13.45,25.0,6,2.0,8.92,10.0,661.08,14.62,25.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.555252508444158,-1.7712075384153816,,10.0,0.02683328561534231,1.4223723763452682e-07,0.0007487570636713266,0.001684618346243971,0.9692079677146526,0.001525229022852256
667,667,Cinco Saus,3718,C02,B08,11,3718.92,,3705.92,0.53,0.52,3.31,6.41,0.16,0.65,0.61,28.68,0.09,217.08,0.95,111.0,85.86,44.91,5.53,30.32,29.92,102.25,12.14,15.41,25.0,6,3.1,22.01,10.0,1076.82,6.62,49.36,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,0.1396932967723462,-2.088508336944104,,4.0,0.08793427931022313,3.875754452528677e-05,0.00017261167137539514,0.9071120068355499,0.004540739263106389,0.00020160537521972957
668,668,Cinco Saus,3718,C02,B08,13,3719.08,,3706.08,0.52,0.3,0.36,3.07,0.08,0.49,0.12,31.4,0.01,178.87,0.65,111.0,30.0,40.0,7.94,25.67,38.48,298.29,9.4,12.58,25.0,6,2.29,5.0,22.5,2314.73,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.559975880237935,1.4914512995199454,,4.0,0.00014262255276997537,1.2936889362785092e-12,1.6980344327026276e-09,0.9998573266627683,4.9062369704922605e-08,2.2764097118152576e-11
669,669,Cinco Saus,3718,C02,B08,15,3719.25,,3706.25,0.64,0.04,2.29,7.85,0.25,0.83,0.62,20.8,0.13,166.07,1.17,422.19,183.71,82.45,5.3,52.9,43.36,71.26,10.8,22.41,25.0,6,4.51,36.81,19.46,1080.47,14.35,46.29,8.46,6.0,Eagle Ford,Upper Eagle Ford,False,3,3.9033178752757824,-2.006498411948545,,2.0,0.00015108433636225267,0.9921388463858352,0.0017617048122293062,0.005551454751567567,2.692316983939956e-07,0.00039664048230744065
670,670,Cinco Saus,3718,C02,B08,17,3719.42,,3706.42,0.51,0.04,1.62,6.03,0.2,0.99,0.34,27.29,0.08,173.33,1.13,111.0,160.4,46.31,4.42,48.41,43.65,184.28,8.72,20.59,25.0,6,2.94,6.43,29.94,2074.16,10.17,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.3616095780653975,1.4586916856727732,,4.0,1.2518509166090047e-06,1.430267098009166e-10,2.9521282868781526e-07,0.9999984373213348,1.5400595886215378e-08,7.129726501185036e-11
671,671,Cinco Saus,3718,C02,B08,19,3719.58,,3706.58,0.54,0.04,0.96,4.71,0.13,0.51,0.21,27.28,0.04,172.66,0.85,111.0,92.61,43.14,5.22,43.03,34.99,45.03,6.37,13.05,25.0,6,2.81,9.32,21.87,2025.15,6.13,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-2.8711465878498883,0.3091230064809799,,4.0,8.678064101358276e-05,6.465734226171312e-11,1.021553875281549e-08,0.9999130491721474,1.5977115702553065e-07,1.3548581414875203e-10
672,672,Cinco Saus,3718,C02,B08,21,3719.75,,3706.75,0.47,0.39,0.68,4.33,0.1,0.51,0.15,31.66,0.03,184.06,0.83,111.0,85.36,40.0,6.58,37.85,33.39,53.67,7.37,17.38,25.0,6,2.74,5.0,28.43,2109.81,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.517449302914693,1.0627148213602746,,4.0,0.0020886696211943625,3.270986146452569e-11,1.4409039195650151e-08,0.9979099888980754,1.3261652992307338e-06,8.736819636623294e-10
673,673,Cinco Saus,3718,C02,B08,23,3719.92,,3706.92,0.56,0.08,1.43,5.75,0.13,0.58,0.37,29.29,0.07,212.23,0.91,111.0,193.83,43.83,4.69,52.41,40.65,79.97,8.79,19.51,25.0,6,3.75,25.32,19.4,1419.57,9.81,15.84,5.94,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.6276451018614506,-0.5337587519049354,,4.0,0.00010629534413084613,7.961250794880674e-07,2.5739710138271705e-06,0.9998873314435807,2.9388114359417653e-06,6.430475935962023e-08
674,674,Cinco Saus,3718,C02,B08,25,3720.08,,3707.08,0.44,0.2,0.88,4.09,0.05,0.45,0.23,32.6,0.03,233.41,0.72,111.0,106.28,40.0,6.55,22.09,27.15,60.06,6.0,14.57,25.0,6,2.0,7.31,10.0,970.84,14.36,5.21,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.84054632359667,-1.1126488161255066,,1.0,0.5836938685810624,7.655530793520287e-08,0.00018137482741274408,0.015468086282895645,0.39960185824371325,0.0010547355096079312
675,675,Cinco Saus,3718,C02,B08,27,3720.25,,3707.25,0.42,0.43,1.14,5.27,0.11,0.62,0.28,31.83,0.04,197.3,0.87,111.0,99.09,47.25,3.87,46.91,35.01,58.3,9.82,18.87,25.0,6,3.76,20.81,26.33,1721.9,9.95,5.0,7.07,6.0,Eagle Ford,Upper Eagle Ford,False,1,-1.404410975143852,0.1140308589615416,,4.0,2.8770511448181265e-05,2.5110412466637573e-09,3.9681559203373967e-08,0.9999709671036017,2.1970354775673142e-07,4.88801815761635e-10
676,676,Cinco Saus,3718,C02,B08,29,3720.42,,3707.42,0.52,0.35,2.9,7.42,0.19,1.32,0.68,23.34,0.14,144.94,1.45,653.65,302.91,68.24,4.75,62.83,45.02,59.24,10.45,32.21,25.0,6,4.01,30.82,16.66,1140.06,13.12,37.03,5.0,9.09,Eagle Ford,Upper Eagle Ford,False,3,3.706305466148772,-0.6555795615657372,,3.0,0.00023912889493364213,0.3608835936647865,0.5570276191078315,0.07875261850563023,5.887185141746476e-06,0.003091152641676301
677,677,Cinco Saus,3718,C02,B08,31,3720.58,,3707.58,0.42,0.38,1.27,4.44,0.12,0.65,0.28,32.83,0.04,240.46,0.9,111.0,182.05,40.0,5.34,33.23,31.69,34.7,8.18,21.61,25.0,6,2.69,15.46,10.04,1153.54,12.33,13.05,5.1,6.0,Eagle Ford,Upper Eagle Ford,False,2,-2.422740888179986,-0.7920897787708053,,1.0,0.8855681043288395,3.0002831166903843e-07,2.541230501878608e-05,0.10016386006438437,0.014060716311469261,0.00018160696197637823
678,678,Cinco Saus,3718,C02,B08,33,3720.75,,3707.75,0.42,0.5,0.91,5.04,0.1,0.62,0.23,31.8,0.04,191.42,0.89,111.0,150.18,40.0,6.12,84.58,56.38,103.62,11.95,22.01,25.0,6,4.75,41.47,14.7,1133.61,12.72,53.93,6.48,10.53,Eagle Ford,Upper Eagle Ford,False,1,0.4531661316867751,-0.0684322054599826,,4.0,0.0013727904176491104,3.6948455155436666e-06,5.1259376722308205e-06,0.9985886777768911,2.896141436662403e-05,7.496079053882194e-07
679,679,Cinco Saus,3718,C02,B08,35,3720.92,,3707.92,0.39,0.73,1.17,6.16,0.13,0.69,0.26,31.53,0.05,208.26,0.86,111.0,146.04,40.0,6.45,32.11,35.24,61.32,7.85,13.01,25.0,6,3.01,11.6,23.49,1619.29,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-2.7877284153319795,0.3616582438915605,,1.0,0.5250661077744402,2.9364581444424884e-08,6.235155796250481e-07,0.47470864283473735,0.00022231406123689824,2.2824494245811392e-06
680,680,Cinco Saus,3718,C02,B08,37,3721.08,,3708.08,0.43,0.52,1.14,5.6,0.13,0.73,0.25,31.7,0.05,194.21,0.93,111.0,139.02,41.15,3.85,45.48,39.5,144.84,7.14,17.28,25.0,6,2.87,8.85,24.78,1878.6,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-2.306947930022097,1.3347938953243526,,4.0,0.0005683619946390779,1.7653495953371405e-10,3.018976912268218e-08,0.9994309300547982,6.764729340497945e-07,1.1113245628940947e-09
681,681,Cinco Saus,3718,C02,B08,39,3721.25,,3708.25,0.44,0.79,1.02,5.46,0.2,0.71,0.22,32.3,0.05,195.88,0.88,111.0,120.65,43.14,4.89,40.23,39.09,126.7,6.38,16.64,25.0,6,2.81,5.43,27.14,2188.47,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-2.6385310967912465,1.5159746398337042,,4.0,8.698249563932933e-05,1.7654530720182244e-12,1.896462603206465e-09,0.9999129777934,3.7792949175928346e-08,1.978323359482531e-11
682,682,Cinco Saus,3718,C02,B08,41,3721.42,,3708.42,0.48,0.42,1.73,7.35,0.14,0.71,0.42,27.37,0.09,194.0,0.96,359.13,166.77,62.21,5.71,46.23,33.88,45.39,7.47,13.91,25.0,6,3.65,26.37,15.54,1289.94,7.8,23.25,6.36,6.0,Eagle Ford,Upper Eagle Ford,False,1,-0.2791116637523541,-1.2896143008650895,,4.0,7.851584315886649e-05,8.980610899706097e-07,3.5982306022075484e-06,0.9999142770086676,2.643862620941574e-06,6.699386055695519e-08
