,Unnamed: 0,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_train,Chemofacies_NN,Prob1,Prob2,Prob3,Prob4,Prob10,Prob20
0,0,Cinco Saus,3598,C01,B11,39,3601.25,,3589.25,0.46,0.28,0.52,3.04,0.1,0.64,0.17,32.4,0.03,159.54,0.82,111.0,88.24,40.0,6.66,29.63,28.28,63.18,6.0,11.47,25.0,6,2.0,5.0,14.67,1512.72,7.3,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.040473886105733,0.2039951376736683,,1.0,0.9802590688755568,1.2572424694829705e-09,6.496810714224217e-08,0.01961700922117266,0.00012186105407530844,1.9946238455737423e-06
1,1,Cinco Saus,3598,C01,B11,41,3601.42,,3589.42,0.46,0.29,0.7,3.53,0.13,0.69,0.2,30.43,0.04,167.74,0.87,111.0,120.29,40.0,5.95,46.72,30.04,50.95,6.0,16.37,25.0,6,2.46,5.0,26.17,1626.33,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.3012583171884886,1.0766090773531392,,4.0,0.20963586550101437,1.0007459082892427e-08,2.6732222603174385e-07,0.7902805052970272,8.287854658192172e-05,4.733256913464203e-07
2,2,Cinco Saus,3598,C01,B11,43,3601.58,,3589.58,0.45,0.39,0.28,2.0,0.003,0.32,0.11,36.9,0.01,142.67,0.7,111.0,39.41,40.0,7.14,17.75,23.4,40.55,6.0,8.15,25.0,6,2.0,5.5,10.0,756.15,5.09,8.7,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-5.252304339978204,-0.4610495895020634,,10.0,0.18644077158456776,8.474821494680665e-10,4.412509332644705e-05,0.00019794557777485803,0.8127863163063482,0.0005308405905006215
3,3,Cinco Saus,3598,C01,B11,45,3601.75,,3589.75,0.47,0.14,0.52,3.71,0.02,0.35,0.17,32.38,0.02,171.23,0.71,111.0,76.5,40.0,6.77,36.68,36.88,114.09,6.51,16.18,25.0,6,2.39,5.0,21.71,1833.23,5.0,5.0,5.1,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.0105509759030005,0.9696335273650856,,4.0,0.3998923443616618,1.0539109842091288e-09,9.290675436941085e-08,0.6000404386600212,6.690484536186819e-05,2.18172289739116e-07
4,4,Cinco Saus,3598,C01,B11,47,3601.92,,3589.92,0.48,0.3,0.73,3.69,0.1,0.44,0.22,32.05,0.04,154.73,0.83,111.0,123.41,40.0,6.48,43.9,32.31,168.13,6.94,17.11,25.0,6,2.59,5.86,23.97,1643.37,6.03,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.026969955316059,1.2675362999046964,,4.0,0.05758569290032098,7.905005598574259e-09,2.6667063127847034e-07,0.9423718384678728,4.200446664620618e-05,1.8958952315677278e-07
5,5,Cinco Saus,3598,C01,B11,49,3602.08,,3590.08,0.5,0.16,0.15,2.47,0.003,0.27,0.11,33.82,0.01,183.02,0.69,111.0,37.58,40.0,7.21,19.56,26.74,47.76,6.0,13.1,25.0,6,2.0,6.26,10.0,750.78,8.21,7.01,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.832308098903578,-0.6983684583866204,,10.0,0.19635927085247382,1.68449801839198e-08,0.00017153200211744967,0.0013614958753513987,0.8009885562308763,0.0011191281942008642
6,6,Cinco Saus,3598,C01,B11,51,3602.25,,3590.25,0.46,0.15,0.2,2.23,0.003,0.24,0.09,33.92,0.01,174.24,0.72,111.0,30.0,40.0,6.96,19.59,24.91,40.92,6.0,10.85,25.0,6,2.05,8.85,10.0,657.23,5.05,10.73,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-5.037279785758609,-0.683026491723079,,10.0,0.0944493679034698,2.8754581852109724e-09,9.647723617950624e-05,0.0002647208541012572,0.9044633528516614,0.0007260782791297521
7,7,Cinco Saus,3598,C01,B11,55,3602.58,,3590.58,0.39,0.92,1.07,4.09,0.22,1.44,0.21,31.47,0.04,159.74,0.97,111.0,108.86,40.0,5.65,55.09,32.98,52.37,6.0,20.37,25.0,6,2.37,5.0,30.77,1930.01,5.0,5.0,5.27,6.0,Eagle Ford,Upper Eagle Ford,False,1,-2.4151396739388997,2.2277342364767736,,4.0,0.0010363399645009655,3.0456292742070425e-11,5.892123476080182e-09,0.998963179787075,4.7389867590200235e-07,4.2716834973618354e-10
8,8,Cinco Saus,3598,C01,B11,57,3602.75,,3590.75,0.45,0.66,0.18,2.03,0.003,0.42,0.1,36.88,0.01,148.19,0.79,111.0,30.0,40.0,6.94,20.08,26.04,25.6,6.0,9.34,25.0,6,2.0,6.59,10.0,509.88,6.75,16.13,5.0,6.66,Eagle Ford,Upper Eagle Ford,False,2,-4.873175142933838,-0.5120199237808795,,10.0,0.026902864890333892,2.2728018147077923e-10,2.77963591012413e-05,3.444504890639626e-05,0.9727746619873524,0.0002602314870257229
9,9,Cinco Saus,3598,C01,B11,59,3602.92,,3590.92,0.41,0.81,1.52,4.8,0.24,1.13,0.28,31.18,0.07,169.84,1.02,398.0,232.72,40.0,4.14,66.7,44.26,156.58,10.14,22.1,25.0,6,2.57,5.0,22.75,1849.11,5.0,5.0,5.0,9.24,Eagle Ford,Upper Eagle Ford,False,1,-0.7975891515523281,2.215932126663376,,4.0,0.00011804700067672527,3.3282768721984913e-09,9.229273359114833e-07,0.9998801261046972,8.942102081162668e-07,6.4288052746170886e-09
10,10,Cinco Saus,3598,C01,B11,63,3603.25,,3591.25,0.48,0.52,0.33,2.54,0.003,0.32,0.14,37.01,0.01,172.44,0.71,111.0,73.93,40.0,5.98,18.31,24.68,33.91,6.0,11.41,25.0,6,2.23,10.18,10.61,559.36,7.64,18.34,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.6043539317729065,-0.7940998208881879,,10.0,0.028044200015392384,1.242136334330665e-09,6.413876386200413e-05,8.902841685774788e-05,0.9713797392686271,0.00042289229312433217
11,11,Cinco Saus,3598,C01,B11,65,3603.42,,3591.42,0.42,0.74,0.82,4.18,0.08,0.76,0.2,33.53,0.04,167.46,0.85,111.0,179.79,40.0,5.72,120.59,69.15,306.43,10.36,30.84,25.0,6,3.59,21.62,22.63,1520.2,10.3,16.9,6.02,38.39,Eagle Ford,Upper Eagle Ford,False,1,0.264874046911132,3.778928527016864,,4.0,3.0708814956061e-06,6.205126687778163e-06,0.09561720652012899,0.9043699045711058,1.8128634403191137e-06,1.8000371415152642e-06
12,12,Cinco Saus,3598,C01,B11,67,3603.58,,3591.58,0.38,0.68,0.23,2.82,0.003,0.5,0.09,36.39,0.01,200.12,0.7,111.0,61.16,40.0,7.84,25.78,26.03,35.23,6.0,16.59,25.0,6,2.0,5.0,10.0,790.67,5.0,6.78,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-5.139383087563108,-0.0343848187588656,,10.0,0.4298813638381659,4.0397032332300546e-10,2.097418392317371e-05,0.00018488628524506305,0.569502345607552,0.000410429681143613
13,13,Cinco Saus,3598,C01,B11,69,3603.75,,3591.75,0.41,0.75,0.49,3.92,0.1,0.53,0.17,34.76,0.02,210.1,0.74,111.0,113.38,40.0,7.09,39.94,27.63,60.12,6.99,9.7,25.0,6,2.25,5.0,22.18,1607.57,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.352312376477204,0.4773028018593586,,1.0,0.9881188606055212,2.8756743938837985e-10,1.6489426689535747e-08,0.011829380026177025,5.1083626595770027e-05,6.589647117541738e-07
14,14,Cinco Saus,3598,C01,B11,71,3603.92,,3591.92,0.41,0.54,0.44,3.8,0.09,0.4,0.16,35.25,0.03,159.57,0.75,111.0,95.95,40.0,7.51,33.44,36.48,119.23,6.38,13.42,25.0,6,2.45,5.0,22.8,2224.94,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.1746142220167775,1.2983489416989953,,4.0,0.08248236219336232,5.970968391942475e-12,4.622561389299679e-09,0.9175122791222097,5.351119143026347e-06,2.93675259865806e-09
15,15,Cinco Saus,3598,C01,B11,73,3604.08,,3592.08,0.45,0.27,0.06,1.95,0.003,0.35,0.09,37.08,0.01,168.28,0.73,111.0,45.34,40.0,6.84,20.19,23.58,38.92,6.0,11.56,25.0,6,2.0,6.45,10.0,644.06,10.2,11.72,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.9362684326342965,-0.7070218558470754,,10.0,0.03101592956318519,9.88760464070978e-10,5.715117815831178e-05,7.754279515267055e-05,0.9684336245992938,0.0004157508754494324
16,16,Cinco Saus,3598,C01,B11,75,3604.25,,3592.25,0.39,0.88,1.87,5.92,0.3,1.58,0.44,29.41,0.08,157.65,1.04,243.78,276.95,54.88,6.09,77.39,53.56,263.28,9.88,18.59,25.0,6,3.5,19.21,22.91,1612.04,8.56,5.0,5.94,10.13,Eagle Ford,Upper Eagle Ford,False,1,1.255386998633532,2.177741653474984,,4.0,3.117167417931195e-06,5.0731831009381126e-05,0.35776358441126554,0.6421751684052529,1.0361599549119984e-06,6.362025099312319e-06
17,17,Cinco Saus,3598,C01,B11,79,3604.58,,3592.58,0.37,0.75,0.28,2.52,0.003,0.69,0.11,37.48,0.02,170.42,0.84,111.0,41.94,40.0,6.03,23.75,25.73,25.21,6.0,15.17,25.0,6,2.0,8.95,10.0,544.88,9.15,16.48,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.41417233292645,-0.2967664227079941,,10.0,0.014976008214381338,2.024011948568722e-10,2.6251442491889175e-05,3.4311124181924005e-05,0.9847702389695158,0.0001931900470279676
18,18,Cinco Saus,3598,C01,B11,83,3604.92,,3592.92,0.39,0.66,0.48,5.54,0.003,0.7,0.13,32.76,0.03,191.19,0.74,111.0,103.8,40.0,6.18,37.44,34.17,42.83,7.18,13.57,25.0,6,2.45,5.0,26.27,2080.08,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.0152951916424655,1.0871531697322667,,4.0,0.30434320922301084,1.4055991420077325e-10,5.428112182899757e-08,0.6956125309200937,4.4137640307099864e-05,6.77949067607972e-08
19,19,Cinco Saus,3598,C01,B11,85,3605.08,,3593.08,0.47,0.18,0.18,2.35,0.01,0.5,0.1,34.36,0.01,162.01,0.85,111.0,30.0,40.0,6.94,14.95,24.16,31.78,6.0,13.73,25.0,6,2.0,5.56,10.0,534.27,7.52,13.25,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.611808589843414,-0.612054671968976,,10.0,0.0239327395130559,3.7120461570153513e-09,0.00011048609151987931,0.00016718621751234694,0.9752579844674649,0.0005315999984008296
20,20,Cinco Saus,3598,C01,B11,87,3605.25,,3593.25,0.45,0.38,1.04,5.16,0.19,0.67,0.26,30.06,0.06,174.44,0.95,111.0,224.82,40.0,5.35,56.43,45.56,273.34,7.7,20.51,25.0,6,2.82,7.86,27.51,1516.78,5.0,5.0,5.0,11.82,Eagle Ford,Upper Eagle Ford,False,1,-1.356452567536076,2.4630076330314914,,4.0,1.5345507937202315e-05,5.008931056518029e-09,6.838297686889545e-07,0.9999837706660533,1.93206297519913e-07,1.781012333379311e-09
21,21,Cinco Saus,3598,C01,B11,89,3605.42,,3593.42,0.42,0.37,1.07,5.51,0.14,0.73,0.27,31.17,0.05,169.53,0.88,111.0,217.37,42.9,6.28,54.76,46.73,204.24,8.15,16.07,25.0,6,2.8,8.0,26.97,1649.21,7.18,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-1.7573935983834787,1.8717226390979385,,4.0,6.751101911017638e-05,2.379313019839591e-09,1.5785370099510161e-07,0.9999319667179458,3.602952195681663e-07,1.7347103833538616e-09
22,22,Cinco Saus,3598,C01,B11,91,3605.58,,3593.58,0.4,0.85,0.77,5.49,0.21,1.28,0.19,31.0,0.04,173.13,0.91,111.0,138.46,40.0,6.4,65.06,39.26,51.33,6.0,16.12,25.0,6,2.44,5.0,23.63,2004.26,5.31,5.0,5.41,9.97,Eagle Ford,Upper Eagle Ford,False,1,-2.5534285069063007,1.9343699399718852,,4.0,0.00016310052869039963,1.4402338937378942e-11,3.4738141637991073e-09,0.9998367978094587,9.809203469045636e-08,8.159961173656477e-11
23,23,Cinco Saus,3598,C01,B11,93,3605.75,,3593.75,0.41,0.8,1.48,6.39,0.47,1.98,0.37,24.55,0.1,161.8,1.34,111.0,318.68,61.7,5.49,109.93,51.5,111.04,7.4,33.4,25.0,6,3.0,13.56,21.39,1331.34,8.94,12.5,5.81,32.46,Eagle Ford,Upper Eagle Ford,False,4,2.239103821939978,3.311002118901569,,3.0,3.0065614874912243e-09,4.76059661321199e-06,0.9993198098113614,0.0006744038753069224,2.4886943297062777e-09,1.0202214625734082e-06
24,24,Cinco Saus,3598,C01,B11,95,3605.92,,3593.92,0.55,0.04,0.6,4.62,0.02,0.46,0.19,29.75,0.03,166.7,0.75,111.0,162.28,40.0,6.61,26.07,25.16,44.63,6.0,10.9,25.0,6,2.06,5.0,14.37,1115.49,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.006278946011639,-0.2700842783624141,,1.0,0.8066288209938124,1.9000960176661696e-07,7.4190873762759775e-06,0.1901912043061374,0.003117986166641607,5.437943643067739e-05
25,25,Cinco Saus,3598,C01,B11,97,3606.08,,3594.08,0.48,0.04,0.18,2.86,0.003,0.29,0.1,33.04,0.01,184.79,0.71,111.0,56.39,40.0,7.17,19.3,24.85,56.19,6.0,9.58,25.0,6,2.0,7.42,10.0,664.52,5.0,10.13,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.958896816492172,-0.7286396682316055,,10.0,0.11139281887225237,1.3587519112397796e-08,0.00019117298528503323,0.0010829873400200881,0.8863312976520061,0.0010017095629170597
26,26,Cinco Saus,3598,C01,B11,99,3606.25,,3594.25,0.35,0.48,0.62,5.1,0.06,0.56,0.18,32.51,0.04,179.71,0.72,111.0,186.61,40.0,7.51,20.33,25.91,51.5,6.0,13.65,25.0,6,2.0,7.05,10.0,1185.98,5.53,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.278721955994293,0.0432698696502689,,1.0,0.9924223321158905,4.363358203191746e-10,5.246439172550287e-07,0.003892574121546795,0.0036700850506832753,1.4483631626383085e-05
27,27,Cinco Saus,3598,C01,B11,103,3606.58,,3594.58,0.42,0.14,0.3,2.9,0.003,0.39,0.11,35.02,0.02,162.68,0.73,111.0,67.95,40.0,6.62,22.12,22.03,30.09,6.0,12.59,25.0,6,2.0,7.49,10.0,643.83,7.98,9.89,5.0,10.14,Eagle Ford,Upper Eagle Ford,False,2,-4.7177128729646585,-0.5164274310747168,,10.0,0.04356171497053098,1.7418575936173123e-09,8.332012359571181e-05,0.00012505642844788504,0.9556641444178408,0.0005657623177271174
28,28,Cinco Saus,3598,C01,B11,105,3606.75,,3594.75,0.42,0.52,1.18,6.49,0.2,0.99,0.24,29.16,0.07,166.09,1.11,111.0,263.09,40.0,4.71,84.52,52.89,151.87,8.17,29.64,25.0,6,2.93,11.31,22.95,1532.18,9.62,5.0,5.72,27.01,Eagle Ford,Upper Eagle Ford,False,1,-0.0786581794351342,2.837242307049169,,4.0,3.51276688863424e-05,2.468597124808993e-07,0.0002894357471476575,0.9996719193249654,3.0726094771566524e-06,1.977898110251439e-07
29,29,Cinco Saus,3598,C01,B11,107,3606.92,,3594.92,0.36,0.74,0.16,2.76,0.003,0.83,0.09,37.3,0.01,164.78,0.76,111.0,56.11,40.0,6.22,21.3,26.15,41.04,6.0,13.86,25.0,6,2.0,8.18,10.0,940.84,6.16,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.856382447068479,0.193478140144512,,1.0,0.5670293453480694,6.644135480191169e-10,2.072537350945575e-05,0.00035397950870949535,0.4322003320852939,0.000395617020004131
30,30,Cinco Saus,3598,C01,B11,109,3607.08,,3595.08,0.42,0.7,0.09,2.27,0.003,0.49,0.08,37.3,0.01,155.64,0.76,111.0,45.8,40.0,6.68,22.97,25.32,35.2,6.0,11.41,25.0,6,2.0,5.0,10.0,628.86,5.0,6.7,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-5.109158350866778,-0.0825170369482583,,10.0,0.07153236757499751,3.4394692750234056e-10,3.7540816218159646e-05,4.0940311041974726e-05,0.9279398504481318,0.00044930050566373026
31,31,Cinco Saus,3598,C01,B11,111,3607.25,,3595.25,0.4,0.92,1.9,6.25,0.2,1.72,0.45,28.55,0.11,144.26,1.47,661.2,581.86,47.42,3.27,139.75,59.13,212.47,11.93,21.07,25.0,6,3.19,12.17,27.79,1350.84,5.28,18.62,5.0,33.07,Eagle Ford,Upper Eagle Ford,False,4,2.8190353455876584,3.806594688318013,,3.0,1.6616040482490799e-09,1.2543991828699374e-06,0.9999556629911992,4.074399852744558e-05,2.602685527874057e-09,2.334346800920744e-06
32,32,Cinco Saus,3598,C01,B11,113,3607.42,,3595.42,0.4,0.91,0.51,4.18,0.36,0.8,0.14,34.07,0.03,167.83,0.78,111.0,152.65,40.0,6.62,41.34,32.64,52.47,6.37,16.78,25.0,6,2.31,5.0,32.08,2237.38,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.295723409351028,2.16347732419287,,4.0,0.0025629023751812287,8.215122883142967e-13,1.0211203541324866e-09,0.9974367871031408,3.094092289810324e-07,9.05070638958179e-11
33,33,Cinco Saus,3598,C01,B11,115,3607.58,,3595.58,0.42,0.81,1.15,5.75,0.23,1.47,0.21,30.22,0.05,168.18,0.93,111.0,179.32,41.41,7.18,61.83,36.81,85.27,6.84,20.18,25.0,6,2.77,5.0,32.23,1844.07,5.0,5.0,5.0,11.79,Eagle Ford,Upper Eagle Ford,False,1,-1.7472977469620716,2.452062828143432,,4.0,1.3705064477801325e-05,1.7098043154690787e-10,4.908589798600473e-08,0.9999861901212389,5.5408040522475414e-08,1.4936424587208724e-10
34,34,Cinco Saus,3598,C01,B11,117,3607.75,,3595.75,0.47,0.44,1.43,4.76,0.15,0.64,0.32,32.01,0.04,165.42,0.91,111.0,201.24,40.0,6.04,58.52,39.64,80.07,11.86,16.05,25.0,6,2.68,5.05,24.72,1912.32,5.16,5.0,6.14,6.0,Eagle Ford,Upper Eagle Ford,False,1,-1.7653832235978957,1.136564418489144,,4.0,0.0029233799956679472,6.385924346879309e-09,3.087865349798392e-07,0.9970666606166423,9.610996097144353e-06,3.321913327832931e-08
35,35,Cinco Saus,3598,C01,B11,119,3607.92,,3595.92,0.43,0.76,1.81,5.83,0.24,0.95,0.38,26.9,0.1,168.17,1.23,352.76,264.57,40.0,2.3,85.34,50.24,120.03,10.13,31.47,25.0,6,3.14,15.26,21.22,1517.46,5.0,11.84,5.85,20.2,Eagle Ford,Upper Eagle Ford,False,1,0.9746630669987502,2.20732168874965,,4.0,0.00013703629874463124,8.71643366809443e-06,0.01051868836264442,0.9892986624840485,2.7497562644108988e-05,9.398858250301357e-06
36,36,Cinco Saus,3608,C01,B12,1,3608.08,,3596.08,0.47,0.32,0.26,2.54,0.003,0.49,0.1,33.19,0.01,159.19,0.8,111.0,38.14,40.0,6.68,22.21,22.62,37.34,6.0,18.12,25.0,6,2.0,5.0,10.0,705.57,5.19,6.61,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.630561230958919,-0.1018202093659573,,10.0,0.27640447444522676,9.873862395770199e-09,0.00011574465041611205,0.001101663839054919,0.7214022319680282,0.0009758752234117707
37,37,Cinco Saus,3608,C01,B12,3,3608.25,,3596.25,0.52,0.37,1.19,6.6,0.2,0.95,0.29,25.44,0.07,176.23,1.05,184.28,239.21,55.38,4.98,148.35,74.22,295.81,11.6,30.8,25.0,6,4.06,25.33,29.22,1087.61,8.35,51.5,6.4,41.34,Eagle Ford,Upper Eagle Ford,False,4,3.1581255874993106,3.641244716475521,,3.0,3.1873726844031704e-11,4.508697096751978e-07,0.9999949983950704,4.292994299205508e-06,6.539937189334161e-11,2.57643647576926e-07
38,38,Cinco Saus,3608,C01,B12,5,3608.42,,3596.42,0.51,0.44,0.68,3.37,0.07,0.35,0.21,32.31,0.02,223.81,0.71,111.0,78.5,40.0,6.85,25.79,25.75,46.78,6.0,13.21,25.0,6,2.0,5.0,10.49,962.6,5.0,7.34,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.44466375633437,-0.7136510369817864,,1.0,0.8884138457739856,3.1023677406922476e-08,3.6386244773916014e-05,0.01627384965172406,0.0949348078130391,0.0003410794927998774
39,39,Cinco Saus,3608,C01,B12,7,3608.58,,3596.58,0.34,0.53,0.67,2.82,0.003,0.51,0.2,36.9,0.02,191.78,0.79,111.0,47.13,40.0,6.61,12.68,22.02,47.09,6.0,16.41,25.0,6,2.0,10.5,10.0,503.25,8.03,22.1,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.452186225538743,-0.7291124811495966,,10.0,0.008367641822861536,8.022722119843066e-11,1.7280147261420666e-05,2.1866283487428316e-05,0.9914786043212234,0.00011460734493892768
40,40,Cinco Saus,3608,C01,B12,9,3608.75,,3596.75,0.58,0.04,1.05,3.32,0.03,0.34,0.35,30.97,0.03,175.08,0.71,111.0,30.0,40.0,6.41,16.65,23.53,33.84,7.89,23.07,25.0,6,2.48,17.07,10.0,551.85,14.25,61.71,5.94,6.0,Eagle Ford,Upper Eagle Ford,False,2,-2.0282723805503307,-1.8925889619639944,,10.0,0.018219693086880408,1.8188956483191747e-06,0.0021932499985445075,0.005862847918276891,0.9711388982329495,0.0025834918677003662
41,41,Cinco Saus,3608,C01,B12,11,3608.92,,3596.92,0.52,1.1,5.05,15.51,0.34,1.55,0.91,13.77,0.2,173.22,1.7,883.01,689.3,92.88,5.06,166.25,74.98,306.32,13.93,31.38,25.0,6,4.06,31.0,21.1,614.18,10.88,74.6,9.43,57.17,Eagle Ford,Upper Eagle Ford,False,4,10.526320785478577,2.0250097733550416,,3.0,2.1915988153933836e-14,1.4452261262852034e-05,0.9999069438981604,1.3880074779527243e-16,3.7691773982751223e-19,7.86038405546542e-05
42,42,Cinco Saus,3608,C01,B12,13,3609.08,,3597.08,0.47,0.64,1.3,7.5,0.35,0.99,0.24,24.45,0.07,186.2,1.07,111.0,127.92,59.51,4.55,92.3,43.3,66.73,6.14,25.36,25.0,6,2.54,5.05,26.73,1408.26,11.3,5.0,6.34,17.65,Eagle Ford,Upper Eagle Ford,False,1,0.0717561002438328,1.9746556392292016,,4.0,4.960095003382601e-07,3.436785524225193e-08,4.87856320586111e-05,0.9999506285691282,5.247573090746559e-08,2.945726567052868e-09
43,43,Cinco Saus,3608,C01,B12,15,3609.25,,3597.25,0.46,0.72,0.96,5.89,0.26,1.06,0.17,27.08,0.04,208.63,0.83,111.0,94.41,42.16,3.58,128.27,54.81,142.96,10.0,26.1,25.0,6,2.95,8.88,30.33,1271.05,10.38,25.77,7.26,27.35,Eagle Ford,Upper Eagle Ford,False,1,0.5068795231672724,2.975324930337122,,4.0,6.36511603127412e-06,7.157561918039673e-06,0.09046176918859748,0.9095165095281813,5.012264339081345e-06,3.1863409327717962e-06
44,44,Cinco Saus,3608,C01,B12,19,3609.58,,3597.58,0.4,1.04,0.84,4.48,0.06,0.57,0.16,33.2,0.04,192.9,0.84,111.0,117.39,40.0,5.02,40.03,36.76,111.75,7.9,17.73,25.0,6,2.4,5.0,24.16,2098.73,5.0,5.0,5.39,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.315056762843592,1.4542280828491052,,4.0,0.21012765076978293,6.332683327955891e-11,2.757371496224542e-08,0.789848433796216,2.385788019727254e-05,2.991676181728432e-08
45,45,Cinco Saus,3608,C01,B12,23,3609.92,,3597.92,0.44,0.86,0.92,3.22,0.003,0.45,0.19,35.54,0.02,183.51,0.78,111.0,51.49,40.0,5.43,15.39,23.89,32.5,6.0,13.33,25.0,6,2.04,12.33,10.0,512.31,9.5,21.95,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.031875117419954,-0.9998420937850696,,10.0,0.014325636530621973,6.912249952753044e-10,4.854268352560517e-05,6.842383227373588e-05,0.9852922495885279,0.0002651466738257906
46,46,Cinco Saus,3608,C01,B12,27,3610.25,,3598.25,0.34,1.5,0.4,3.17,0.17,1.71,0.09,36.37,0.02,179.85,0.7,111.0,57.8,40.0,1.0,211.07,85.57,98.95,12.51,33.57,25.18,6,3.29,10.4,32.62,1500.67,7.1,17.59,6.94,11.6,Eagle Ford,Upper Eagle Ford,False,4,0.6957599493364017,5.777643765535474,,3.0,2.0736908053518585e-06,8.810080151296678e-07,0.5243948657632701,0.47559517225874726,4.796909270053493e-06,2.2103698919187442e-06
47,47,Cinco Saus,3608,C01,B12,29,3610.42,,3598.42,0.36,0.62,0.42,4.41,0.14,1.47,0.1,32.88,0.02,177.54,0.76,111.0,68.57,40.0,7.46,33.74,28.9,37.1,6.61,17.52,25.0,6,2.12,5.0,31.45,1999.59,5.0,5.0,5.84,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.5913607824741547,1.8245945302209845,,4.0,0.09069456006968336,7.300031901023402e-11,2.998024335281495e-08,0.9092890146005155,1.6377532301742925e-05,1.774425576620452e-08
48,48,Cinco Saus,3608,C01,B12,37,3611.08,,3599.08,0.41,0.5,0.65,4.67,0.26,0.97,0.12,31.88,0.03,183.59,0.84,111.0,46.63,40.0,7.49,43.12,34.2,66.2,6.3,12.58,25.0,6,2.25,5.0,22.62,2289.69,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-3.5475090427805287,1.2625406312724654,,4.0,0.00028264804425002534,2.7679963613028426e-13,6.342385298421264e-10,0.9997173020921096,4.921656311345289e-08,1.2561868188887025e-11
49,49,Cinco Saus,3608,C01,B12,39,3611.25,,3599.25,0.32,1.2,0.56,4.67,0.24,2.29,0.14,31.66,0.04,192.04,0.78,111.0,70.24,40.0,5.44,74.99,35.26,36.13,8.69,15.84,25.0,6,2.34,5.0,22.22,2132.54,5.0,5.0,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,1,-2.314967207946533,2.2928927269599355,,4.0,1.4135808811225954e-05,4.6217006682026655e-12,3.0490036527438036e-09,0.9999858468685461,1.4257048963583763e-08,1.1968434018408002e-11
50,50,Cinco Saus,3608,C01,B12,41,3611.42,,3599.42,0.36,1.18,0.46,4.95,0.16,1.56,0.12,33.5,0.02,239.88,0.75,111.0,70.78,40.0,6.37,65.09,30.18,40.19,7.56,11.3,25.0,6,2.15,6.22,14.16,1300.17,5.6,5.0,5.0,9.89,Eagle Ford,Upper Eagle Ford,False,2,-3.460017843775687,0.8125064452676641,,1.0,0.8461545587559354,6.091345152011262e-08,2.6021298168187893e-06,0.15204159374374784,0.0017762024505327196,2.4982006515648395e-05
51,51,Cinco Saus,3608,C01,B12,43,3611.58,,3599.58,0.38,0.99,0.12,2.55,0.003,0.97,0.09,37.17,0.01,198.58,0.81,111.0,30.0,40.0,6.55,26.68,25.54,23.79,6.0,14.15,25.0,6,2.0,8.23,10.0,618.84,9.62,11.94,5.0,6.0,Eagle Ford,Upper Eagle Ford,False,2,-4.537469394567812,-0.3008276992871587,,10.0,0.02011667710478059,7.042159880903854e-10,4.805960575840245e-05,6.733289412143501e-05,0.9794564636119488,0.0003114660791747642
